start,end,token,cleaned_token,overlap
51.769,51.869,ろ,ろ,False
51.869,51.969,の,の,False
51.969,52.102,じゅ,じゅ,False
52.102,52.202,ん,ん,False
52.202,52.503,び,び,False
52.503,52.736,o,,False
52.736,53.17,k？,,False
53.17,53.27,さ,さ,False
53.27,53.37,あ、,あ,False
53.37,53.504,い,い,False
53.504,53.604,っ,っ,False
53.604,53.737,ぽ,ぽ,False
53.737,53.837,ふ,ふ,False
53.837,53.937,み,み,False
53.937,54.271,だ,だ,False
54.271,54.471,し,し,False
54.471,54.905,て,て,False
54.905,55.239,1、,,False
55.239,55.539,2、,,False
55.539,56.006,3,,False
56.006,56.24,ぼ,ぼ,False
56.24,56.44,く,く,False
56.44,56.673,は,は,False
56.673,57.041,き,き,False
57.041,57.541,み,み,False
57.541,57.975,と,と,False
57.975,58.409,で,で,False
58.409,59.043,あ,あ,False
59.043,59.276,っ,っ,False
59.276,59.943,て,て,False
59.943,60.144,じ,じ,False
60.144,60.811,し,し,False
60.811,61.011,ん,ん,False
61.011,61.645,を,を,False
61.645,61.879,と,と,False
61.879,62.312,り,り,False
62.312,62.446,も,も,False
62.446,62.579,ど,ど,False
62.579,62.746,し,し,False
62.746,63.614,て,て,False
63.614,64.048,ゆ,ゆ,False
64.048,64.481,っ,っ,False
64.481,64.882,く,く,False
64.882,65.349,り,り,False
65.349,65.983,と,と,False
65.983,66.216,い,い,False
66.216,66.85,ま,ま,False
66.85,67.084,た,た,False
67.084,67.751,し,し,False
67.751,67.951,か,か,False
67.951,68.385,に,に,False
68.385,68.619,あ,あ,False
68.619,68.819,ゆ,ゆ,False
68.819,69.253,み,み,False
69.253,69.486,だ,だ,False
69.486,69.686,し,し,False
69.686,70.554,た,た,False
70.554,70.988,ゆ,ゆ,False
70.988,71.422,め,め,False
71.422,71.889,を,を,False
71.889,72.322,み,み,False
72.322,72.99,つ,つ,False
72.99,73.19,け,け,False
73.19,73.857,て,て,False
73.857,74.058,い,い,False
74.058,74.758,く,く,False
74.758,74.925,つ,つ,False
74.925,75.559,も,も,False
75.559,75.793,だ,だ,False
75.793,76.226,き,き,False
76.226,76.36,か,か,False
76.36,76.493,か,か,False
76.493,76.66,え,え,False
76.66,77.528,て,て,False
77.528,77.961,き,き,False
77.961,78.395,み,み,False
78.395,78.829,と,と,False
78.829,79.263,は,は,False
79.263,79.93,な,な,False
79.93,80.13,し,し,False
80.13,80.764,た,た,False
80.764,80.998,み,み,False
80.998,81.665,ら,ら,False
81.665,81.865,い,い,False
81.865,82.266,を,を,False
82.266,82.499,つ,つ,False
82.499,82.733,か,か,False
82.733,83.167,み,み,False
83.167,83.4,に,に,False
83.4,83.634,い,い,False
83.634,83.801,こ,こ,False
83.801,84.268,う,う,False
84.268,84.535,い,い,False
84.535,85.135,っ,っ,False
85.135,85.369,しょ,しょ,False
85.369,85.803,に,に,False
85.803,86.003,と,と,False
86.003,86.203,な,な,False
86.203,86.904,り,り,False
86.904,87.104,あ,あ,False
87.104,87.304,る,る,False
87.304,87.538,い,い,False
87.538,87.771,て,て,False
87.771,87.971,い,い,False
87.971,88.138,こ,こ,False
88.138,88.405,う,う,False
94.912,95.045,ま,ま,False
95.045,95.145,っ,っ,False
95.145,95.245,す,す,False
95.245,95.345,ぐ,ぐ,False
95.345,95.579,な,な,False
95.579,95.679,ひ,ひ,False
95.679,96.013,つ,つ,False
96.013,96.213,じ,じ,False
96.213,96.313,に,に,False
96.313,96.413,ま,ま,False
96.413,96.547,よ,よ,False
96.547,96.88,い,い,False
96.88,97.081,は,は,False
97.081,97.181,な,な,False
97.181,97.281,い,い,False
97.281,97.381,の,の,False
97.381,98.382,さ,さ,False
98.382,98.615,は,は,False
98.615,98.749,し,し,False
98.749,98.816,り,り,False
98.816,99.049,だ,だ,False
99.049,99.149,し,し,False
99.149,99.483,た,た,False
99.483,99.683,ら,ら,False
99.683,99.817,きゅ,きゅ,False
99.817,99.917,う,う,False
99.917,100.017,に,に,False
100.017,100.35,は,は,False
100.35,100.551,と,と,False
100.551,100.784,ま,ま,False
100.784,100.884,れ,れ,False
100.884,100.984,な,な,False
100.984,101.618,い,い,False
101.618,101.752,ま,ま,False
101.752,101.885,わ,わ,False
101.885,102.086,り,り,False
102.086,102.286,を,を,False
102.286,102.519,ま,ま,False
102.519,102.619,き,き,False
102.619,102.953,こ,こ,False
102.953,103.353,む,む,False
103.353,103.487,そ,そ,False
103.487,103.587,ん,ん,False
103.587,103.821,な,な,False
103.821,104.021,ひ,ひ,False
104.021,104.221,つ,つ,False
104.221,104.688,じ,じ,False
104.688,104.888,に,に,False
104.888,105.122,い,い,False
105.122,105.756,ま,ま,False
105.756,105.889,な,な,False
105.889,105.956,れ,れ,False
105.956,106.09,る,る,False
106.09,106.423,き,き,False
106.423,106.557,が,が,False
106.557,106.623,し,し,False
106.623,106.89,た,た,False
106.89,106.99,ん,ん,False
106.99,107.958,だ,だ,False
108.625,108.826,あ,あ,False
108.826,109.293,し,し,False
109.293,109.726,た,た,False
109.726,109.86,を,を,False
109.86,110.06,む,む,False
110.06,110.394,か,か,False
110.394,110.594,え,え,False
110.594,110.794,た,た,False
110.794,110.928,く,く,False
110.928,111.161,な,な,False
111.161,111.361,い,い,False
111.361,111.695,ひ,ひ,False
111.695,112.296,も,も,False
112.296,112.729,あ,あ,False
112.729,113.163,ん,ん,False
113.163,113.297,にゅ,にゅ,False
113.297,113.497,い,い,False
113.497,113.831,な,な,False
113.831,114.031,あ,あ,False
114.031,114.231,さ,さ,False
114.231,114.364,も,も,False
114.364,114.565,ひ,ひ,False
114.565,114.798,る,る,False
114.798,115.332,も,も,False
115.332,115.466,よ,よ,False
115.466,115.566,る,る,False
115.566,116.033,も,も,False
116.033,116.133,は,は,False
116.133,116.233,ん,ん,False
116.233,116.366,ぶ,ぶ,False
116.366,116.433,ん,ん,False
116.433,116.567,こ,こ,False
116.567,116.667,し,し,False
116.667,116.9,て,て,False
116.9,117.0,た,た,False
117.0,117.234,べ,べ,False
117.234,117.334,あ,あ,False
117.334,117.434,っ,っ,False
117.434,117.734,て,て,False
117.734,117.968,ゆ,ゆ,False
117.968,118.202,め,め,False
118.202,118.302,み,み,False
118.302,118.402,よ,よ,False
118.402,118.802,う,う,False
118.802,118.936,こ,こ,False
118.936,119.036,の,の,False
119.036,119.136,ま,ま,False
119.136,119.67,ま,ま,False
119.67,119.803,い,い,False
119.803,119.903,っ,っ,False
119.903,120.003,しょ,しょ,False
120.003,120.537,に,に,False
120.537,120.771,よ,よ,False
120.771,120.871,る,る,False
120.871,121.438,に,に,False
121.438,121.638,と,と,False
121.638,121.772,け,け,False
121.772,122.639,て,て,False
140.157,140.591,き,き,False
140.591,141.024,み,み,False
141.024,141.458,と,と,False
141.458,141.925,で,で,False
141.925,142.559,あ,あ,False
142.559,142.793,っ,っ,False
142.793,143.36,て,て,False
143.36,143.627,じ,じ,False
143.627,144.294,し,し,False
144.294,144.528,ん,ん,False
144.528,145.162,を,を,False
145.162,145.362,と,と,False
145.362,145.796,り,り,False
145.796,145.929,も,も,False
145.929,146.063,ど,ど,False
146.063,146.263,し,し,False
146.263,147.097,て,て,False
147.097,147.531,ど,ど,False
147.531,147.965,ろ,ろ,False
147.965,148.398,ま,ま,False
148.398,148.832,み,み,False
148.832,149.5,れ,れ,False
149.5,149.7,で,で,False
149.7,150.3,も,も,False
150.3,150.567,な,な,False
150.567,151.235,ん,ん,False
151.235,151.435,ど,ど,False
151.435,151.869,も,も,False
151.869,152.102,は,は,False
152.102,152.302,し,し,False
152.302,152.736,り,り,False
152.736,152.97,だ,だ,False
152.97,153.17,し,し,False
153.17,153.604,た,た,False
154.004,154.471,ゆ,ゆ,False
154.471,154.905,め,め,False
154.905,155.339,を,を,False
155.339,155.772,み,み,False
155.772,156.44,つ,つ,False
156.44,156.673,け,け,False
156.673,157.307,て,て,False
157.307,157.541,い,い,False
157.541,158.175,く,く,False
158.175,158.408,つ,つ,False
158.408,159.042,も,も,False
159.042,159.276,だ,だ,False
159.276,159.71,き,き,False
159.71,159.81,か,か,False
159.81,160.01,か,か,False
160.01,160.144,え,え,False
160.144,161.011,て,て,False
161.011,161.445,き,き,False
161.445,161.879,み,み,False
161.879,162.312,と,と,False
162.312,162.746,は,は,False
162.746,163.413,な,な,False
163.413,163.614,し,し,False
163.614,164.248,た,た,False
164.248,164.481,み,み,False
164.481,165.149,ら,ら,False
165.149,165.349,い,い,False
165.349,165.749,を,を,False
165.749,165.983,つ,つ,False
165.983,166.216,か,か,False
166.216,166.65,み,み,False
166.65,166.884,に,に,False
166.884,167.117,い,い,False
167.117,167.284,こ,こ,False
167.284,167.918,う,う,False
167.918,168.385,み,み,False
168.385,168.819,た,た,False
168.819,169.253,こ,こ,False
169.253,169.686,と,と,False
169.686,170.354,も,も,False
170.354,170.554,な,な,False
170.554,173.157,い,い,False
174.925,175.359,け,け,False
175.359,175.792,し,し,False
175.792,176.226,き,き,False
176.226,176.66,ひ,ひ,False
176.66,177.294,ろ,ろ,False
177.294,177.528,が,が,False
177.528,178.162,る,る,False
178.162,178.395,せ,せ,False
178.395,179.062,か,か,False
179.062,179.263,い,い,False
179.263,179.696,へ,へ,False
179.696,179.93,つ,つ,False
179.93,180.13,れ,れ,False
180.13,180.564,て,て,False
180.564,180.764,い,い,False
180.764,180.998,く,く,False
180.998,181.665,よ,よ,False
181.665,181.865,い,い,False
181.865,182.533,っ,っ,False
182.533,182.766,しょ,しょ,False
182.766,183.2,に,に,False
183.2,183.433,ず,ず,False
183.433,183.634,っ,っ,False
183.634,184.735,と,と,False
184.735,186.036,あ,あ,False
186.036,186.236,る,る,False
186.236,186.67,い,い,False
186.67,186.904,て,て,False
186.904,187.07,い,い,False
187.07,187.237,こ,こ,False
187.237,187.538,う,う,False
194.044,194.511,お,お,False
194.511,194.878,な,な,False
194.878,195.345,じ,じ,False
195.345,195.779,み,み,False
195.779,196.413,ら,ら,False
196.413,196.647,い,い,False
196.647,199.283,へ,へ,False
