start,end,token,cleaned_token,overlap
105.189,105.355,か,か,False
105.355,105.522,せ,せ,False
105.522,105.656,い,い,False
105.656,105.823,って,って,False
105.823,106.156,い,い,False
106.156,106.457,わ,わ,False
106.457,106.623,な,な,False
106.623,106.757,い,い,False
106.757,107.257,で,で,False
107.257,107.724,え,え,False
107.724,107.858,い,い,False
107.858,108.025,え,え,False
108.025,108.192,ん,ん,False
108.192,108.358,って,って,False
108.358,108.659,き,き,False
108.659,108.992,か,か,False
108.992,109.126,な,な,False
109.126,109.293,い,い,False
109.293,109.927,で,で,False
109.927,110.094,じ,じ,False
110.094,110.26,ぶ,ぶ,False
110.26,110.394,ん,ん,False
110.394,110.727,た,た,False
110.727,110.894,ち,ち,False
110.894,111.195,し,し,False
111.195,111.495,だ,だ,False
111.495,112.329,い,い,False
112.329,112.463,み,み,False
112.463,112.596,ら,ら,False
112.596,112.763,い,い,False
112.763,112.93,も,も,False
112.93,113.263,か,か,False
113.263,113.397,え,え,False
113.397,113.73,ら,ら,False
113.73,114.031,れ,れ,False
114.031,114.832,る,る,False
114.832,115.299,た,た,False
115.299,115.466,の,の,False
115.466,115.632,し,し,False
115.632,115.799,い,い,False
115.799,115.933,し,し,False
115.933,116.266,じょ,じょ,False
116.266,116.567,う,う,False
116.567,116.867,しゅ,しゅ,False
116.867,117.367,ぎ,ぎ,False
117.367,117.801,き,き,False
117.801,117.968,わ,わ,False
117.968,118.302,め,め,False
118.302,118.469,て,て,False
118.469,118.769,い,い,False
118.769,119.103,く,く,False
119.103,119.403,か,か,False
119.403,120.037,ら,ら,False
120.037,120.204,ご,ご,False
120.204,120.37,きょ,きょ,False
120.37,120.504,う,う,False
120.504,120.671,りょ,りょ,False
120.671,120.804,く,く,False
120.804,121.004,あ,あ,False
121.004,121.305,り,り,False
121.305,121.638,が,が,False
121.638,122.406,と,と,False
122.406,122.573,も,も,False
122.573,122.706,に,に,False
122.706,122.873,た,た,False
122.873,123.04,ー,ー,False
123.04,123.34,ご,ご,False
123.34,123.507,し,し,False
123.507,123.841,の,の,False
123.841,123.974,さ,さ,False
123.974,124.141,ー,ー,False
124.141,124.608,か,か,False
124.608,124.942,す,す,False
124.942,125.109,よ,よ,False
125.109,125.242,ろ,ろ,False
125.242,125.409,こ,こ,False
125.409,125.742,ん,ん,False
125.742,126.043,で,で,False
126.043,126.376,く,く,False
126.376,126.51,れ,れ,False
126.51,126.677,た,た,False
126.677,127.478,ら,ら,False
127.478,127.611,そ,そ,False
127.611,127.778,りゃ,りゃ,False
127.778,127.945,も,も,False
127.945,128.112,め,め,False
128.112,128.278,っ,っ,False
128.278,128.579,ちゃ,ちゃ,False
128.579,128.879,あ,あ,False
128.879,129.046,が,が,False
129.046,129.213,る,る,False
129.213,129.98,よ,よ,False
129.98,130.147,き,き,False
130.147,130.28,み,み,False
130.28,130.447,の,の,False
130.447,130.781,こ,こ,False
130.781,131.081,と,と,False
131.081,131.582,だ,だ,False
131.582,131.715,い,い,False
131.715,132.049,す,す,False
132.049,132.182,き,き,False
132.182,132.349,だ,だ,False
133.951,134.251,ル,ル,False
134.251,135.052,カ）,カ,False
135.052,135.219,は,は,False
135.219,135.385,い,い,False
135.385,135.519,に,に,False
135.519,135.686,な,な,False
135.686,135.853,っ,っ,False
135.853,136.153,て,て,False
136.153,136.487,か,か,False
136.487,136.653,く,く,False
136.653,136.787,し,し,False
136.787,137.588,ん,ん,False
137.588,137.721,ま,ま,False
137.721,137.888,ぎ,ぎ,False
137.888,138.055,れ,れ,False
138.055,138.222,も,も,False
138.222,138.388,な,な,False
138.388,138.522,い,い,False
138.522,138.689,りょ,りょ,False
138.689,139.022,う,う,False
139.022,139.156,お,お,False
139.156,139.323,も,も,False
139.323,140.09,い！,い,False
140.09,140.257,れ,れ,False
140.257,140.39,べ,べ,False
140.39,140.557,る,る,False
140.557,140.891,む,む,False
140.891,141.191,げ,げ,False
141.191,141.825,ん,ん,False
141.825,141.992,あ,あ,False
141.992,142.126,っ,っ,False
142.126,142.292,ぷ,ぷ,False
142.292,142.459,し,し,False
145.162,145.329,さ,さ,False
145.329,145.496,い,い,False
145.496,145.629,きょ,きょ,False
145.629,145.796,う,う,False
145.796,145.963,ち,ち,False
145.963,146.13,っ,っ,False
146.13,146.263,く,く,False
146.263,146.597,ポ,ポ,False
146.597,146.897,ル,ル,False
146.897,147.698,カ）,カ,False
149.566,149.733,き,き,False
149.733,149.9,が,が,False
149.9,150.033,る,る,False
150.033,152.102,に,に,False
152.102,152.236,あ,あ,False
152.236,152.402,く,く,False
152.402,152.569,せ,せ,False
152.569,154.638,す,す,False
154.638,154.771,み,み,False
154.771,154.938,ん,ん,False
154.938,155.105,な,な,False
155.105,156.673,と,と,False
156.673,156.84,つ,つ,False
156.84,156.974,く,く,False
156.974,157.141,る,る,False
157.141,157.274,さ,さ,False
157.274,157.441,ー,ー,False
157.441,157.641,か,か,False
157.641,157.808,す,す,False
159.676,159.843,ひ,ひ,False
159.843,160.01,ろ,ろ,False
160.01,160.144,が,が,False
160.144,162.212,る,る,False
162.212,162.379,せ,せ,False
162.379,162.513,か,か,False
162.513,162.679,い,い,False
162.679,164.748,で,で,False
164.748,164.882,は,は,False
164.882,165.048,ー,ー,False
165.048,165.215,と,と,False
165.215,166.783,の,の,False
166.783,166.95,れ,れ,False
166.95,167.084,べ,べ,False
167.084,167.251,る,る,False
167.251,167.417,あ,あ,False
167.417,167.551,げ,げ,False
167.551,167.718,て,て,False
167.718,167.885,こ,こ,False
169.786,169.953,き,き,False
169.953,170.087,が,が,False
170.087,170.254,る,る,False
170.254,172.322,に,に,False
172.322,172.456,あ,あ,False
172.456,172.623,く,く,False
172.623,172.789,せ,せ,False
172.789,174.825,す,す,False
174.825,174.992,み,み,False
174.992,175.159,ん,ん,False
175.159,175.325,な,な,False
175.325,176.894,と,と,False
176.894,177.06,つ,つ,False
177.06,177.194,く,く,False
177.194,177.361,る,る,False
177.361,177.528,さ,さ,False
177.528,177.661,ー,ー,False
177.661,177.861,か,か,False
177.861,177.995,す,す,False
179.897,180.063,ひ,ひ,False
180.063,180.197,ろ,ろ,False
180.197,180.364,が,が,False
180.364,182.432,る,る,False
182.432,182.566,せ,せ,False
182.566,182.733,か,か,False
182.733,182.9,い,い,False
182.9,184.935,で,で,False
184.935,185.102,つ,つ,False
185.102,185.269,な,な,False
185.269,185.435,が,が,False
185.435,185.569,る！,る,False
192.509,192.676,よ,よ,False
192.676,192.843,ろ,ろ,False
192.843,192.976,こ,こ,False
192.976,193.31,ん,ん,False
193.31,193.61,で,で,False
193.61,193.944,く,く,False
193.944,194.077,れ,れ,False
194.077,194.244,た,た,False
194.244,195.045,ら,ら,False
195.045,195.179,そ,そ,False
195.179,195.345,りゃ,りゃ,False
195.345,195.546,も,も,False
195.546,195.679,め,め,False
195.679,195.846,っ,っ,False
195.846,196.146,ちゃ,ちゃ,False
196.146,196.446,あ,あ,False
196.446,196.613,が,が,False
196.613,196.78,る,る,False
196.78,197.581,よ,よ,False
197.581,197.714,き,き,False
197.714,197.881,み,み,False
197.881,198.048,の,の,False
198.048,198.348,こ,こ,False
198.348,198.682,と,と,False
198.682,199.149,だ,だ,False
199.149,199.316,い,い,False
199.316,199.616,す,す,False
199.616,199.783,き,き,False
199.783,199.95,だ,だ,False
201.518,201.818,ル,ル,False
201.818,202.619,カ）,カ,False
202.619,202.786,は,は,False
202.786,202.953,い,い,False
202.953,203.086,に,に,False
203.086,203.253,な,な,False
203.253,203.42,っ,っ,False
203.42,203.72,て,て,False
203.72,204.054,か,か,False
204.054,204.221,く,く,False
204.221,204.354,し,し,False
204.354,205.155,ん,ん,False
205.155,205.322,ま,ま,False
205.322,205.455,ぎ,ぎ,False
205.455,205.622,れ,れ,False
205.622,205.789,も,も,False
205.789,205.956,な,な,False
205.956,206.089,い,い,False
206.089,206.256,りょ,りょ,False
206.256,206.59,う,う,False
206.59,206.723,お,お,False
206.723,206.89,も,も,False
206.89,207.658,い！,い,False
207.658,207.824,れ,れ,False
207.824,207.991,べ,べ,False
207.991,208.158,る,る,False
208.158,208.458,む,む,False
208.458,208.792,げ,げ,False
208.792,209.393,ん,ん,False
209.393,209.593,あ,あ,False
209.593,209.726,っ,っ,False
209.726,209.86,ぷ,ぷ,False
209.86,210.027,し,し,False
212.729,212.896,さ,さ,False
212.896,213.063,い,い,False
213.063,213.197,きょ,きょ,False
213.197,213.363,う,う,False
213.363,213.53,ち,ち,False
213.53,213.697,っ,っ,False
213.697,213.83,く,く,False
213.83,214.164,ポ,ポ,False
214.164,214.464,ル,ル,False
214.464,215.232,カ）,カ,False
