start,end,token,exclude
40.924,40.991,ほう,True
40.991,41.058,ほう,True
41.058,41.125,う,False
41.125,41.191,う,False
41.191,41.258,う,False
41.258,41.325,う,False
41.325,41.392,う,False
41.392,41.458,う,False
41.458,41.525,う,False
41.525,41.592,う,False
41.592,41.658,う,False
41.658,41.725,う,False
41.725,41.792,う,False
41.792,41.859,う,False
41.859,41.925,せ,False
41.925,41.992,せ,False
41.992,42.059,せ,False
42.059,42.126,せ,False
42.126,42.192,せ,False
42.192,42.259,せき,True
42.259,42.326,せき,True
42.326,42.393,せき,True
42.393,42.459,き,False
42.459,42.526,き,False
42.526,42.593,き,False
42.593,42.659,き,False
42.659,42.726,き,False
42.726,42.793,き,False
42.793,42.86,き,False
42.86,42.926,き,False
42.926,42.993,き,False
42.993,43.06,き,False
43.06,43.127,き,False
43.127,43.193,き,False
43.193,43.26,き,False
43.26,43.327,き,False
43.327,43.394,き,False
43.394,43.46,き,False
43.46,43.527,き,False
43.527,43.594,き,False
43.594,43.694,き,False
43.694,45.396,き,False
45.396,45.462,せ,False
45.462,45.529,せ,False
45.529,45.596,せ,False
45.596,45.662,せ,False
45.662,45.729,せ,False
45.729,45.796,せ,False
45.796,45.863,せか,True
45.863,45.929,か,False
45.929,45.996,か,False
45.996,46.063,か,False
46.063,46.13,か,False
46.13,46.196,か,False
46.196,46.263,か,False
46.263,46.33,か,False
46.33,46.397,か,False
46.397,46.463,か,False
46.463,46.53,か,False
46.53,46.597,か,False
46.597,46.663,か,False
46.663,46.73,か,False
46.73,46.797,か,False
46.797,46.864,か,False
46.864,46.93,か,False
46.93,46.997,か,False
46.997,47.064,か,False
47.064,47.131,か,False
47.131,47.197,い,False
47.197,47.264,い,False
47.264,47.331,い,False
47.331,47.398,い,False
47.398,47.464,い,False
47.464,47.531,い,False
47.531,47.598,いは,True
47.598,47.664,いは,True
47.664,47.731,は,False
47.731,47.798,は,False
47.798,47.865,は,False
47.865,47.931,は,False
47.931,47.998,は,False
47.998,48.065,は,False
48.065,48.132,は,False
48.132,48.198,は,False
48.198,48.265,は,False
48.265,48.332,は,False
48.332,48.399,は,False
48.399,48.465,は,False
48.465,48.532,は,False
48.532,48.599,は,False
48.599,48.665,は,False
48.665,48.732,は,False
48.732,48.799,は,False
48.799,48.866,は,False
48.866,48.932,は,False
48.932,49.033,は,False
49.033,49.233,は,False
49.233,49.299,う,False
49.299,49.366,う,False
49.366,49.433,う,False
49.433,49.5,う,False
49.5,49.566,う,False
49.566,49.633,う,False
49.633,49.733,う,False
49.733,49.8,う,False
49.8,49.867,う,False
49.867,49.933,う,False
49.933,50.0,う,False
50.0,50.067,う,False
50.067,50.134,う,False
50.134,50.2,う,False
50.2,50.267,う,False
50.267,50.334,う,False
50.334,50.401,う,False
50.401,50.467,う,False
50.467,50.534,う,False
50.534,50.601,う,False
50.601,50.667,う,False
50.667,50.734,つ,False
50.734,50.801,つ,False
50.801,50.868,つ,False
50.868,50.934,つ,False
50.934,51.001,つ,False
51.001,51.068,つ,False
51.068,51.135,つ,False
51.135,51.201,つく,True
51.201,51.268,く,False
51.268,51.335,く,False
51.335,51.402,く,False
51.402,51.468,く,False
51.468,51.535,く,False
51.535,51.602,く,False
51.602,51.668,く,False
51.668,51.735,く,False
51.735,51.802,く,False
51.802,51.869,く,False
51.869,51.935,く,False
51.935,52.002,く,False
52.002,52.069,く,False
52.069,52.136,く,False
52.136,52.202,く,False
52.202,52.269,く,False
52.269,52.336,く,False
52.336,52.403,く,False
52.403,52.469,し,False
52.469,52.536,し,False
52.536,52.603,し,False
52.603,52.669,し,False
52.669,52.736,し,False
52.736,52.803,し,False
52.803,52.87,し,False
52.87,52.936,しい,True
52.936,53.003,い,False
53.003,53.07,い,False
53.07,53.137,い,False
53.137,53.203,い,False
53.203,53.27,い,False
53.27,53.337,い,False
53.337,53.404,い,False
53.404,53.47,い,False
53.47,53.537,い,False
53.537,53.604,い,False
53.604,53.67,い,False
53.67,53.737,い,False
53.737,53.804,い,False
53.804,53.871,い,False
53.871,53.937,い,False
53.937,54.004,い,False
54.004,54.071,い,False
54.071,54.138,い,False
54.138,54.204,い,False
54.204,54.271,い,False
54.271,54.338,い,False
54.338,55.33,い,False
55.33,59.476,<silence>,False
59.476,59.543,お,False
59.543,59.61,お,False
59.61,59.676,お,False
59.676,59.743,お,False
59.743,59.81,お,False
59.81,59.877,お,False
59.877,59.943,おく,True
59.943,60.01,く,False
60.01,60.077,く,False
60.077,60.144,く,False
60.144,60.21,く,False
60.21,60.277,く,False
60.277,60.344,く,False
60.344,60.411,く,False
60.411,60.477,く,False
60.477,60.544,く,False
60.544,60.611,く,False
60.611,60.677,く,False
60.677,60.744,く,False
60.744,60.811,く,False
60.811,60.878,く,False
60.878,60.944,く,False
60.944,61.011,く,False
61.011,61.078,く,False
61.078,61.145,く,False
61.145,61.211,く,False
61.211,61.278,びょ,False
61.278,61.345,びょ,False
61.345,61.412,びょ,False
61.412,61.478,びょ,False
61.478,61.545,びょ,False
61.545,61.612,びょ,False
61.612,61.678,びょう,True
61.678,61.745,びょう,True
61.745,61.812,う,False
61.812,61.879,う,False
61.879,61.945,う,False
61.945,62.012,う,False
62.012,62.079,う,False
62.079,62.146,う,False
62.146,62.212,う,False
62.212,62.279,う,False
62.279,62.346,う,False
62.346,62.413,う,False
62.413,62.479,う,False
62.479,62.546,う,False
62.546,62.613,う,False
62.613,62.679,う,False
62.679,62.746,う,False
62.746,62.813,う,False
62.813,62.88,う,False
62.88,62.946,う,False
62.946,63.013,と,False
63.013,63.08,と,False
63.08,63.147,と,False
63.147,63.213,と,False
63.213,63.28,と,False
63.28,63.347,と,False
63.347,63.414,と,False
63.414,63.48,とふ,True
63.48,63.547,ふ,False
63.547,63.614,ふ,False
63.614,63.68,ふ,False
63.68,63.747,ふ,False
63.747,63.814,ふ,False
63.814,63.881,ふ,False
63.881,63.947,ふ,False
63.947,64.014,ふ,False
64.014,64.081,ふ,False
64.081,64.148,ふ,False
64.148,64.214,ふ,False
64.214,64.281,ふ,False
64.281,64.348,ふ,False
64.348,64.415,ふ,False
64.415,64.481,ふ,False
64.481,64.548,ふ,False
64.548,64.615,ふ,False
64.615,64.681,ふ,False
64.681,64.748,あ,False
64.748,64.815,あ,False
64.815,64.882,あ,False
64.882,64.948,あ,False
64.948,65.015,あ,False
65.015,65.082,あ,False
65.082,65.149,あ,False
65.149,65.215,ん,False
65.215,65.282,ん,False
65.282,65.349,ん,False
65.349,65.416,ん,False
65.416,65.482,ん,False
65.482,65.549,ん,False
65.549,65.616,ん,False
65.616,65.682,ん,False
65.682,65.749,ん,False
65.749,65.816,ん,False
65.816,65.883,ん,False
65.883,65.949,ん,False
65.949,66.016,ん,False
66.016,66.083,ん,False
66.083,66.15,ん,False
66.15,66.216,ん,False
66.216,66.283,ん,False
66.283,66.35,ん,False
66.35,66.417,ん,False
66.417,66.483,ん,False
66.483,66.55,ん,False
66.55,66.617,し,False
66.617,66.683,し,False
66.683,66.75,し,False
66.75,66.817,し,False
66.817,66.884,し,False
66.884,66.95,し,False
66.95,67.017,しば,True
67.017,67.084,しば,True
67.084,67.151,ば,False
67.151,67.217,ば,False
67.217,67.284,ば,False
67.284,67.351,ば,False
67.351,67.418,ば,False
67.418,67.484,ば,False
67.484,67.551,ば,False
67.551,67.618,ば,False
67.618,67.684,ば,False
67.684,67.751,ば,False
67.751,67.818,ば,False
67.818,67.885,ば,False
67.885,67.951,ば,False
67.951,68.018,ば,False
68.018,68.085,ば,False
68.085,68.152,ば,False
68.152,68.218,ら,False
68.218,68.285,ら,False
68.285,68.352,ら,False
68.352,68.419,ら,False
68.419,68.485,ら,False
68.485,68.552,ら,False
68.552,68.652,ら,False
68.652,68.719,れ,False
68.719,68.786,れ,False
68.786,68.852,れ,False
68.852,68.919,れ,False
68.919,68.986,れ,False
68.986,69.053,れ,False
69.053,69.119,れ,False
69.119,69.186,れ,False
69.186,69.253,れ,False
69.253,69.319,れ,False
69.319,69.386,れ,False
69.386,69.453,れ,False
69.453,69.52,れ,False
69.52,69.586,れ,False
69.586,69.653,る,False
69.653,69.72,る,False
69.72,69.787,る,False
69.787,69.853,る,False
69.853,69.92,る,False
69.92,69.987,る,False
69.987,70.054,る,False
70.054,70.12,るけ,True
70.12,70.187,け,False
70.187,70.254,け,False
70.254,70.32,け,False
70.32,70.387,け,False
70.387,70.454,け,False
70.454,70.521,けど,True
70.521,70.587,けど,True
70.587,70.654,ど,False
70.654,70.721,ど,False
70.721,70.788,ど,False
70.788,70.854,ど,False
70.854,70.921,ど,False
70.921,70.988,ど,False
70.988,71.055,ど,False
71.055,71.121,ど,False
71.121,71.188,ど,False
71.188,71.255,ど,False
71.255,71.321,ど,False
71.321,71.388,ど,False
71.388,71.455,ど,False
71.455,71.522,ど,False
71.522,71.588,ど,False
71.588,71.655,ど,False
71.655,71.722,ど,False
71.722,71.789,ど,False
71.789,71.855,ど,False
71.855,71.955,ど,False
71.955,72.322,ど,False
72.322,72.389,つ,False
72.389,72.456,つ,False
72.456,72.523,つ,False
72.523,72.589,つ,False
72.589,72.656,つ,False
72.656,72.723,つよ,True
72.723,72.79,つよ,True
72.79,72.856,よ,False
72.856,72.923,よ,False
72.923,72.99,よ,False
72.99,73.057,よ,False
73.057,73.123,よ,False
73.123,73.19,よく,True
73.19,73.257,く,False
73.257,73.323,く,False
73.323,73.39,く,False
73.39,73.457,く,False
73.457,73.524,くや,True
73.524,73.59,くや,True
73.59,73.657,や,False
73.657,73.724,や,False
73.724,73.791,や,False
73.791,73.857,や,False
73.857,73.924,や,False
73.924,73.991,や,False
73.991,74.058,さ,False
74.058,74.124,さ,False
74.124,74.191,さ,False
74.191,74.258,さ,False
74.258,74.324,さ,False
74.324,74.391,さ,False
74.391,74.458,さ,False
74.458,74.525,さ,False
74.525,74.591,さ,False
74.591,74.658,さ,False
74.658,74.725,さ,False
74.725,74.792,さ,False
74.792,74.858,さ,False
74.858,74.925,さ,False
74.925,74.992,さ,False
74.992,75.059,さ,False
75.059,75.125,さ,False
75.125,75.192,さ,False
75.192,75.259,さ,False
75.259,75.325,さ,False
75.325,75.392,し,False
75.392,75.459,し,False
75.459,75.526,し,False
75.526,75.592,し,False
75.592,75.659,し,False
75.659,75.726,し,False
75.726,75.793,し,False
75.793,75.859,し,False
75.859,75.926,く,False
75.926,75.993,く,False
75.993,76.06,く,False
76.06,76.126,く,False
76.126,76.193,く,False
76.193,76.26,く,False
76.26,76.326,く,False
76.326,76.393,く,False
76.393,76.46,く,False
76.46,76.527,く,False
76.527,76.593,く,False
76.593,76.66,く,False
76.66,76.727,く,False
76.727,76.794,く,False
76.794,76.86,く,False
76.86,76.927,く,False
76.927,76.994,く,False
76.994,77.061,く,False
77.061,77.127,く,False
77.127,77.194,く,False
77.194,77.261,く,False
77.261,77.327,く,False
77.327,77.494,く,False
77.494,77.561,な,False
77.561,77.628,な,False
77.628,77.694,な,False
77.694,77.761,な,False
77.761,77.828,な,False
77.828,77.895,な,False
77.895,77.995,な,False
77.995,78.062,な,False
78.062,78.128,な,False
78.128,78.195,な,False
78.195,78.262,な,False
78.262,78.328,な,False
78.328,78.395,な,False
78.395,78.462,な,False
78.462,78.529,な,False
78.529,78.595,な,False
78.595,78.662,な,False
78.662,78.729,な,False
78.729,78.796,な,False
78.796,78.862,な,False
78.862,78.929,れ,False
78.929,78.996,れ,False
78.996,79.063,れ,False
79.063,79.129,れ,False
79.129,79.196,れ,False
79.196,79.263,れ,False
79.263,79.329,れた,True
79.329,79.396,れた,True
79.396,79.463,た,False
79.463,79.53,た,False
79.53,79.596,た,False
79.596,79.663,た,False
79.663,79.73,た,False
79.73,79.797,た,False
79.797,79.863,た,False
79.863,79.93,た,False
79.93,79.997,た,False
79.997,80.064,た,False
80.064,80.13,た,False
80.13,80.197,た,False
80.197,80.264,た,False
80.264,80.33,た,False
80.33,80.397,た,False
80.397,80.464,た,False
80.464,80.531,た,False
80.531,80.597,た,False
80.597,80.664,な,False
80.664,80.731,な,False
80.731,80.798,な,False
80.798,80.864,な,False
80.864,80.931,な,False
80.931,80.998,な,False
80.998,81.065,な,False
81.065,81.131,なら,True
81.131,81.198,ら,False
81.198,81.265,ら,False
81.265,81.331,ら,False
81.331,81.398,ら,False
81.398,81.465,ら,False
81.465,81.532,ら,False
81.532,81.598,ら,False
81.598,81.665,ら,False
81.665,81.732,ら,False
81.732,81.799,ら,False
81.799,81.865,ら,False
81.865,81.932,ら,False
81.932,81.999,ら,False
81.999,82.066,ら,False
82.066,82.132,ら,False
82.132,82.199,ら,False
82.199,82.266,ら,False
82.266,82.332,ら,False
82.332,82.399,ら,False
82.399,82.466,ら,False
82.466,82.566,ら,False
82.566,83.302,ら,False
83.302,88.105,<silence>,False
88.105,88.172,あ,False
88.172,88.238,あ,False
88.238,88.305,あ,False
88.305,88.372,あ,False
88.372,88.439,あ,False
88.439,88.505,あ,False
88.505,88.572,あ,False
88.572,88.639,あ,False
88.639,88.705,あ,False
88.705,88.772,あ,False
88.772,88.839,あ,False
88.839,88.906,あ,False
88.906,88.972,あ,False
88.972,89.039,の,False
89.039,89.106,の,False
89.106,89.173,の,False
89.173,89.239,の,False
89.239,89.306,の,False
89.306,89.373,の,False
89.373,89.44,の,False
89.44,89.506,の,False
89.506,89.573,の,False
89.573,89.64,の,False
89.64,89.706,の,False
89.706,89.773,の,False
89.773,89.84,の,False
89.84,89.907,そ,False
89.907,89.973,そ,False
89.973,90.04,そ,False
90.04,90.107,そ,False
90.107,90.174,そ,False
90.174,90.24,そ,False
90.24,90.307,そ,False
90.307,90.374,そ,False
90.374,90.441,そ,False
90.441,90.507,そ,False
90.507,90.574,そ,False
90.574,90.641,そ,False
90.641,90.707,そ,False
90.707,90.774,ら,False
90.774,90.841,ら,False
90.841,90.908,ら,False
90.908,90.974,ら,False
90.974,91.041,ら,False
91.041,91.108,ら,False
91.108,91.175,ら,False
91.175,91.241,ら,False
91.241,91.308,ら,False
91.308,91.375,ら,False
91.375,91.442,ら,False
91.442,91.508,ら,False
91.508,91.575,ら,False
91.575,91.642,ら,False
91.642,91.708,は,False
91.708,91.775,は,False
91.775,91.842,は,False
91.842,91.909,は,False
91.909,91.975,は,False
91.975,92.042,は,False
92.042,92.109,は,False
92.109,92.176,は,False
92.176,92.242,は,False
92.242,92.309,は,False
92.309,92.376,は,False
92.376,92.443,は,False
92.443,92.509,は,False
92.509,92.576,は,False
92.576,92.643,は,False
92.643,92.709,は,False
92.709,92.776,は,False
92.776,92.843,は,False
92.843,92.91,は,False
92.91,92.976,は,False
92.976,93.043,は,False
93.043,93.11,は,False
93.11,93.526,は,False
95.079,95.145,も,False
95.145,95.212,も,False
95.212,95.279,も,False
95.279,95.345,も,False
95.345,95.412,も,False
95.412,95.479,も,False
95.479,95.579,も,False
95.579,95.646,も,False
95.646,95.712,も,False
95.712,95.779,も,False
95.779,95.846,も,False
95.846,95.913,も,False
95.913,95.979,も,False
95.979,96.046,ど,False
96.046,96.113,ど,False
96.113,96.18,ど,False
96.18,96.246,ど,False
96.246,96.313,ど,False
96.313,96.38,ど,False
96.38,96.447,ど,False
96.447,96.513,ど,False
96.513,96.58,ど,False
96.58,96.647,ど,False
96.647,96.713,ど,False
96.713,96.78,ど,False
96.78,96.847,ど,False
96.847,96.914,ど,False
96.914,96.98,ら,False
96.98,97.047,ら,False
97.047,97.114,ら,False
97.114,97.181,ら,False
97.181,97.247,ら,False
97.247,97.314,ら,False
97.314,97.381,ら,False
97.381,97.448,ら,False
97.448,97.514,ら,False
97.514,97.581,ら,False
97.581,97.648,ら,False
97.648,97.714,ら,False
97.714,97.781,ら,False
97.781,97.848,ら,False
97.848,97.915,ら,False
97.915,97.981,ら,False
97.981,98.048,ら,False
98.048,98.115,ら,False
98.115,98.182,ら,False
98.182,98.248,な,False
98.248,98.315,な,False
98.315,98.382,な,False
98.382,98.449,な,False
98.449,98.515,な,False
98.515,98.582,な,False
98.582,98.682,な,False
98.682,98.749,な,False
98.749,98.816,な,False
98.816,98.882,な,False
98.882,98.949,な,False
98.949,99.016,な,False
99.016,99.083,な,False
99.083,99.149,い,False
99.149,99.216,い,False
99.216,99.283,い,False
99.283,99.349,い,False
99.349,99.416,い,False
99.416,99.483,い,False
99.483,99.55,い,False
99.55,99.616,い,False
99.616,99.683,い,False
99.683,99.75,い,False
99.75,99.817,い,False
99.817,99.883,い,False
99.883,99.95,い,False
99.95,100.017,い,False
100.017,100.084,い,False
100.084,100.15,い,False
100.15,100.217,い,False
100.217,100.284,い,False
100.284,100.35,い,False
100.35,100.417,い,False
100.417,100.484,い,False
100.484,100.551,い,False
100.551,101.885,い,False
101.885,101.952,ひ,False
101.952,102.019,ひ,False
102.019,102.086,ひ,False
102.086,102.152,ひ,False
102.152,102.219,ひ,False
102.219,102.286,ひと,True
102.286,102.352,ひと,True
102.352,102.419,と,False
102.419,102.486,と,False
102.486,102.553,と,False
102.553,102.619,と,False
102.619,102.686,と,False
102.686,102.753,と,False
102.753,102.82,と,False
102.82,102.886,と,False
102.886,102.953,と,False
102.953,103.02,と,False
103.02,103.087,と,False
103.087,103.153,と,False
103.153,103.22,と,False
103.22,103.287,と,False
103.287,103.353,と,False
103.353,103.42,と,False
103.42,103.487,と,False
103.487,103.554,と,False
103.554,103.62,と,False
103.62,103.687,と,False
103.687,103.887,と,False
103.887,103.954,り,False
103.954,104.021,り,False
104.021,104.088,り,False
104.088,104.154,り,False
104.154,104.221,り,False
104.221,104.288,り,False
104.288,104.388,り,False
104.388,104.455,り,False
104.455,104.521,り,False
104.521,104.588,り,False
104.588,104.655,り,False
104.655,104.721,り,False
104.721,104.788,り,False
104.788,104.855,り,False
104.855,104.922,り,False
104.922,104.988,り,False
104.988,105.055,り,False
105.055,105.122,り,False
105.122,105.189,り,False
105.189,105.255,り,False
105.255,105.322,で,False
105.322,105.389,で,False
105.389,105.456,で,False
105.456,105.522,で,False
105.522,105.589,で,False
105.589,105.656,で,False
105.656,105.722,で,False
105.722,105.789,で,False
105.789,105.856,は,False
105.856,105.923,は,False
105.923,105.989,は,False
105.989,106.056,は,False
106.056,106.123,は,False
106.123,106.19,は,False
106.19,106.256,は,False
106.256,106.323,は,False
106.323,106.39,は,False
106.39,106.457,は,False
106.457,106.523,は,False
106.523,106.59,は,False
106.59,106.657,は,False
106.657,106.723,は,False
106.723,106.79,は,False
106.79,106.857,は,False
106.857,106.924,は,False
106.924,106.99,は,False
106.99,107.057,は,False
107.057,107.124,は,False
107.124,107.191,は,False
107.191,107.257,は,False
107.257,108.121,は,False
109.226,109.293,い,False
109.293,109.359,い,False
109.359,109.426,い,False
109.426,109.493,い,False
109.493,109.56,い,False
109.56,109.626,い,False
109.626,109.726,い,False
109.726,109.793,い,False
109.793,109.86,い,False
109.86,109.927,い,False
109.927,109.993,い,False
109.993,110.06,い,False
110.06,110.127,い,False
110.127,110.194,い,False
110.194,110.26,き,False
110.26,110.327,き,False
110.327,110.394,き,False
110.394,110.461,き,False
110.461,110.527,き,False
110.527,110.594,き,False
110.594,110.661,き,False
110.661,110.727,き,False
110.727,110.794,き,False
110.794,110.861,き,False
110.861,110.928,き,False
110.928,110.994,き,False
110.994,111.061,き,False
111.061,111.128,ら,False
111.128,111.195,ら,False
111.195,111.261,ら,False
111.261,111.328,ら,False
111.328,111.395,ら,False
111.395,111.462,ら,False
111.462,111.528,ら,False
111.528,111.595,ら,False
111.595,111.662,ら,False
111.662,111.728,ら,False
111.728,111.795,ら,False
111.795,111.862,ら,False
111.862,111.929,ら,False
111.929,111.995,れ,False
111.995,112.062,れ,False
112.062,112.129,れ,False
112.129,112.196,れ,False
112.196,112.262,れ,False
112.262,112.329,れ,False
112.329,112.396,れ,False
112.396,112.463,れ,False
112.463,112.529,れ,False
112.529,112.596,れ,False
112.596,112.663,れ,False
112.663,112.729,れ,False
112.729,112.796,れ,False
112.796,112.863,な,False
112.863,112.93,な,False
112.93,112.996,な,False
112.996,113.063,な,False
113.063,113.13,な,False
113.13,113.197,な,False
113.197,113.263,な,False
113.263,113.33,な,False
113.33,113.397,な,False
113.397,113.464,な,False
113.464,113.53,な,False
113.53,113.597,な,False
113.597,113.664,な,False
113.664,113.73,な,False
113.73,113.797,な,False
113.797,113.864,な,False
113.864,113.931,な,False
113.931,113.997,な,False
113.997,114.064,な,False
114.064,114.131,な,False
114.131,114.198,な,False
114.198,114.264,な,False
114.264,115.992,な,False
116.4,116.467,い,False
116.467,116.533,い,False
116.533,116.6,い,False
116.6,116.667,い,False
116.667,116.733,い,False
116.733,116.8,い,False
116.8,116.9,い,False
116.9,116.967,い,False
116.967,117.034,い,False
117.034,117.101,い,False
117.101,117.167,い,False
117.167,117.234,い,False
117.234,117.301,い,False
117.301,117.367,い,False
117.367,117.434,い,False
117.434,117.501,い,False
117.501,117.568,い,False
117.568,117.634,い,False
117.634,117.701,い,False
117.701,117.768,い,False
117.768,117.835,い,False
117.835,117.901,い,False
117.901,118.135,い,False
118.135,118.202,あ,False
118.202,118.268,あ,False
118.268,118.335,あ,False
118.335,118.402,あ,False
118.402,118.469,あ,False
118.469,118.535,あ,False
118.535,118.602,あ,False
118.602,118.669,あ,False
118.669,118.735,あ,False
118.735,118.802,あ,False
118.802,118.869,あ,False
118.869,118.936,あ,False
118.936,119.002,あ,False
119.002,119.069,あ,False
119.069,119.136,あ,False
119.136,119.203,あ,False
119.203,119.269,あ,False
119.269,119.336,あ,False
119.336,119.403,い,False
119.403,119.47,い,False
119.47,119.536,い,False
119.536,119.603,い,False
119.603,119.67,いた,True
119.67,119.736,いた,True
119.736,119.803,いた,True
119.803,119.87,いた,True
119.87,119.937,た,False
119.937,120.003,た,False
120.003,120.07,たい,True
120.07,120.137,たい,True
120.137,120.204,い,False
120.204,120.27,い,False
120.27,120.337,い,False
120.337,120.404,い,False
120.404,120.471,い,False
120.471,120.537,い,False
120.537,120.604,い,False
120.604,120.671,い,False
120.671,120.737,い,False
120.737,120.804,い,False
120.804,120.871,い,False
120.871,120.938,い,False
120.938,121.004,い,False
121.004,121.071,い,False
121.071,121.138,も,False
121.138,121.205,も,False
121.205,121.271,も,False
121.271,121.338,も,False
121.338,121.405,も,False
121.405,121.472,も,False
121.472,121.572,も,False
121.572,121.638,も,False
121.638,121.705,う,False
121.705,121.772,う,False
121.772,121.839,う,False
121.839,121.905,う,False
121.905,121.972,う,False
121.972,122.039,う,False
122.039,122.106,う,False
122.106,122.172,う,False
122.172,122.239,う,False
122.239,122.306,う,False
122.306,122.372,う,False
122.372,122.439,う,False
122.439,122.506,う,False
122.506,122.573,う,False
122.573,122.639,う,False
122.639,122.706,う,False
122.706,122.773,う,False
122.773,122.84,う,False
122.84,122.906,う,False
122.906,122.973,い,False
122.973,123.04,い,False
123.04,123.107,い,False
123.107,123.173,い,False
123.173,123.24,いち,True
123.24,123.307,いち,True
123.307,123.373,いち,True
123.373,123.44,いち,True
123.44,123.507,ちど,True
123.507,123.574,ちど,True
123.574,123.64,ちど,True
123.64,123.707,ちど,True
123.707,123.774,ど,False
123.774,123.841,ど,False
123.841,123.907,ど,False
123.907,123.974,ど,False
123.974,124.041,ど,False
124.041,124.108,ど,False
124.108,124.174,ど,False
124.174,124.241,ど,False
124.241,124.308,ど,False
124.308,124.374,ど,False
124.374,124.441,ど,False
124.441,124.508,ど,False
124.508,124.575,ど,False
124.575,124.675,ど,False
124.675,124.741,む,False
124.741,124.808,む,False
124.808,124.875,む,False
124.875,124.942,む,False
124.942,125.008,む,False
125.008,125.075,む,False
125.075,125.142,む,False
125.142,125.209,ね,False
125.209,125.275,ね,False
125.275,125.342,ね,False
125.342,125.409,ね,False
125.409,125.476,ね,False
125.476,125.542,ね,False
125.542,125.609,ね,False
125.609,125.676,ね,False
125.676,125.742,ね,False
125.742,125.809,ね,False
125.809,125.876,ね,False
125.876,125.943,ね,False
125.943,126.009,ね,False
126.009,126.076,ね,False
126.076,126.143,ね,False
126.143,126.21,ね,False
126.21,126.276,ね,False
126.276,126.343,ね,False
126.343,126.41,ね,False
126.41,126.477,ね,False
