start,end,token,cleaned_token,overlap,ignore,gap,other,exclude
26.443,26.577,な,な,False,False,False,False,False
26.577,26.81,い　,い,False,False,False,False,False
26.81,27.011,つ,つ,False,False,False,False,False
27.011,27.144,ま,ま,False,False,False,False,False
27.144,27.244,ら,ら,False,False,False,False,False
27.244,27.378,な,な,False,False,False,False,False
27.378,27.678,い　,い,False,False,False,False,False
27.678,27.878,毎,,False,False,False,True,True
27.878,27.978,毎,,False,False,False,True,True
27.978,28.078,日,,False,False,False,True,True
28.078,28.412,日,,False,False,False,True,True
28.412,28.512,が,が,False,False,False,False,False
28.512,28.679,しょ,しょ,False,False,False,False,False
28.679,28.812,う,う,False,False,False,False,False
28.812,28.946,も,も,False,False,False,False,False
28.946,29.079,な,な,False,False,False,False,False
29.079,29.346,い,い,False,False,False,False,False
29.346,29.446,奴,,False,False,False,True,True
29.446,29.613,奴,,False,False,False,True,True
29.613,29.747,み,み,False,False,False,False,False
29.747,29.913,た,た,False,False,False,False,False
29.913,30.047,い,い,False,False,False,False,False
30.047,30.18,に,に,False,False,False,False,False
30.18,30.347,大,,False,False,False,True,True
30.347,30.447,大,,False,False,False,True,True
30.447,30.581,義,,False,False,False,True,True
30.581,30.714,な,な,False,False,False,False,False
30.714,30.848,ん,ん,False,False,False,False,False
30.848,30.981,か,か,False,False,False,False,False
30.981,31.115,持,,False,False,False,True,True
31.115,31.248,っ,っ,False,False,False,False,False
31.248,31.382,て,て,False,False,False,False,False
31.382,31.548,な,な,False,False,False,False,False
31.548,31.682,い,い,False,False,False,False,False
31.682,31.815,の,の,False,False,False,False,False
31.815,32.683,さ,さ,False,False,False,False,False
32.683,32.883,今,,False,False,False,True,True
32.883,33.05,日,,False,False,False,True,True
33.05,33.484,も,も,False,False,False,False,False
33.484,33.617,馬,,False,False,False,True,True
33.617,33.751,鹿,,False,False,False,True,True
33.751,33.884,み,み,False,False,False,False,False
33.884,34.051,た,た,False,False,False,False,False
34.051,34.318,い,い,False,False,False,False,False
34.318,34.718,に,に,False,False,False,False,False
34.718,35.119,笑,,False,False,False,True,True
35.119,35.552,笑,,False,False,False,True,True
35.552,35.953,う,う,False,False,False,False,False
35.953,36.387,の,の,False,False,False,False,False
36.387,36.787,さ,さ,False,False,False,False,False
36.787,36.954,嘘,,False,False,False,True,True
36.954,37.054,嘘,,False,False,False,True,True
37.054,37.187,で,で,False,False,False,False,False
37.187,37.588,も　,も,False,False,False,False,False
37.588,38.055,笑,,False,False,False,True,True
38.055,38.422,笑,,False,False,False,True,True
38.422,38.856,え,え,False,False,False,False,False
38.856,39.323,る,る,False,False,False,False,False
39.323,39.69,の,の,False,False,False,False,False
39.69,40.024,さ,さ,False,False,False,False,False
40.024,40.224,『全ては貴方の爲,てはの,False,False,False,False,False
40.224,40.357,『全ては貴方の爲,てはの,False,False,False,False,False
40.357,40.491,て,て,False,False,False,False,False
40.491,40.924,は,は,False,False,False,False,False
40.924,41.358,貴,,False,False,False,True,True
41.358,41.759,貴,,False,False,False,True,True
41.759,42.159,方,,False,False,False,True,True
42.159,42.559,の,の,False,False,False,False,False
42.559,43.427,爲,,False,False,False,True,True
43.427,43.627,あ,あ,False,False,False,False,False
43.627,43.827,ー,ー,False,False,False,False,False
43.827,44.261,だ,だ,False,False,False,False,False
44.261,44.461,こ,こ,False,False,False,False,False
44.461,44.661,ー,ー,False,False,False,False,False
44.661,45.062,だ,だ,False,False,False,False,False
45.062,45.496,ク,ク,False,False,False,False,False
45.496,45.896,ド,ド,False,False,False,False,False
45.896,46.33,ク,ク,False,False,False,False,False
46.33,47.164,ド,ド,False,False,False,False,False
47.164,47.731,な,な,False,False,False,False,False
47.731,48.032,あ,あ,False,False,False,False,False
48.032,48.298,<silence>,<silence>,False,False,False,False,False
48.298,48.799,(はぁ),はぁ,False,False,False,False,False
48.799,48.932,う,う,False,False,False,False,False
48.932,49.199,る,る,False,False,False,False,False
49.199,49.4,さ,さ,False,False,False,False,False
49.4,49.633,い,い,False,False,False,False,False
49.633,52.102,な　,な,False,False,False,False,False
52.102,52.202,う,う,False,False,False,False,False
52.202,52.536,る,る,False,False,False,False,False
52.536,52.736,さ,さ,False,False,False,False,False
52.736,52.936,い,い,False,False,False,False,False
52.936,54.571,な,な,False,False,False,False,False
54.571,54.705,ご,ご,False,False,False,False,False
54.705,55.005,ちゃ,ちゃ,False,False,False,False,False
55.005,55.139,ご,ご,False,False,False,False,False
55.139,55.406,ちゃ　,ちゃ,False,False,False,False,False
55.406,55.506,う,う,False,False,False,False,False
55.506,55.839,る,る,False,False,False,False,False
55.839,56.006,さ,さ,False,False,False,False,False
56.006,56.24,い,い,False,False,False,False,False
56.24,58.709,な,な,False,False,False,False,False
58.709,58.842,う,う,False,False,False,False,False
58.842,59.109,る,る,False,False,False,False,False
59.109,59.309,さ,さ,False,False,False,False,False
59.309,59.543,い,い,False,False,False,False,False
59.543,61.211,な,な,False,False,False,False,False
61.211,61.345,ご,ご,False,False,False,False,False
61.345,61.612,ちゃ,ちゃ,False,False,False,False,False
61.612,61.745,ご,ご,False,False,False,False,False
61.745,62.079,ちゃ　,ちゃ,False,False,False,False,False
62.079,62.146,う,う,False,False,False,False,False
62.146,62.446,る,る,False,False,False,False,False
62.446,62.513,さ,さ,False,False,False,False,False
62.513,62.579,さ,さ,False,False,False,False,False
62.579,62.646,さ,さ,False,False,False,False,False
62.646,62.713,さ,さ,False,False,False,False,False
62.713,62.78,い,い,False,False,False,False,False
62.78,62.846,い,い,False,False,False,False,False
62.846,62.946,い,い,False,False,False,False,False
62.946,64.515,な,な,False,False,False,False,False
64.515,64.915,<silence>,<silence>,False,False,False,False,False
64.915,65.049,匿,,False,False,False,True,True
65.049,65.282,匿,,False,False,False,True,True
65.282,65.582,名,,False,False,False,True,True
65.582,65.682,名,,False,False,False,True,True
65.682,65.849,誹,,False,False,False,True,True
65.849,65.916,謗,,False,False,False,True,True
65.916,66.083,謗,,False,False,False,True,True
66.083,66.25,き,き,False,False,False,False,False
66.25,66.55,も,も,False,False,False,False,False
66.55,66.683,す,す,False,False,False,False,False
66.683,66.984,ぎ,ぎ,False,False,False,False,False
66.984,67.251,で,で,False,False,False,False,False
67.251,67.384,す,す,False,False,False,False,False
67.384,67.484,キ,キ,False,False,False,False,False
67.484,67.584,リ,リ,False,False,False,False,False
67.584,67.684,な,な,False,False,False,False,False
67.684,67.818,い,い,False,False,False,False,False
67.818,67.918,ト,ト,False,False,False,False,False
67.918,68.018,カ,カ,False,False,False,False,False
68.018,68.118,ゲ,ゲ,False,False,False,False,False
68.118,68.218,の,の,False,False,False,False,False
68.218,68.352,尻,,False,False,False,True,True
68.352,68.452,尻,,False,False,False,True,True
68.452,68.552,尾,,False,False,False,True,True
68.552,68.652,切,,False,False,False,True,True
68.652,69.053,り,り,False,False,False,False,False
69.053,69.119,意,,False,False,False,True,True
69.119,69.253,味,,False,False,False,True,True
69.253,69.353,な,な,False,False,False,False,False
69.353,69.453,い,い,False,False,False,False,False
69.453,69.553,お,お,False,False,False,False,False
69.553,69.653,前,,False,False,False,True,True
69.653,69.787,前,,False,False,False,True,True
69.787,69.887,の,の,False,False,False,False,False
69.887,69.953,き,き,False,False,False,False,False
69.953,70.02,っ,っ,False,False,False,False,False
70.02,70.087,しょ,しょ,False,False,False,False,False
70.087,70.32,い,い,False,False,False,False,False
70.32,70.454,生,,False,False,False,True,True
70.454,70.721,き,き,False,False,False,False,False
70.721,71.088,甲,,False,False,False,True,True
71.088,71.522,斐,,False,False,False,True,True
71.522,71.655,自,,False,False,False,True,True
71.655,71.855,分,,False,False,False,True,True
71.855,71.955,分,,False,False,False,True,True
71.955,72.089,の,の,False,False,False,False,False
72.089,72.389,事,,False,False,False,True,True
72.389,72.489,事,,False,False,False,True,True
72.489,72.79,は,は,False,False,False,False,False
72.79,72.923,二,,False,False,False,True,True
72.923,73.157,の,の,False,False,False,False,False
73.157,73.29,次,,False,False,False,True,True
73.29,73.624,次,,False,False,False,True,True
73.624,73.857,で,で,False,False,False,False,False
73.857,73.991,す,す,False,False,False,False,False
73.991,74.091,慎,,False,False,False,True,True
74.091,74.191,慎,,False,False,False,True,True
74.191,74.291,ま,ま,False,False,False,False,False
74.291,74.425,し,し,False,False,False,False,False
74.425,74.625,く,く,False,False,False,False,False
74.625,74.725,ほ,ほ,False,False,False,False,False
74.725,74.858,ら,ら,False,False,False,False,False
74.858,74.925,き,き,False,False,False,False,False
74.925,74.992,っ,っ,False,False,False,False,False
74.992,75.259,ち,ち,False,False,False,False,False
75.259,75.692,り,り,False,False,False,False,False
75.692,75.793,歪,,False,False,False,True,True
75.793,75.893,歪,,False,False,False,True,True
75.893,75.993,歪,,False,False,False,True,True
75.993,76.093,な,な,False,False,False,False,False
76.093,76.226,規,,False,False,False,True,True
76.226,76.293,律,,False,False,False,True,True
76.293,76.36,律,,False,False,False,True,True
76.36,76.393,だ,だ,False,False,False,False,False
76.393,76.46,you’re,,False,False,False,True,True
76.46,76.727,kid,,False,False,False,True,True
76.727,76.927,ding,,False,False,False,True,True
76.927,77.361,me,,False,False,False,True,True
77.361,77.561,今,,False,False,False,True,True
77.561,77.761,日,,False,False,False,True,True
77.761,78.195,も,も,False,False,False,False,False
78.195,78.328,馬,,False,False,False,True,True
78.328,78.429,鹿,,False,False,False,True,True
78.429,78.595,み,み,False,False,False,False,False
78.595,78.796,た,た,False,False,False,False,False
78.796,79.029,い,い,False,False,False,False,False
79.029,79.43,に,に,False,False,False,False,False
79.43,79.83,笑,,False,False,False,True,True
79.83,80.264,笑,,False,False,False,True,True
80.264,80.631,い,い,False,False,False,False,False
80.631,81.065,ま,ま,False,False,False,False,False
81.065,81.231,しょ,しょ,False,False,False,False,False
81.231,81.498,う,う,False,False,False,False,False
81.498,81.632,嘘,,False,False,False,True,True
81.632,81.765,嘘,,False,False,False,True,True
81.765,81.899,で,で,False,False,False,False,False
81.899,82.332,も,も,False,False,False,False,False
82.332,82.733,笑,,False,False,False,True,True
82.733,83.133,笑,,False,False,False,True,True
83.133,83.567,え,え,False,False,False,False,False
83.567,83.967,る,る,False,False,False,False,False
83.967,84.368,で,で,False,False,False,False,False
84.368,84.735,しょ,しょ,False,False,False,False,False
84.735,84.935,全,,False,False,False,True,True
84.935,85.069,全,,False,False,False,True,True
85.069,85.202,て,て,False,False,False,False,False
85.202,85.636,は,は,False,False,False,False,False
85.636,86.036,我,,False,False,False,True,True
86.036,86.437,が,が,False,False,False,False,False
86.437,86.87,身,,False,False,False,True,True
86.87,87.271,の,の,False,False,False,False,False
87.271,87.671,た,た,False,False,False,False,False
87.671,88.105,め,め,False,False,False,False,False
88.105,88.305,あ,あ,False,False,False,False,False
88.305,88.505,ー,ー,False,False,False,False,False
88.505,88.939,だ,だ,False,False,False,False,False
88.939,89.139,こ,こ,False,False,False,False,False
89.139,89.339,ー,ー,False,False,False,False,False
89.339,89.74,だ,だ,False,False,False,False,False
89.74,90.174,ク,ク,False,False,False,False,False
90.174,90.574,ド,ド,False,False,False,False,False
90.574,91.008,ク,ク,False,False,False,False,False
91.008,91.842,ド,ド,False,False,False,False,False
91.842,92.409,な,な,False,False,False,False,False
92.409,93.077,あ,あ,False,False,False,False,False
93.077,93.477,<silence>,<silence>,False,False,False,False,False
93.477,93.977,(はぁ),はぁ,False,False,False,False,False
93.977,94.311,<silence>,<silence>,False,False,False,False,False
94.311,94.445,ご,ご,False,False,False,False,False
94.445,94.711,ちゃ,ちゃ,False,False,False,False,False
94.711,94.878,ご,ご,False,False,False,False,False
94.878,95.145,ちゃ　,ちゃ,False,False,False,False,False
95.145,95.212,う,う,False,False,False,False,False
95.212,95.579,る,る,False,False,False,False,False
95.579,95.779,さ,さ,False,False,False,False,False
95.779,95.979,い,い,False,False,False,False,False
95.979,98.449,な,な,False,False,False,False,False
98.449,98.582,う,う,False,False,False,False,False
98.582,98.849,る,る,False,False,False,False,False
98.849,99.049,さ,さ,False,False,False,False,False
99.049,99.283,い,い,False,False,False,False,False
99.283,100.918,な,な,False,False,False,False,False
100.918,101.051,ご,ご,False,False,False,False,False
101.051,101.351,ちゃ,ちゃ,False,False,False,False,False
101.351,101.485,ご,ご,False,False,False,False,False
101.485,101.752,ちゃ　,ちゃ,False,False,False,False,False
101.752,101.885,う,う,False,False,False,False,False
101.885,102.186,る,る,False,False,False,False,False
102.186,102.386,さ,さ,False,False,False,False,False
102.386,102.586,い,い,False,False,False,False,False
102.586,105.055,な,な,False,False,False,False,False
105.055,105.189,う,う,False,False,False,False,False
105.189,105.456,る,る,False,False,False,False,False
105.456,105.656,さ,さ,False,False,False,False,False
105.656,105.889,い,い,False,False,False,False,False
105.889,107.524,な,な,False,False,False,False,False
107.524,107.658,ご,ご,False,False,False,False,False
107.658,107.958,ちゃ,ちゃ,False,False,False,False,False
107.958,108.092,ご,ご,False,False,False,False,False
108.092,108.392,ちゃ　,ちゃ,False,False,False,False,False
108.392,108.459,う,う,False,False,False,False,False
108.459,108.792,る,る,False,False,False,False,False
108.792,108.992,さ,さ,False,False,False,False,False
108.992,109.226,い,い,False,False,False,False,False
109.226,110.227,な,な,False,True,False,False,True
110.227,110.461,<silence>,<silence>,False,True,False,False,True
110.461,110.627,う,う,False,True,False,False,True
110.627,110.861,る,る,False,True,False,False,True
110.861,111.128,さ,さ,False,True,False,False,True
111.128,111.361,いー,いー,False,True,False,False,True
111.361,111.462,う,う,False,True,False,False,True
111.462,111.628,る,る,False,True,False,False,True
111.628,111.862,さ,さ,False,True,False,False,True
111.862,112.096,いー,いー,False,True,False,False,True
112.096,112.196,う,う,False,True,False,False,True
112.196,112.529,る,る,False,True,False,False,True
112.529,112.729,さ,さ,False,True,False,False,True
112.729,112.996,い,い,False,True,False,False,True
112.996,113.13,う,う,False,True,False,False,True
113.13,113.363,る,る,False,True,False,False,True
113.363,113.597,さ,さ,False,True,False,False,True
113.597,113.831,いー,いー,False,True,False,False,True
113.831,113.964,う,う,False,True,False,False,True
113.964,114.164,る,る,False,True,False,False,True
114.164,114.398,さ,さ,False,True,False,False,True
114.398,114.631,いー,いー,False,True,False,False,True
114.631,114.731,う,う,False,True,False,False,True
114.731,114.998,る,る,False,True,False,False,True
114.998,115.232,さ,さ,False,True,False,False,True
115.232,115.532,い,い,False,True,False,False,True
115.532,115.666,う,う,False,True,False,False,True
115.666,115.866,る,る,False,True,False,False,True
115.866,116.133,さ,さ,False,True,False,False,True
116.133,116.3,いー,いー,False,True,False,False,True
116.3,116.433,う,う,False,True,False,False,True
116.433,116.667,る,る,False,True,False,False,True
116.667,116.867,さ,さ,False,True,False,False,True
116.867,117.134,いー,いー,False,True,False,False,True
117.134,117.234,う,う,False,True,False,False,True
117.234,117.468,る,る,False,True,False,False,True
117.468,117.668,さ,さ,False,True,False,False,True
117.668,117.901,い,い,False,True,False,False,True
117.901,118.035,う,う,False,True,False,False,True
118.035,118.302,る,る,False,True,False,False,True
118.302,118.502,さ,さ,False,True,False,False,True
118.502,118.735,いー,いー,False,True,False,False,True
118.735,118.869,う,う,False,True,False,False,True
118.869,119.069,る,る,False,True,False,False,True
119.069,119.303,さ,さ,False,True,False,False,True
119.303,119.536,いー,いー,False,True,False,False,True
119.536,119.636,う,う,False,True,False,False,True
119.636,119.937,る,る,False,True,False,False,True
119.937,120.137,さ,さ,False,True,False,False,True
120.137,120.37,い,い,False,True,False,False,True
120.37,120.504,う,う,False,True,False,False,True
120.504,120.771,る,る,False,True,False,False,True
120.771,121.038,さ,さ,False,True,False,False,True
121.038,121.271,いー,いー,False,True,False,False,True
121.271,121.371,う,う,False,True,False,False,True
121.371,121.605,る,る,False,True,False,False,True
121.605,121.805,さ,さ,False,True,False,False,True
121.805,122.039,いー,いー,False,True,False,False,True
122.039,122.106,う,う,False,True,False,False,True
122.106,122.339,る,る,False,True,False,False,True
122.339,122.606,さ,さ,False,True,False,False,True
122.606,122.84,い,い,False,True,False,False,True
122.84,123.307,<silence>,<silence>,False,True,False,False,True
123.307,123.44,う,う,False,True,False,False,True
123.44,123.74,る,る,False,True,False,False,True
123.74,123.941,さ,さ,False,True,False,False,True
123.941,124.208,い,い,False,True,False,False,True
124.208,-1.0,<silence>,<silence>,False,False,False,False,False
