start,end,token,cleaned_token,exclude
11.161,11.362,v,,True
11.362,11.562,show,,True
11.562,11.762,じゃ,じゃ,False
11.762,12.296,ない,ない,False
12.296,12.496,こ,こ,False
12.496,12.596,こ,こ,False
12.596,12.763,だ,だ,False
12.763,12.83,け,け,False
12.83,13.03,の,の,False
13.03,13.364,さー,さー,False
13.364,13.797,か,か,False
13.797,14.098,す,す,False
14.098,14.565,it\'s,,True
14.565,14.932,show,,True
14.932,15.84,time!!,,True
15.84,16.667,<silence>,<ignore>,True
16.667,16.867,な,な,False
16.867,16.9,に,に,False
16.9,16.934,が,が,False
16.934,17.001,み,み,False
17.001,17.101,た,た,False
17.101,17.534,い？,い,False
17.534,17.668,ど,ど,False
17.668,17.835,ん,ん,False
17.835,17.968,な,な,False
17.968,18.102,こ,こ,False
18.102,18.235,と,と,False
18.235,18.302,で,で,False
18.302,18.435,も,も,False
18.435,18.535,し,し,False
18.535,18.635,て,て,False
18.635,18.736,あ,あ,False
18.736,18.836,げ,げ,False
18.836,19.07,る,る,False
19.07,19.837,<silence>,<ignore>,True
19.837,20.037,わ,わ,False
20.037,20.17,た,た,False
20.17,20.304,し,し,False
20.304,20.471,は,は,False
20.471,20.671,ざ,ざ,False
20.671,20.938,ちょう,ちょう,False
20.938,21.038,そ,そ,False
21.038,21.138,の,の,False
21.138,21.271,な,な,False
21.271,21.472,も,も,False
21.472,21.605,お,お,False
21.605,21.805,ま,ま,False
21.805,22.006,る,る,False
22.006,22.106,ポ,ポ,False
22.106,22.239,ル,ル,False
22.239,22.473,カ,カ,False
22.473,22.673,ぜっ,ぜっ,False
22.673,22.773,た,た,False
22.773,22.873,い,い,False
22.873,22.94,え,え,False
22.94,23.04,が,が,False
23.04,23.14,お,お,False
23.14,23.207,に,に,False
23.207,23.34,さ,さ,False
23.34,23.44,せ,せ,False
23.44,23.574,ちゃ,ちゃ,False
23.574,23.674,う,う,False
23.674,23.874,ぜ,ぜ,False
23.874,24.008,す,す,False
24.008,24.274,ま,ま,False
24.274,24.408,い,い,False
24.408,24.875,る！,る,False
24.875,24.975,そ,そ,False
24.975,25.042,れ,れ,False
25.042,25.109,で,で,False
25.109,25.275,は,は,False
25.275,25.442,さい,さい,False
25.442,25.576,ご,ご,False
25.576,25.642,ま,ま,False
25.642,25.976,で,で,False
25.976,26.11,つ,つ,False
26.11,26.176,き,き,False
26.176,26.41,あっ,あっ,False
26.41,26.51,て,て,False
26.51,26.643,も,も,False
26.643,26.744,ら,ら,False
26.744,26.844,う,う,False
26.844,26.944,か,か,False
26.944,27.077,ら,ら,False
27.077,27.544,な！,な,False
27.544,27.745,じゅ,じゅ,False
27.745,27.845,ん,ん,False
27.845,27.945,び,び,False
27.945,28.078,は,は,False
28.078,28.212,で,で,False
28.212,28.312,き,き,False
28.312,28.412,て,て,False
28.412,28.545,ま,ま,False
28.545,28.645,す,す,False
28.645,28.88,か,か,False
28.88,29.413,<silence>,<silence>,False
29.413,29.58,are,,True
29.58,29.747,you,,True
29.747,29.88,read,,True
29.88,30.18,y?,,True
30.18,31.949,<silence>,<silence>,False
31.949,32.182,さぁ,さぁ,False
32.182,32.416,さぁ,さぁ,False
32.416,32.516,ち,ち,False
32.516,32.716,か,か,False
32.716,32.95,く,く,False
32.95,33.05,に,に,False
33.05,33.183,お,お,False
33.183,33.283,い,い,False
33.283,33.717,で,で,False
33.717,33.951,きっ,きっ,False
33.951,34.184,と,と,False
34.184,34.284,だ,だ,False
34.284,34.518,れ,れ,False
34.518,34.685,も,も,False
34.685,34.818,が,が,False
34.818,34.918,ぎょ,ぎょ,False
34.918,35.019,う,う,False
35.019,35.152,て,て,False
35.152,35.252,ん,ん,False
35.252,35.486,き,き,False
35.486,35.619,そ,そ,False
35.619,35.686,う,う,False
35.686,35.819,て,て,False
35.819,35.919,ん,ん,False
35.919,36.053,が,が,False
36.053,36.153,い,い,False
36.153,36.487,な,な,False
36.487,36.653,しょ,しょ,False
36.653,36.787,ー,ー,False
36.787,36.92,の,の,False
36.92,37.021,は,は,False
37.021,37.488,じ,じ,False
37.488,37.921,ま,ま,False
37.921,38.355,り,り,False
38.355,39.123,さ,さ,False
39.123,39.39,ぐっ,ぐっ,False
39.39,39.523,と,と,False
39.523,39.656,ひ,ひ,False
39.656,39.823,か,か,False
39.823,39.957,れ,れ,False
39.957,40.09,る,る,False
40.09,40.19,で,で,False
40.19,40.758,しょ？,しょ,False
40.758,40.891,お,お,False
40.891,40.991,っ,っ,False
40.991,41.291,と！,と,False
41.291,41.425,お,お,False
41.425,41.558,さ,さ,False
41.558,41.725,ない,ない,False
41.725,41.859,で,で,False
41.859,42.326,ね,ね,False
42.326,42.526,そ,そ,False
42.526,42.76,れ,れ,False
42.76,42.993,で,で,False
42.993,43.227,は,は,False
43.227,43.427,じゅ,じゅ,False
43.427,43.56,ん,ん,False
43.56,43.861,び,び,False
43.861,44.094,o,,True
44.094,44.728,k,,True
44.728,44.862,で,で,False
44.862,44.962,す,す,False
44.962,46.063,か？,か,False
46.063,46.296,ゆ,ゆ,False
46.296,46.43,か,か,False
46.43,46.53,い,い,False
46.53,46.63,な,な,False
46.63,46.73,ど,ど,False
46.73,46.83,う,う,False
46.83,46.93,ぶ,ぶ,False
46.93,47.164,つ,つ,False
47.164,47.398,た,た,False
47.398,47.831,ち,ち,False
47.831,48.065,た,た,False
48.065,48.298,ま,ま,False
48.298,48.399,の,の,False
48.399,48.699,り,り,False
48.699,48.932,ぴ,ぴ,False
48.932,49.166,え,え,False
49.166,49.6,ろ,ろ,False
49.6,49.833,は,は,False
49.833,50.034,ら,ら,False
50.034,50.167,は,は,False
50.167,50.367,ら,ら,False
50.367,50.467,ど,ど,False
50.467,50.701,き,き,False
50.701,50.934,ど,ど,False
50.934,51.001,き,き,False
51.001,51.135,し,し,False
51.135,51.602,ちゃ,ちゃ,False
51.602,51.802,う,う,False
51.802,52.036,で,で,False
52.036,52.369,しょ！,しょ,False
52.369,52.503,ま,ま,False
52.503,52.669,っ,っ,False
52.669,53.137,か,か,False
53.137,53.337,な,な,False
53.337,53.57,わ,わ,False
53.57,53.804,く,く,False
53.804,54.004,ぐ,ぐ,False
54.004,54.138,ら,ら,False
54.138,54.471,せ,せ,False
54.471,54.905,つ,つ,False
54.905,55.105,な,な,False
55.105,55.339,わ,わ,False
55.339,55.572,た,た,False
55.572,55.773,り,り,False
55.773,55.906,し,し,False
55.906,56.206,て,て,False
56.206,56.373,ちょ,ちょ,False
56.373,56.673,っ,っ,False
56.673,56.807,と,と,False
56.807,56.874,く,く,False
56.874,56.974,ら,ら,False
56.974,57.107,い,い,False
57.107,57.307,の,の,False
57.307,57.674,ど,ど,False
57.674,57.975,じ,じ,False
57.975,58.075,な,な,False
58.075,58.208,ん,ん,False
58.208,58.876,て,て,False
58.876,58.976,ご,ご,False
58.976,59.076,あ,あ,False
59.076,59.743,い,い,False
59.743,59.843,きょ,きょ,False
59.843,59.977,う,う,False
59.977,61.73,よ,よ,False
61.73,61.979,<silence>,<silence>,False
61.979,62.246,come,,True
62.246,62.713,on!,,True
62.713,62.946,light,,True
62.946,63.48,up!,,True
63.48,63.714,とっ,とっ,False
63.714,63.947,て,て,False
63.947,64.148,お,お,False
64.148,64.281,き,き,False
64.281,64.581,の,の,False
64.581,64.815,ら,ら,False
64.815,65.049,い,い,False
65.049,65.482,ぶ,ぶ,False
65.482,65.716,ぼーっ,ぼーっ,False
65.716,65.916,と,と,False
65.916,66.016,し,し,False
66.016,66.35,て,て,False
66.35,66.583,な,な,False
66.583,66.817,い,い,False
66.817,67.017,で,で,False
67.017,67.351,もっ,もっ,False
67.351,67.651,と！,と,False
67.651,67.785,さ,さ,False
67.785,67.918,あ,あ,False
67.918,68.252,もっ,もっ,False
68.252,68.585,と！,と,False
68.585,68.786,て,て,False
68.786,69.119,を,を,False
69.119,69.453,た,た,False
69.453,69.686,た,た,False
69.686,69.887,こ,こ,False
69.887,70.521,う！,う,True
70.521,70.788,ほ,ほ,False
70.788,70.988,ら,ら,False
70.988,71.221,ほ,ほ,False
71.221,71.355,ら,ら,False
71.355,71.555,つ,つ,False
71.555,71.655,い,い,False
71.655,71.889,て,て,False
71.889,71.989,お,お,False
71.989,72.089,い,い,False
72.089,72.523,で,で,False
72.523,72.756,め,め,False
72.756,72.99,も,も,False
72.99,73.09,ま,ま,False
73.09,73.424,わ,わ,False
73.424,73.657,る,る,False
73.657,73.757,よ,よ,False
73.757,73.857,う,う,False
73.857,74.091,な,な,False
74.091,74.425,さー,さー,False
74.425,74.525,か,か,False
74.525,74.725,す,す,False
74.725,74.992,きっ,きっ,False
74.992,75.292,と,と,False
75.292,75.626,こ,こ,False
75.626,75.859,こ,こ,False
75.859,76.527,だ,だ,False
76.527,76.627,け,け,False
76.627,76.727,だ,だ,False
76.727,77.628,よ,よ,False
77.628,77.828,ほ,ほ,False
77.828,78.062,ろ,ろ,False
78.062,78.295,ぐ,ぐ,False
78.295,78.495,ら,ら,False
78.495,78.829,む,む,False
78.829,79.163,み,み,False
79.163,79.43,た,た,False
79.43,80.03,い,い,False
80.03,80.264,き,き,False
80.264,80.931,ら,ら,False
80.931,81.165,き,き,False
81.165,81.799,ら,ら,False
81.799,82.032,き,き,False
82.032,82.699,せ,せ,False
82.699,82.9,き,き,False
82.9,83.567,が,が,False
83.567,83.7,お,お,False
83.7,83.801,ど,ど,False
83.801,84.668,る,る,False
84.668,85.002,い,い,False
85.002,85.335,つ,つ,False
85.335,85.569,か,か,False
85.569,85.869,は,は,False
85.869,86.236,せ,せ,False
86.236,86.47,か,か,False
86.47,87.337,い,い,False
87.337,87.971,じゅ,じゅ,False
87.971,88.205,う,う,False
88.205,88.872,を,を,False
88.872,89.106,と,と,False
89.106,89.74,り,り,False
89.74,89.973,こ,こ,False
89.973,90.207,に,に,False
90.207,90.307,し,し,False
90.307,90.641,ちゃ,ちゃ,False
90.641,90.808,う,う,False
90.808,91.42,ぞ,ぞ,False
91.42,98.782,<silence>,<silence>,False
98.782,98.916,う,う,False
98.916,99.049,～,,True
99.049,99.216,ん,ん,False
99.216,99.349,あ,あ,False
99.349,99.45,し,し,False
99.45,99.583,た,た,False
99.583,99.783,の,の,False
99.783,99.917,え,え,False
99.917,100.017,ん,ん,False
100.017,100.117,も,も,False
100.117,100.35,く,く,False
100.35,100.784,は,は,False
100.784,100.918,どう,どう,False
100.918,101.018,し,し,False
101.018,101.218,よっ,よっ,False
101.218,101.318,か,か,False
101.318,101.518,な,な,False
101.518,101.785,や,や,False
101.785,101.885,ね,ね,False
101.885,102.086,う,う,False
102.086,102.319,ら,ら,False
102.319,102.553,で,で,False
102.553,102.753,ひ,ひ,False
102.753,102.986,み,み,False
102.986,103.22,つ,つ,False
103.22,103.52,の,の,False
103.52,103.887,さ,さ,False
103.887,104.088,く,く,False
104.088,104.288,せ,せ,False
104.288,104.521,ん,ん,False
104.521,104.755,か,か,False
104.755,104.955,い,い,False
104.955,105.422,ぎ,ぎ,False
105.422,106.056,さ,さ,False
106.056,106.29,いっ,いっ,False
106.29,106.39,ぱ,ぱ,False
106.39,106.49,い,い,False
106.49,106.623,の,の,False
106.623,106.723,か,か,False
106.723,106.824,ん,ん,False
106.824,106.957,きゃ,きゃ,False
106.957,107.057,く,く,False
107.057,107.157,せ,せ,False
107.157,107.391,き,き,False
107.391,107.858,が,が,False
107.858,108.058,あっ,あっ,False
108.058,108.258,と,と,False
108.258,108.392,お,お,False
108.392,108.592,ど,ど,False
108.592,108.725,ろ,ろ,False
108.725,108.859,く,く,False
108.859,108.992,よ,よ,False
108.992,109.159,う,う,False
109.159,109.359,な,な,False
109.359,109.593,と,と,False
109.593,109.827,び,び,False
109.827,110.027,き,き,False
110.027,110.26,り,り,False
110.26,110.594,の,の,False
110.594,110.928,しょー,しょー,False
110.928,111.128,を,を,False
111.128,111.795,み,み,False
111.795,111.895,せ,せ,False
111.895,112.029,ま,ま,False
112.029,112.463,しょ,しょ,False
112.463,113.13,う,う,False
113.13,113.363,お,お,False
113.363,113.564,も,も,False
113.564,113.697,い,い,False
113.697,113.997,つ,つ,False
113.997,114.231,い,い,False
114.231,114.431,た,た,False
114.431,114.865,ら,ら,False
114.865,115.132,じっ,じっ,False
115.132,115.299,と,と,False
115.299,115.466,し,し,False
115.466,115.766,て,て,False
115.766,115.999,ら,ら,False
115.999,116.233,れ,れ,False
116.233,116.333,な,な,False
116.333,116.667,い,い,False
116.667,116.867,ざ,ざ,False
116.867,117.0,い,い,False
117.0,117.134,ん,ん,False
117.134,117.234,を,を,False
117.234,117.534,ひ,ひ,False
117.534,117.768,き,き,False
117.768,117.968,つ,つ,False
117.968,118.202,れ,れ,False
118.202,118.869,て,て,False
118.869,119.103,let\'s,,True
119.103,119.436,go!,,True
119.436,119.736,ねえ,ねえ,False
119.736,120.204,あ,あ,False
120.204,120.404,れ,れ,False
120.404,120.637,が,が,False
120.637,120.838,や,や,False
120.838,121.071,り,り,False
121.071,121.205,た,た,False
121.205,121.505,い！,い,False
121.505,121.939,こ,こ,False
121.939,122.206,れ,れ,False
122.206,122.406,も,も,False
122.406,122.606,や,や,False
122.606,122.84,り,り,False
122.84,122.94,た,た,False
122.94,123.273,い！,い,False
123.273,123.407,ど,ど,False
123.407,123.674,う,う,False
123.674,123.941,し,し,False
123.941,124.174,て,て,False
124.174,124.374,じ,じ,False
124.374,124.608,か,か,False
124.608,124.741,ん,ん,False
124.741,125.042,って,って,False
125.042,125.275,た,た,False
125.275,126.143,り,り,False
126.143,126.81,な,な,False
126.81,127.044,い,い,False
127.044,127.91,の？,の,False
127.91,133.61,<silence>,<silence>,False
133.61,134.09,うー！,うー,False
134.09,137.154,<silence>,<silence>,False
137.154,137.387,ポ,ポ,False
137.387,137.84,ル！,ル,False
137.84,141.158,<silence>,<silence>,False
141.158,141.325,み,み,False
141.325,141.425,ん,ん,False
141.425,141.492,な,な,False
141.492,141.658,は,は,False
141.658,141.825,どん,どん,False
141.825,141.959,な,な,False
141.959,142.025,い,い,False
142.025,142.126,ろ,ろ,False
142.126,142.259,が,が,False
142.259,142.392,す,す,False
142.392,142.659,き？,き,False
142.659,142.759,ポ,ポ,False
142.759,142.86,ル,ル,False
142.86,142.96,カ,カ,False
142.96,143.06,は,は,False
143.06,143.127,も,も,False
143.127,143.26,ち,ち,False
143.26,143.327,ろ,ろ,False
143.327,143.427,ん,ん,False
143.427,143.627,れっ,れっ,False
143.627,143.894,ど！,ど,False
143.894,144.027,あ,あ,False
144.027,144.45,か！,か,False
144.45,145.062,<silence>,<silence>,False
145.062,145.429,は,は,False
145.429,145.56,い！,い,False
145.56,145.929,<silence>,<silence>,False
145.929,146.33,い！,い,False
146.33,146.43,い！,い,False
146.43,146.73,いっ,いっ,False
146.73,146.897,しょ,しょ,False
146.897,147.297,に,に,False
147.297,147.431,と,と,False
147.431,147.531,ど,ど,False
147.531,147.698,け,け,False
147.698,147.831,て,て,False
147.831,148.64,ね！,ね,False
148.64,149.066,<silence>,<silence>,False
149.066,149.266,み,み,False
149.266,149.299,ん,ん,False
149.299,149.466,な,な,False
149.466,149.6,の,の,False
149.6,149.733,す,す,False
149.733,149.833,き,き,False
149.833,149.9,な,な,False
149.9,150.0,い,い,False
150.0,150.1,ろ,ろ,False
150.1,150.2,も,も,False
150.2,150.4,し,し,False
150.4,150.501,り,り,False
150.501,150.601,た,た,False
150.601,150.701,い,い,False
150.701,151.07,なー,なー,False
151.07,152.169,<silence>,<silence>,False
152.169,152.302,と,と,False
152.302,152.436,ど,ど,False
152.436,152.569,け,け,False
152.569,152.703,て,て,False
152.703,152.803,く,く,False
152.803,152.936,れ,れ,False
152.936,153.57,る？,る,False
153.57,153.704,お,お,False
153.704,153.837,し,し,False
153.837,153.937,え,え,False
153.937,154.805,て,て,False
154.805,154.905,そ,そ,False
154.905,155.038,の,の,False
155.038,155.172,て,て,False
155.172,155.372,を,を,False
155.372,155.506,つ,つ,False
155.506,155.639,よ,よ,False
155.639,155.739,く,く,False
155.739,155.839,の,の,False
155.839,155.973,ば,ば,False
155.973,156.106,し,し,False
156.106,156.573,て,て,False
156.573,156.84,<silence>,<silence>,False
156.84,156.94,う,う,False
156.94,157.04,ま,ま,False
157.04,157.241,く,く,False
157.241,157.474,い,い,False
157.474,157.708,か,か,False
157.708,158.108,な,な,False
158.108,158.542,くっ,くっ,False
158.542,160.31,て,て,False
160.31,160.444,か,か,False
160.444,160.544,ら,ら,False
160.544,160.777,ま,ま,False
160.777,161.011,わっ,わっ,False
161.011,161.211,て,て,False
161.211,161.645,ば,ば,False
161.645,161.879,か,か,False
161.879,162.112,り,り,False
162.112,163.847,で,で,False
163.847,163.947,す,す,False
163.947,164.081,こ,こ,False
164.081,164.281,し,し,False
164.281,164.481,お,お,False
164.481,164.715,ち,ち,False
164.715,164.982,こ,こ,False
164.982,165.182,ん,ん,False
165.182,165.415,じゃ,じゃ,False
165.415,165.616,う,う,False
165.616,166.049,ひ,ひ,False
166.049,166.25,も,も,False
166.25,166.517,あ,あ,False
166.517,166.95,る,る,False
166.95,167.184,け,け,False
167.184,167.384,れ,れ,False
167.384,168.719,ど,ど,False
168.719,169.052,み,み,False
169.052,169.386,て,て,False
169.386,170.053,て,て,False
170.053,170.921,ね,ね,False
170.921,171.021,だ,だ,False
171.021,171.155,い,い,False
171.155,171.255,じょ,じょ,False
171.255,171.355,う,う,False
171.355,171.588,ぶ！,ぶ,False
171.588,171.788,い,い,False
171.788,171.989,つ,つ,False
171.989,172.356,ま,ま,False
172.356,172.689,で,で,False
172.689,174.024,も,も,False
174.024,174.224,く,く,False
174.224,174.458,よ,よ,False
174.458,174.658,く,く,False
174.658,174.892,よ,よ,False
174.892,175.125,し,し,False
175.125,175.325,て,て,False
175.325,175.559,ら,ら,False
175.559,175.893,ん,ん,False
175.893,176.059,な,な,False
176.059,176.226,い,い,False
176.226,177.528,し,し,False
177.528,177.761,か,か,False
177.761,177.961,お,お,False
177.961,178.195,を,を,False
178.195,178.862,あ,あ,False
178.862,179.096,げ,げ,False
179.096,179.763,て,て,False
179.763,179.963,きょ,きょ,False
179.963,180.197,う,う,False
180.197,180.297,の,の,False
180.297,180.397,す,す,False
180.397,180.631,て,て,False
180.631,180.864,ー,ー,False
180.864,181.064,じ,じ,False
181.064,181.298,が,が,False
181.298,181.498,ほ,ほ,False
181.498,183.467,ら,ら,False
183.467,184.168,ね！,ね,False
184.168,184.401,まっ,まっ,False
184.401,184.701,て,て,False
184.701,185.035,る,る,False
185.035,185.269,の,の,False
185.269,185.502,さ,さ,False
185.502,185.702,ポ,ポ,False
185.702,185.936,ル,ル,False
185.936,186.37,カ,カ,False
186.37,186.603,お,お,False
186.603,186.803,る,る,False
186.803,187.237,か？,か,False
187.237,187.471,ポ,ポ,True
187.471,187.704,ル,ル,True
187.704,187.838,カ,カ,True
187.838,187.905,お,お,True
187.905,188.272,ら,ら,True
188.272,188.572,ん,ん,True
188.572,189.006,か？,か,True
189.006,189.239,ポ,ポ,False
189.239,189.473,ル,ル,False
189.473,189.907,カ,カ,False
189.907,190.107,お,お,False
190.107,190.34,る,る,False
190.34,190.774,か？,か,False
190.774,191.008,ポ,ポ,True
191.008,191.208,ル,ル,True
191.208,191.341,カ,カ,True
191.341,191.441,う,う,True
191.441,191.775,た,た,True
191.775,192.109,う,う,True
192.109,192.543,か♪,か,True
192.543,192.743,ポ,ポ,True
192.743,192.976,ル,ル,True
192.976,193.377,カ,カ,True
193.377,193.61,お,お,True
193.61,193.81,る,る,True
193.81,194.211,か？,か,True
194.211,194.478,ポ,ポ,False
194.478,194.645,ル,ル,False
194.645,194.778,カ,カ,False
194.778,194.878,お,お,False
194.878,195.212,わ,わ,False
195.212,195.512,る,る,False
195.512,195.946,か？,か,False
195.946,196.146,ポ,ポ,False
196.146,196.346,ル,ル,False
196.346,196.78,カ,カ,False
196.78,197.014,お,お,False
197.014,197.214,る,る,False
197.214,197.648,か？,か,False
197.648,197.848,ポ,ポ,False
197.848,198.048,ル,ル,False
198.048,198.182,カ,カ,False
198.182,198.282,お,お,False
198.282,198.615,ど,ど,False
198.615,198.916,る,る,False
198.916,199.316,か♪,か,False
199.316,199.55,ポ,ポ,False
199.55,199.75,ル,ル,False
199.75,200.15,カ,カ,False
200.15,200.35,お,お,False
200.35,200.584,る,る,False
200.584,200.984,か？,か,False
200.984,201.185,ポ,ポ,False
201.185,201.385,ル,ル,False
201.385,201.485,カ,カ,False
201.485,201.585,お,お,False
201.585,201.952,ら,ら,False
201.952,202.219,ん,ん,False
202.219,202.619,か？,か,False
202.619,202.819,ポ,ポ,False
202.819,203.02,ル,ル,False
203.02,203.453,カ,カ,False
203.453,203.654,お,お,False
203.654,203.854,る,る,False
203.854,204.254,か？,か,False
204.254,204.488,ポ,ポ,False
204.488,204.655,ル,ル,False
204.655,204.788,カ,カ,False
204.788,204.888,う,う,False
204.888,205.189,た,た,False
205.189,205.489,う,う,False
205.489,205.889,か♪,か,False
205.889,206.089,ポ,ポ,False
206.089,206.29,ル,ル,False
206.29,206.69,カ,カ,False
206.69,206.924,お,お,False
206.924,207.09,る,る,False
207.09,207.491,か？,か,False
207.491,207.691,ポ,ポ,False
207.691,207.891,ル,ル,False
207.891,208.025,カ,カ,False
208.025,208.091,お,お,False
208.091,208.425,わ,わ,False
208.425,208.692,る,る,False
208.692,209.092,か？,か,False
209.092,209.293,ポ,ポ,False
209.293,209.493,ル,ル,False
209.493,209.893,カ,カ,False
209.893,210.093,お,お,False
210.093,210.26,る,る,False
210.26,210.661,か？,か,False
210.661,210.861,ポ,ポ,False
210.861,211.061,ル,ル,False
211.061,211.195,カ,カ,False
211.195,211.261,お,お,False
211.261,211.595,ど,ど,False
211.595,211.862,る,る,False
211.862,213.41,か♪,か,False
213.41,217.701,<silence>,<silence>,False
217.701,218.235,つ,つ,False
218.235,218.669,よ,よ,False
218.669,219.136,く,く,False
219.136,219.336,つ,つ,False
219.336,219.603,よ,よ,False
219.603,219.77,く,く,False
219.77,219.903,ね,ね,False
219.903,220.237,が,が,False
220.237,220.47,う,う,False
220.47,220.671,ん,ん,False
220.671,221.104,だ,だ,False
221.104,221.338,どん,どん,False
221.338,221.572,な,な,False
221.572,221.672,ゆ,ゆ,False
221.672,222.005,め,め,False
222.005,222.239,だ,だ,False
222.239,222.439,っ,っ,False
222.439,222.673,て,て,False
222.673,223.006,きっ,きっ,False
223.006,223.307,と,と,False
223.307,223.54,そう,そう,False
223.54,223.874,きっ,きっ,False
223.874,224.208,と,と,False
224.208,224.441,か,か,False
224.441,224.775,な,な,False
224.775,225.042,う,う,False
225.042,225.309,は,は,False
225.309,226.176,ず,ず,False
226.176,226.41,な,な,False
226.41,226.643,に,に,False
226.643,226.877,も,も,False
226.877,226.977,こ,こ,False
226.977,227.311,わ,わ,False
227.311,227.511,く,く,False
227.511,227.744,な,な,False
227.744,228.178,い,い,False
228.178,228.412,み,み,False
228.412,228.612,ん,ん,False
228.612,228.712,な,な,False
228.712,229.046,の,の,False
229.046,229.279,こ,こ,False
229.279,229.479,え,え,False
229.479,229.713,は,は,False
229.713,229.947,ぜ,ぜ,False
229.947,230.113,ん,ん,False
230.113,230.347,ぶ,ぶ,False
230.347,230.581,ちゃん,ちゃん,False
230.581,230.948,と,と,False
230.948,231.248,と,と,False
231.248,231.481,ど,ど,False
231.481,232.149,い,い,False
232.149,232.249,て,て,False
232.249,232.382,る,る,False
232.382,233.21,よ,よ,False
233.21,233.217,<silence>,<silence>,False
233.217,233.483,さぁ,さぁ,False
233.483,233.65,あ,あ,False
233.65,233.817,た,た,False
233.817,234.017,ら,ら,False
234.017,234.184,し,し,False
234.184,234.351,い,い,False
234.351,234.551,じ,じ,False
234.551,234.818,げ,げ,False
234.818,235.219,ん,ん,False
235.219,235.452,あ,あ,False
235.452,235.686,た,た,False
235.686,235.786,ら,ら,False
235.786,235.953,し,し,False
235.953,236.119,い,い,False
236.119,236.32,ぶ,ぶ,False
236.32,236.453,た,た,False
236.453,236.553,い,い,False
236.553,237.12,<gap>,<gap>,True
237.12,237.421,と！,と,False
237.421,237.654,さあ,さあ,False
237.654,237.988,もっ,もっ,False
237.988,238.322,と！,と,False
238.322,238.555,つ,つ,False
238.555,238.889,き,き,False
238.889,239.223,す,す,False
239.223,239.456,す,す,False
239.456,240.524,<gap>,<gap>,True
240.524,240.757,だ,だ,False
240.757,240.991,ま,ま,False
240.991,241.091,だ,だ,False
241.091,241.291,つ,つ,False
241.291,241.425,い,い,False
241.425,241.625,て,て,False
241.625,241.725,お,お,False
241.725,241.858,い,い,False
241.858,242.292,で,で,False
242.292,242.526,わ,わ,False
242.526,242.626,ら,ら,False
242.626,242.726,い,い,False
242.726,242.826,こ,こ,False
242.826,243.16,ろ,ろ,False
243.16,243.393,げ,げ,False
243.393,243.627,ちゃ,ちゃ,False
243.627,243.827,う,う,False
243.827,244.194,さー,さー,False
244.194,244.328,か,か,False
244.328,244.494,す,す,False
244.494,244.695,ぜっ,ぜっ,False
244.695,244.895,た,た,False
244.895,245.062,い,い,False
245.062,245.395,こ,こ,False
245.395,245.596,こ,こ,False
245.596,246.263,だ,だ,False
246.263,246.363,け,け,False
246.363,246.496,だ,だ,False
246.496,247.364,よ,よ,False
247.364,247.598,は,は,False
247.598,247.831,じ,じ,False
247.831,248.031,め,め,False
248.031,248.265,て,て,False
248.265,248.565,の,の,False
248.565,248.899,な,な,False
248.899,249.132,か,か,False
249.132,249.8,ま,ま,False
249.8,250.033,け,け,False
250.033,250.701,し,し,False
250.701,250.901,き,き,False
