start,end,token,cleaned_token,overlap,exclude
32.449,32.549,っ,っ,False,False
32.549,32.649,だ,だ,False,False
32.649,32.75,ら,ら,False,False
32.75,32.85,な,な,False,False
32.85,32.983,い,い,False,False
32.983,33.117,ね,ね,False,False
33.117,33.55,ya,,False,True
33.55,34.018,ya,,False,True
34.018,34.184,わ,わ,False,False
34.184,34.351,け,け,False,False
34.351,34.485,な,な,False,False
34.485,34.685,い,い,False,False
34.685,34.885,ね,ね,False,False
34.885,35.085,わ,わ,False,False
35.085,35.185,け,け,False,False
35.185,35.352,な,な,False,False
35.352,35.519,い,い,False,False
35.519,35.719,ね,ね,False,False
35.719,35.819,は,は,False,False
35.819,35.953,い,い,False,False
35.953,36.053,す,す,False,False
36.053,36.153,ぺ,ぺ,False,False
36.153,36.253,っ,っ,False,False
36.253,36.353,く,く,False,False
36.353,36.453,な,な,False,False
36.453,36.553,ん,ん,False,False
36.553,37.221,で,で,False,False
37.221,37.421,さい,さい,False,False
37.421,37.755,せん,せん,False,False
37.755,38.088,たん,たん,False,False
38.088,38.288,の,の,False,False
38.288,38.889,pon,,False,True
38.889,39.123,や,や,False,False
39.123,39.456,ら,ら,False,False
39.456,39.757,な,な,False,False
39.757,39.99,きゃ,きゃ,False,False
39.99,40.624,そん,そん,False,False
40.624,40.824,ど,ど,False,False
40.824,41.025,き,き,False,False
41.025,41.258,ど,ど,False,False
41.258,41.458,き,き,False,False
41.458,41.658,が,が,False,False
41.658,41.892,と,と,False,False
41.892,42.092,ま,ま,False,False
42.092,42.326,り,り,False,False
42.326,42.526,そ,そ,False,False
42.526,42.76,ね,ね,False,False
42.76,43.027,じ,じ,False,False
43.027,43.293,ま,ま,False,False
43.293,43.727,い,い,False,False
43.727,44.328,て,て,False,False
44.328,44.428,り,り,False,False
44.428,44.528,る,る,False,False
44.528,44.728,び,び,False,False
44.728,44.928,なん,なん,False,False
44.928,45.162,て,て,False,False
45.162,45.362,ゆー,ゆー,False,False
45.362,45.596,か,か,False,False
45.596,45.796,え,え,False,False
45.796,45.996,ぶ,ぶ,False,False
45.996,46.23,り,り,False,False
46.23,46.43,でい,でい,False,False
46.43,46.53,ね,ね,False,False
46.53,46.63,じ,じ,False,False
46.63,46.764,ま,ま,False,False
46.764,46.864,い,い,False,False
46.864,47.064,て,て,False,False
47.064,47.164,ね,ね,False,False
47.164,47.264,じ,じ,False,False
47.264,47.398,ま,ま,False,False
47.398,47.498,い,い,False,False
47.498,47.698,て,て,False,False
47.698,48.132,よ,よ,False,False
48.132,48.365,ちょっ,ちょっ,False,False
48.365,48.565,と,と,False,False
48.565,48.799,だ,だ,False,False
48.799,48.999,け,け,False,False
48.999,49.199,ね,ね,False,False
49.199,49.4,ちょ,ちょ,False,False
49.4,49.633,ちょ,ちょ,False,False
49.633,49.833,ちょ,ちょ,False,False
49.833,50.067,っ,っ,False,False
50.067,50.267,と,と,False,False
50.267,50.467,だ,だ,False,False
50.467,50.701,け,け,False,False
50.701,51.535,ね,ね,False,False
51.535,51.735,ぴ,ぴ,False,False
51.735,51.969,ぽ,ぽ,False,False
51.969,52.169,ぱ,ぱ,False,False
52.169,52.403,ぽ,ぽ,False,False
52.403,52.603,な,な,False,False
52.603,52.803,ら,ら,False,False
52.803,53.037,し,し,False,False
53.037,53.237,て,て,False,False
53.237,53.57,ゆ,ゆ,False,False
53.57,53.871,め,め,False,False
53.871,54.071,を,を,False,False
54.071,54.438,つ,つ,False,False
54.438,54.738,く,く,False,False
54.738,54.938,る,る,False,False
54.938,55.172,ちょっ,ちょっ,False,False
55.172,55.372,と,と,False,False
55.372,55.572,だ,だ,False,False
55.572,55.806,け,け,False,False
55.806,56.44,ね,ね,False,False
56.44,56.64,ちょ,ちょ,False,False
56.64,56.84,っ,っ,False,False
56.84,57.074,と,と,False,False
57.074,57.274,だ,だ,False,False
57.274,57.508,け,け,False,False
57.508,57.941,ね,ね,False,False
57.941,58.142,で,で,False,False
58.142,58.375,も,も,False,False
58.375,58.575,ちょ,ちょ,False,False
58.575,59.009,っ,っ,False,False
59.009,59.209,と,と,False,False
59.209,59.543,だ,だ,False,False
59.543,59.843,け,け,False,False
59.843,60.277,じゃ,じゃ,False,False
60.277,60.477,そ,そ,False,False
60.477,60.711,の,の,False,False
60.711,60.911,う,う,False,False
60.911,61.779,ち,ち,False,False
61.779,61.912,た,た,False,False
61.912,62.079,ん,ん,False,False
62.079,62.413,な,な,False,False
62.413,62.613,く,く,False,False
62.613,62.846,な,な,False,False
62.846,63.047,る,る,False,False
63.047,63.247,か,か,False,False
63.247,63.48,も,も,False,False
63.48,63.58,り,り,False,False
63.58,63.714,る,る,False,False
63.714,63.914,び,び,False,False
63.914,64.014,り,り,False,False
64.014,64.114,る,る,False,False
64.114,64.314,び,び,False,False
64.314,64.448,り,り,False,False
64.448,64.548,る,る,False,False
64.548,64.748,び,び,False,False
64.748,65.182,も,も,False,False
65.182,65.382,z,,False,True
65.382,65.616,z,,False,True
65.616,65.816,z,,False,True
65.816,66.05,z,,False,True
66.05,66.25,z,,False,True
66.25,66.45,z,,False,True
66.45,66.884,z,,False,True
66.884,68.585,<silence>,<silence>,False,False
68.585,68.786,tick,,False,True
68.786,69.019,tick,,False,True
69.019,69.219,tick,,False,True
69.219,69.42,tick,,False,True
69.42,69.653,tick,,False,True
69.653,69.853,tock,,False,True
69.853,70.287,tock,,False,True
70.287,71.555,<silence>,<silence>,False,False
71.555,71.755,ね,ね,False,False
71.755,71.989,ー,ー,False,False
71.989,72.122,ど,ど,False,False
72.122,72.289,く,く,False,False
72.289,72.423,た,た,False,False
72.423,73.457,ー,ー,False,False
73.457,73.59,め,め,False,False
73.59,73.69,ん,ん,False,False
73.69,73.891,て,て,False,False
73.891,74.124,し,し,False,False
74.124,74.324,た,た,False,False
74.324,74.525,の,の,False,False
74.525,74.758,ど,ど,False,False
74.758,74.858,く,く,False,False
74.858,75.025,た,た,False,False
75.025,76.894,ー,ー,False,False
76.894,77.761,wow,,False,True
77.761,78.796,wow,,False,True
78.796,78.929,take,,False,True
78.929,79.029,a,,False,True
79.029,79.129,look,,False,True
79.129,79.229,a,,False,True
79.229,79.43,round,,False,True
79.43,79.53,て,て,False,False
79.53,79.63,か,か,False,False
79.63,79.763,わ,わ,False,False
79.763,79.863,か,か,False,False
79.863,79.963,ら,ら,False,False
79.963,80.064,ん,ん,False,False
80.064,80.197,わ,わ,False,False
80.197,80.297,け,け,False,False
80.297,80.397,わ,わ,False,False
80.397,80.497,か,か,False,False
80.497,80.597,ら,ら,False,False
80.597,80.697,ん,ん,False,False
80.697,82.399,<silence>,<silence>,False,False
82.399,82.533,じ,じ,False,False
82.533,82.633,げ,げ,False,False
82.633,82.833,ん,ん,False,False
82.833,83.067,の,の,False,False
83.067,83.167,の,の,False,False
83.167,83.267,ろ,ろ,False,False
83.267,83.467,い,い,False,False
83.467,83.6,な,な,False,False
83.6,83.7,ん,ん,False,False
83.7,83.901,て,て,False,False
83.901,84.234,は,は,False,False
84.234,84.535,ら,ら,False,False
84.535,84.668,お,お,False,False
84.668,85.169,う,う,False,False
85.169,85.269,な,な,False,False
85.269,85.369,ん,ん,False,False
85.369,85.469,だ,だ,False,False
85.469,85.602,か,か,False,False
85.602,85.702,お,お,False,False
85.702,85.803,っ,っ,False,False
85.803,85.903,か,か,False,False
85.903,86.136,な,な,False,False
86.136,86.236,い,い,False,False
86.236,86.437,ね,ね,False,False
86.437,86.57,お,お,False,False
86.57,86.67,っ,っ,False,False
86.67,86.77,か,か,False,False
86.77,86.97,な,な,False,False
86.97,87.071,い,い,False,False
87.071,87.304,ね,ね,False,False
87.304,87.404,と,と,False,False
87.404,87.504,ん,ん,False,False
87.504,87.638,で,で,False,False
87.638,87.704,も,も,False,False
87.704,87.871,な,な,False,False
87.871,87.938,い,い,False,False
87.938,88.138,ね,ね,False,False
88.138,88.572,ya,,False,True
88.572,89.006,ya,,False,True
89.006,89.206,こ,こ,False,False
89.206,89.44,れ,れ,False,False
89.44,89.64,は,は,False,False
89.64,89.74,も,も,False,False
89.74,89.873,う,う,False,False
89.873,90.074,て,て,False,False
90.074,90.174,く,く,False,False
90.174,90.507,の,の,False,False
90.507,90.707,だ,だ,False,False
90.707,90.908,て,て,False,False
90.908,91.041,く,く,False,False
91.041,91.241,の,の,False,False
91.241,91.341,ろ,ろ,False,False
91.341,91.442,じ,じ,False,False
91.442,91.575,ー,ー,False,False
91.575,92.176,だ,だ,False,False
92.176,92.309,さ,さ,False,False
92.309,92.409,ん,ん,False,False
92.409,92.643,げ,げ,False,False
92.643,92.776,ん,ん,False,False
92.776,93.043,そ,そ,False,False
93.043,93.277,く,く,False,False
93.277,93.577,だ,だ,False,False
93.577,93.71,っ,っ,False,False
93.71,93.911,て,て,False,False
93.911,94.111,め,め,False,False
94.111,94.311,も,も,False,False
94.311,94.445,っ,っ,False,False
94.445,94.778,て,て,False,False
94.778,94.978,る,る,False,False
94.978,95.145,も,も,False,False
95.145,95.612,ん,ん,False,False
95.612,95.813,わ,わ,False,False
95.813,96.013,か,か,False,False
96.013,96.246,っ,っ,False,False
96.246,96.447,た,た,False,False
96.447,96.68,ら,ら,False,False
96.68,96.88,そ,そ,False,False
96.88,97.114,の,の,False,False
97.114,97.347,て,て,False,False
97.347,97.514,で,で,False,False
97.514,97.781,す,す,False,False
97.781,98.015,ぐ,ぐ,False,False
98.015,98.348,ま,ま,False,False
98.348,98.715,い,い,False,False
98.715,99.316,て,て,False,False
99.316,99.45,り,り,False,False
99.45,99.55,る,る,False,False
99.55,99.716,び,び,False,False
99.716,99.817,や,や,False,False
99.817,99.95,ん,ん,False,False
99.95,100.05,じゃ,じゃ,False,False
100.05,100.15,っ,っ,False,False
100.15,100.35,て,て,False,False
100.35,100.551,も,も,False,False
100.551,100.784,わ,わ,False,False
100.784,100.984,ら,ら,False,False
100.984,101.218,っ,っ,False,False
101.218,101.418,て,て,False,False
101.418,101.518,ね,ね,False,False
101.518,101.618,じ,じ,False,False
101.618,101.752,ま,ま,False,False
101.752,101.852,い,い,False,False
101.852,102.052,て,て,False,False
102.052,102.152,ね,ね,False,False
102.152,102.252,じ,じ,False,False
102.252,102.386,ま,ま,False,False
102.386,102.486,い,い,False,False
102.486,102.686,て,て,False,False
102.686,103.12,よ,よ,False,False
103.12,103.353,ちょっ,ちょっ,False,False
103.353,103.554,と,と,False,False
103.554,103.787,だ,だ,False,False
103.787,103.987,け,け,False,False
103.987,104.188,ね,ね,False,False
104.188,104.388,ちょ,ちょ,False,False
104.388,104.621,ちょ,ちょ,False,False
104.621,104.822,ちょ,ちょ,False,False
104.822,105.055,っ,っ,False,False
105.055,105.255,と,と,False,False
105.255,105.456,だ,だ,False,False
105.456,105.689,け,け,False,False
105.689,106.557,ね,ね,False,False
106.557,106.757,き,き,False,False
106.757,106.99,み,み,False,False
106.99,107.191,が,が,False,False
107.191,107.391,み,み,False,False
107.391,107.524,す,す,False,False
107.524,107.624,っ,っ,False,False
107.624,107.825,て,て,False,False
107.825,108.025,も,も,False,False
108.025,108.158,わ,わ,False,False
108.158,108.258,ら,ら,False,False
108.258,108.559,わ,わ,False,False
108.559,108.892,せ,せ,False,False
108.892,109.093,て,て,False,False
109.093,109.426,あ,あ,False,False
109.426,109.76,げ,げ,False,False
109.76,109.927,る,る,False,False
109.927,110.16,ちょっ,ちょっ,False,False
110.16,110.36,と,と,False,False
110.36,110.594,だ,だ,False,False
110.594,110.794,け,け,False,False
110.794,111.428,ね,ね,False,False
111.428,111.628,ちょ,ちょ,False,False
111.628,111.862,っ,っ,False,False
111.862,112.062,と,と,False,False
112.062,112.262,だ,だ,False,False
112.262,112.496,け,け,False,False
112.496,113.13,ね,ね,False,False
113.13,113.23,ほ,ほ,False,False
113.23,113.33,ら,ら,False,False
113.33,113.464,take,,False,True
113.464,113.564,a,,False,True
113.564,113.664,look,,False,True
113.664,113.797,a,,False,True
113.797,113.997,round,,False,True
113.997,114.098,take,,False,True
114.098,114.198,a,,False,True
114.198,114.298,look,,False,True
114.298,114.398,a,,False,True
114.398,114.631,round,,False,True
114.631,114.865,あい,あい,False,False
114.865,115.065,でん,でん,False,False
115.065,115.265,てぃ,てぃ,False,False
115.265,115.499,てぃ,てぃ,False,False
115.499,115.699,あっ,あっ,False,False
115.699,115.799,ぷ,ぷ,False,False
115.799,116.133,でー,でー,False,False
116.133,116.233,と,と,False,False
116.233,116.333,し,し,False,False
116.333,116.767,て,て,False,False
116.767,117.034,ど,ど,False,False
117.034,117.167,も,も,False,False
117.167,117.334,あ,あ,False,False
117.334,117.401,り,り,False,False
117.401,117.534,が,が,False,False
117.534,117.634,と,と,False,False
117.634,117.835,こ,こ,False,False
117.835,118.035,こ,こ,False,False
118.035,118.268,ろ,ろ,False,False
118.268,118.469,か,か,False,False
118.469,118.869,ら,ら,False,False
118.869,118.969,り,り,False,False
118.969,119.103,る,る,False,False
119.103,119.303,び,び,False,False
119.303,119.403,り,り,False,False
119.403,119.503,る,る,False,False
119.503,119.736,び,び,False,False
119.736,126.977,<silence>,<silence>,False,False
126.977,127.411,ぴ,ぴ,False,False
127.411,127.811,ぽ,ぽ,False,False
127.811,128.245,ぱ,ぱ,False,False
128.245,128.679,ぽ,ぽ,False,False
128.679,129.113,ぴ,ぴ,False,False
129.113,129.513,ぽ,ぽ,False,False
129.513,129.746,ぱ,ぱ,False,False
129.746,129.947,ぽ,ぽ,False,False
129.947,130.347,ぴ,ぴ,False,False
130.347,130.781,か,か,False,False
130.781,131.215,ら,ら,False,False
131.215,131.615,く,く,False,False
131.615,132.049,り,り,False,False
132.049,132.282,し,し,False,False
132.282,132.483,や,や,False,False
132.483,132.683,しゃ,しゃ,False,False
132.683,132.916,ん,ん,False,False
132.916,133.784,せ,せ,False,False
133.784,134.118,お,お,False,False
134.118,134.418,き,き,False,False
134.418,134.651,て,て,False,False
134.651,134.852,お,お,False,False
134.852,135.052,き,き,False,False
135.052,135.486,て,て,False,False
135.486,135.819,で,で,False,False
135.819,136.12,ん,ん,False,False
136.12,136.32,き,き,False,False
136.32,136.553,ひ,ひ,False,False
136.553,136.753,つ,つ,False,False
136.753,137.187,じ,じ,False,False
137.187,137.621,こ,こ,False,False
137.621,138.055,ち,ち,False,False
138.055,138.455,ら,ら,False,False
138.455,138.889,に,に,False,False
138.889,139.123,き,き,False,False
139.123,139.289,や,や,False,False
139.289,139.556,しゃ,しゃ,False,False
139.556,139.756,ん,ん,False,False
139.756,140.357,せ,せ,False,False
140.357,140.557,そ,そ,False,False
140.557,140.791,の,の,False,False
140.791,140.991,ま,ま,False,False
140.991,141.191,え,え,False,False
141.191,141.425,に,に,False,False
141.425,141.625,ひ,ひ,False,False
141.625,141.825,と,と,False,False
141.825,142.059,ま,ま,False,False
142.059,142.326,ず,ず,False,False
142.326,142.526,ね,ね,False,False
142.526,142.793,じ,じ,False,False
142.793,143.06,ま,ま,False,False
143.06,143.527,い,い,False,False
143.527,145.162,て,て,False,False
145.162,145.229,て,て,False,False
145.229,145.295,て,て,False,False
145.295,145.362,て,て,False,False
145.362,145.429,て,て,False,False
145.429,145.496,て,て,False,False
145.496,145.562,て,て,False,False
145.562,145.662,て,て,False,False
145.662,145.796,り,り,False,False
145.796,145.896,る,る,False,False
145.896,146.096,び,び,False,False
146.096,146.296,なん,なん,False,False
146.296,146.53,て,て,False,False
146.53,146.73,ゆー,ゆー,False,False
146.73,146.93,か,か,False,False
146.93,147.164,え,え,False,False
147.164,147.364,ぶ,ぶ,False,False
147.364,147.598,り,り,False,False
147.598,147.798,でい,でい,False,False
147.798,147.898,ね,ね,False,False
147.898,147.998,じ,じ,False,False
147.998,148.132,ま,ま,False,False
148.132,148.232,い,い,False,False
148.232,148.432,て,て,False,False
148.432,148.532,ね,ね,False,False
148.532,148.632,じ,じ,False,False
148.632,148.765,ま,ま,False,False
148.765,148.866,い,い,False,False
148.866,149.066,て,て,False,False
149.066,149.5,よ,よ,False,False
149.5,149.733,ちょっ,ちょっ,False,False
149.733,149.933,と,と,False,False
149.933,150.134,だ,だ,False,False
150.134,150.367,け,け,False,False
150.367,150.567,ね,ね,False,False
150.567,150.767,ちょ,ちょ,False,False
150.767,151.001,ちょ,ちょ,False,False
151.001,151.201,ちょ,ちょ,False,False
151.201,151.401,っ,っ,False,False
151.401,151.635,と,と,False,False
151.635,151.835,だ,だ,False,False
151.835,152.069,け,け,False,False
152.069,152.903,ね,ね,False,False
152.903,153.137,おー,おー,False,False
153.137,153.337,だー,だー,False,False
153.337,153.77,めいど,めいど,False,False
153.77,153.971,おー,おー,False,False
153.971,154.171,だー,だー,False,False
154.171,154.605,めいど,めいど,False,False
154.605,154.938,ゆ,ゆ,False,False
154.938,155.205,め,め,False,False
155.205,155.472,を,を,False,False
155.472,155.772,つ,つ,False,False
155.772,156.106,く,く,False,False
156.106,156.306,る,る,False,False
156.306,156.507,ちょっ,ちょっ,False,False
156.507,156.74,と,と,False,False
156.74,156.94,だ,だ,False,False
156.94,157.174,け,け,False,False
157.174,157.374,ね,ね,False,False
157.374,157.574,ほん,ほん,False,False
157.574,157.808,の,の,False,False
157.808,158.008,ちょ,ちょ,False,False
158.008,158.242,っ,っ,False,False
158.242,158.442,と,と,False,False
158.442,158.642,だ,だ,False,False
158.642,158.842,け,け,False,False
158.842,159.51,ね,ね,False,False
159.51,159.61,も,も,False,False
159.61,159.71,う,う,False,False
159.71,159.81,ば,ば,False,False
159.81,159.943,ぐ,ぐ,False,False
159.943,160.043,で,で,False,False
160.043,160.144,も,も,False,False
160.144,160.244,な,な,False,False
160.244,160.344,ん,ん,False,False
160.344,160.477,で,で,False,False
160.477,160.577,も,も,False,False
160.577,160.677,い,い,False,False
160.677,160.777,い,い,False,False
160.777,160.878,け,け,False,False
160.878,161.011,ど,ど,False,False
161.011,161.078,あ,あ,False,False
161.078,161.211,し,し,False,False
161.211,161.311,た,た,False,False
161.311,161.378,も,も,False,False
161.378,161.612,ちょっ,ちょっ,False,False
161.612,161.812,と,と,False,False
161.812,162.045,だ,だ,False,False
162.045,162.246,け,け,False,False
162.246,162.412,ま,ま,False,False
162.412,162.579,い,い,False,False
162.579,163.113,て,て,False,False
163.113,163.347,ちょっ,ちょっ,False,False
163.347,163.547,と,と,False,False
163.547,163.78,だ,だ,False,False
163.78,163.981,け,け,False,False
163.981,164.615,ね,ね,False,False
164.615,164.815,ちょ,ちょ,False,False
164.815,165.048,っ,っ,False,False
165.048,165.249,と,と,False,False
165.249,165.449,だ,だ,False,False
165.449,165.682,け,け,False,False
165.682,166.517,ね,ね,False,False
166.517,166.717,こ,こ,False,False
166.717,166.95,ん,ん,False,False
166.95,167.184,な,な,False,False
167.184,167.384,ま,ま,False,False
167.384,167.584,い,い,False,False
167.584,167.784,に,に,False,False
167.784,167.985,ち,ち,False,False
167.985,168.218,も,も,False,False
168.218,168.552,わ,わ,False,False
168.552,168.852,る,る,False,False
168.852,169.086,く,く,False,False
169.086,169.419,な,な,False,False
169.419,169.72,い,い,False,False
169.72,169.887,よ,よ,False,False
169.887,170.12,ちょっ,ちょっ,False,False
170.12,170.354,と,と,False,False
170.354,170.554,だ,だ,False,False
170.554,170.754,け,け,False,False
170.754,171.421,ね,ね,False,False
171.421,171.622,ちょ,ちょ,False,False
171.622,171.822,っ,っ,False,False
171.822,172.055,と,と,False,False
172.055,172.256,だ,だ,False,False
172.256,172.456,け,け,False,False
172.456,172.89,ね,ね,False,False
172.89,173.09,で,で,False,False
173.09,173.323,も,も,False,False
173.323,173.524,ちょ,ちょ,False,False
173.524,173.957,っ,っ,False,False
173.957,174.158,と,と,False,False
174.158,174.458,だ,だ,False,False
174.458,174.791,け,け,False,False
174.791,175.259,じゃ,じゃ,False,False
175.259,175.425,そ,そ,False,False
175.425,175.659,の,の,False,False
175.659,175.859,う,う,False,False
175.859,176.727,ち,ち,False,False
176.727,176.86,た,た,False,False
176.86,177.06,ん,ん,False,False
177.06,177.361,な,な,False,False
177.361,177.561,く,く,False,False
177.561,177.828,な,な,False,False
177.828,177.995,る,る,False,False
177.995,178.195,か,か,False,False
178.195,178.428,も,も,False,False
178.428,178.529,り,り,False,False
178.529,178.662,る,る,False,False
178.662,178.862,び,び,False,False
178.862,178.962,り,り,False,False
178.962,179.062,る,る,False,False
179.062,179.263,び,び,False,False
179.263,179.396,り,り,False,False
179.396,179.496,る,る,False,False
179.496,179.696,び,び,False,False
179.696,179.796,り,り,False,False
179.796,179.897,る,る,False,False
179.897,180.13,び,び,False,False
180.13,180.264,り,り,False,False
180.264,180.364,る,る,False,False
180.364,180.564,び,び,False,False
180.564,180.664,り,り,False,False
180.664,180.797,る,る,False,False
180.797,180.998,び,び,False,False
180.998,181.098,り,り,False,False
181.098,181.198,る,る,False,False
181.198,181.398,び,び,False,False
181.398,181.832,も,も,False,False
181.832,182.032,z,,False,True
182.032,182.266,z,,False,True
182.266,182.466,z,,False,True
182.466,182.699,z,,False,True
182.699,182.9,z,,False,True
182.9,183.1,z,,False,True
183.1,183.534,z,,False,True
183.534,185.235,<silence>,<silence>,False,False
185.235,185.469,tick,,False,True
185.469,185.669,tick,,False,True
185.669,185.903,tick,,False,True
185.903,186.103,tick,,False,True
186.103,186.303,tick,,False,True
186.303,186.503,tock,,False,True
186.503,186.937,tock,,False,True
186.937,188.639,<silence>,<silence>,False,False
188.639,188.839,z,,False,True
188.839,189.072,z,,False,True
189.072,189.273,z,,False,True
189.273,189.506,z,,False,True
189.506,189.706,z,,False,True
189.706,189.907,z,,False,True
189.907,190.34,z...,,False,True
190.34,192.042,<silence>,<silence>,False,False
192.042,192.242,tick,,False,True
192.242,192.476,tick,,False,True
192.476,192.676,tick,,False,True
192.676,192.91,tick,,False,True
192.91,193.11,tick,,False,True
193.11,193.31,tock,,False,True
193.31,193.744,tock,,False,True
193.744,195.445,<silence>,<silence>,False,False
195.445,195.946,more,,False,True
195.946,-1.0,<silence>,<silence>,False,False
