start,end,token,cleaned_token,overlap,exclude
76.36,76.527,う,う,False,False
76.527,76.693,で,で,False,False
76.693,77.227,は,は,False,False
77.227,77.428,く,く,False,False
77.428,77.594,る,る,False,False
77.594,78.162,え,え,False,False
78.162,78.662,る,る,False,False
78.662,78.862,て,て,False,False
78.862,79.029,ん,ん,False,False
79.029,79.563,し,し,False,False
79.563,80.464,が,が,False,False
80.464,81.832,ま,ま,False,False
81.832,83.167,う,う,False,False
83.167,84.301,<silence>,<silence>,False,False
84.301,84.668,お,お,False,False
84.668,85.202,ち,ち,False,False
85.202,85.736,て,て,False,False
85.736,86.036,お,お,False,False
86.036,86.603,ち,ち,False,False
86.603,87.104,て,て,False,False
87.104,87.304,ゆ,ゆ,False,False
87.304,89.973,け,け,False,False
89.973,90.14,ね,ね,False,False
90.14,90.34,が,が,False,False
90.34,90.674,え,え,False,False
90.674,91.075,ば,ば,False,False
91.075,91.375,う,う,False,False
91.375,91.542,し,し,False,False
91.542,91.975,な,な,False,False
91.975,92.443,う,う,False,False
92.443,92.81,と,と,False,False
92.81,93.143,し,し,False,False
93.143,93.677,り,り,False,False
93.677,93.777,な,な,False,False
93.777,93.877,が,が,False,False
93.877,94.378,ら,ら,False,False
94.378,94.745,そ,そ,False,False
94.745,95.079,れ,れ,False,False
95.079,95.245,で,で,False,False
95.245,95.612,も,も,False,False
95.612,95.979,ふ,ふ,False,False
95.979,96.513,か,か,False,False
96.513,97.014,く,く,False,False
97.014,97.381,た,た,False,False
97.381,97.915,だ,だ,False,False
97.915,98.415,ふ,ふ,False,False
98.415,98.582,か,か,False,False
98.582,101.085,く,く,False,False
101.085,101.418,も,も,False,False
101.418,101.618,と,と,False,False
101.618,102.319,め,め,False,False
102.319,103.053,て,て,False,False
103.053,104.088,し,し,False,False
104.088,104.254,ず,ず,False,False
104.254,106.19,め,め,False,False
106.19,106.924,<silence>,<silence>,False,False
106.924,107.257,お,お,False,False
107.257,107.791,ち,ち,False,False
107.791,108.325,て,て,False,False
108.325,108.659,お,お,False,False
108.659,109.226,ち,ち,False,False
109.226,109.726,て,て,False,False
109.726,109.893,ゆ,ゆ,False,False
109.893,112.529,け,け,False,False
112.529,112.696,ひ,ひ,False,False
112.696,112.863,と,と,False,False
112.863,113.23,き,き,False,False
113.23,113.597,れ,れ,False,False
113.597,113.931,の,の,False,False
113.931,114.131,ひ,ひ,False,False
114.131,114.465,か,か,False,False
114.465,114.998,り,り,False,False
114.998,115.365,さ,さ,False,False
115.365,115.699,え,え,False,False
115.699,116.233,す,す,False,False
116.233,116.333,て,て,False,False
116.333,116.433,た,た,False,False
116.433,116.934,ら,ら,False,False
116.934,117.301,そ,そ,False,False
117.301,117.634,れ,れ,False,False
117.634,117.801,で,で,False,False
117.801,117.935,い,い,False,False
117.935,118.202,い,い,False,False
118.202,118.535,さ,さ,False,False
118.535,119.036,か,か,False,False
119.036,119.603,さ,さ,False,False
119.603,119.97,ま,ま,False,False
119.97,120.504,わ,わ,False,False
120.504,121.004,る,る,False,False
121.004,121.205,と,と,False,False
121.205,123.674,けい,けい,False,False
123.674,124.007,み,み,False,False
124.007,124.208,ち,ち,False,False
124.208,124.908,び,び,False,False
124.908,125.609,く,く,False,False
125.609,126.643,は,は,False,False
126.643,126.844,て,て,False,False
126.844,128.745,で,で,False,False
128.745,130.013,<silence>,<silence>,False,False
130.013,130.18,で,で,False,False
130.18,130.347,あ,あ,False,False
130.347,130.514,う,う,False,False
130.514,130.714,の,の,False,False
130.714,131.048,は,は,False,False
131.048,131.415,か,か,False,False
131.415,131.582,み,み,False,False
131.582,131.748,か,か,False,False
131.748,131.949,あ,あ,False,False
131.949,132.116,く,く,False,False
132.116,132.483,ま,ま,False,False
132.483,135.486,か,か,False,False
135.486,135.853,<silence>,<silence>,False,False
135.853,136.019,ほ,ほ,False,False
136.019,136.186,し,し,False,False
136.186,136.386,く,く,False,False
136.386,136.72,ず,ず,False,False
136.72,137.054,な,な,False,False
137.054,137.387,ら,ら,False,False
137.387,137.688,く,く,False,False
137.688,138.088,の,の,False,False
138.088,138.455,ち,ち,False,False
138.455,138.822,の,の,False,False
138.822,139.189,そ,そ,False,False
139.189,139.556,こ,こ,False,False
139.556,140.524,で,で,False,False
140.524,140.757,さ,さ,False,False
140.757,140.991,か,か,False,False
140.991,141.291,す,す,False,False
141.291,141.492,さ,さ,False,False
141.492,141.692,か,か,False,False
141.692,141.959,す,す,False,False
141.959,142.192,さ,さ,False,False
142.192,142.392,か,か,False,False
142.392,142.726,す,す,False,False
142.726,142.926,さ,さ,False,False
142.926,143.127,か,か,False,False
143.127,143.427,す,す,False,False
143.427,143.794,は,は,False,False
143.794,144.128,な,な,False,False
144.128,144.328,た,た,False,False
144.328,145.362,ば,ば,False,False
145.362,147.131,<silence>,<silence>,False,False
147.131,147.297,ま,ま,False,False
147.297,147.498,ど,ど,False,False
147.498,147.664,ろ,ろ,False,False
147.664,148.031,み,み,False,False
148.031,148.365,さ,さ,False,False
148.365,148.665,め,め,False,False
148.665,149.066,ず,ず,False,False
149.066,149.466,に,に,False,False
149.466,149.8,お,お,False,False
149.8,150.167,ぼ,ぼ,False,False
150.167,150.501,れ,れ,False,False
150.501,150.834,ゆ,ゆ,False,False
150.834,151.935,く,く,False,False
151.935,152.102,に,に,False,False
152.102,152.269,げ,げ,False,False
152.269,152.636,たい,たい,False,False
152.636,152.803,い,い,False,False
152.803,152.97,き,き,False,False
152.97,153.337,たい,たい,False,False
153.337,153.504,き,き,False,False
153.504,153.67,え,え,False,False
153.67,154.037,たい,たい,False,False
154.037,154.204,で,で,False,False
154.204,154.371,ぐ,ぐ,False,False
154.371,154.738,ち,ち,False,False
154.738,155.072,は,は,False,False
155.072,157.541,ない,ない,False,False
157.541,158.442,<silence>,<silence>,False,False
158.442,158.609,fa,,False,True
158.609,158.775,ve,,False,True
158.775,158.976,te,,False,True
158.976,159.276,fu,,False,True
159.276,159.643,e,,False,True
159.643,159.977,la,,False,True
159.977,160.344,ci,,False,True
160.344,160.711,fu,,False,True
160.711,161.078,wa,,False,True
161.078,161.411,ya,,False,True
161.411,161.778,u,,False,True
161.778,162.112,u,,False,True
162.112,163.18,we,,False,True
163.18,163.347,ko,,False,True
163.347,163.547,fi,,False,True
163.547,163.881,to,,False,True
163.881,164.081,ko,,False,True
164.081,164.248,fi,,False,True
164.248,164.581,to,,False,True
164.581,164.781,ko,,False,True
164.781,164.948,fi,,False,True
164.948,165.315,to,,False,True
165.315,165.482,hu,,False,True
165.482,165.682,se,,False,True
165.682,166.016,fu,,False,True
166.016,166.383,ye,,False,True
166.383,166.717,se,,False,True
166.717,166.884,nu,,False,True
166.884,168.118,so,,False,True
168.118,169.72,<silence>,<silence>,False,False
169.72,169.887,fa,,False,True
169.887,170.087,ve,,False,True
170.087,170.254,te,,False,True
170.254,170.587,fu,,False,True
170.587,170.954,e,,False,True
170.954,171.288,la,,False,True
171.288,171.622,ci,,False,True
171.622,172.022,fu,,False,True
172.022,172.356,wa,,False,True
172.356,172.689,ya,,False,True
172.689,173.023,u,,False,True
173.023,173.423,u,,False,True
173.423,174.491,we,,False,True
174.491,174.658,ko,,False,True
174.658,174.858,fi,,False,True
174.858,175.225,to,,False,True
175.225,175.359,ko,,False,True
175.359,175.559,fi,,False,True
175.559,175.893,to,,False,True
175.893,176.059,ko,,False,True
176.059,176.26,fi,,False,True
176.26,176.627,to,,False,True
176.627,176.76,la,,False,True
176.76,176.96,ci,,False,True
176.96,177.327,ta,,False,True
177.327,177.694,wa,,False,True
177.694,179.963,ku,,False,True
179.963,180.864,<silence>,<silence>,False,False
180.864,181.031,こ,こ,False,False
181.031,181.198,の,の,False,False
181.198,181.365,せ,せ,False,False
181.365,181.598,か,か,False,False
181.598,181.732,い,い,False,False
181.732,181.899,に,に,False,False
181.899,182.299,か,か,False,False
182.299,182.466,み,み,False,False
182.466,182.633,さ,さ,False,False
182.633,183.634,ま,ま,False,False
183.634,183.834,あ,あ,False,False
183.834,184.001,ま,ま,False,False
184.001,184.201,り,り,False,False
184.201,184.535,に,に,False,False
184.535,184.701,も,も,False,False
184.701,184.835,お,お,False,False
184.835,185.035,お,お,False,False
185.035,185.235,い,い,False,False
185.235,185.402,な,な,False,False
185.402,186.503,ら,ら,False,False
186.503,186.67,ど,ど,False,False
186.67,186.87,こ,こ,False,False
186.87,187.037,か,か,False,False
187.037,187.337,に,に,False,False
187.337,187.538,す,す,False,False
187.538,187.905,て,て,False,False
187.905,188.071,れ,れ,False,False
188.071,188.272,ば,ば,False,False
188.272,188.438,い,い,False,False
188.438,189.273,い,い,False,False
189.273,189.473,み,み,False,False
189.473,189.673,え,え,False,False
189.673,189.84,な,な,False,False
189.84,190.14,い,い,False,False
190.14,190.34,つ,つ,False,False
190.34,190.741,き,き,False,False
190.741,190.908,の,の,False,False
190.908,191.074,う,う,False,False
191.074,192.109,ら,ら,False,False
192.109,192.309,ま,ま,False,False
192.309,192.476,ぶ,ぶ,False,False
192.476,192.643,た,た,False,False
192.643,193.01,の,の,False,False
193.01,193.177,む,む,False,False
193.177,193.544,こ,こ,False,False
193.544,193.744,う,う,False,False
193.744,193.911,か,か,False,False
193.911,194.978,ら,ら,False,False
194.978,195.145,み,み,False,False
195.145,195.312,つ,つ,False,False
195.312,195.479,め,め,False,False
195.479,195.846,か,か,False,False
195.846,196.013,え,え,False,False
196.013,196.346,す,す,False,False
196.346,196.547,ひ,ひ,False,False
196.547,196.713,と,と,False,False
196.713,197.781,み,み,False,False
197.781,197.948,か,か,False,False
197.948,198.148,が,が,False,False
198.148,198.315,み,み,False,False
198.315,198.649,の,の,False,False
198.649,198.849,む,む,False,False
198.849,199.183,こ,こ,False,False
199.183,199.349,う,う,False,False
199.349,199.55,で,で,False,False
199.55,200.083,は,は,False,False
200.083,200.25,く,く,False,False
200.25,200.417,る,る,False,False
200.417,200.951,え,え,False,False
200.951,201.485,る,る,False,False
201.485,201.685,わ,わ,False,False
201.685,201.818,た,た,False,False
201.818,202.386,し,し,False,False
202.386,203.253,と,と,False,False
203.253,204.655,あ,あ,False,False
204.655,205.956,う,う,False,False
205.956,207.09,<silence>,<silence>,False,False
207.09,207.457,お,お,False,False
207.457,208.025,ち,ち,False,False
208.025,208.559,て,て,False,False
208.559,208.892,お,お,False,False
208.892,209.426,ち,ち,False,False
209.426,209.927,て,て,False,False
209.927,210.127,ゆ,ゆ,False,False
210.127,212.796,け,け,False,False
212.796,212.963,ね,ね,False,False
212.963,213.13,が,が,False,False
213.13,213.497,え,え,False,False
213.497,213.897,ば,ば,False,False
213.897,214.198,う,う,False,False
214.198,214.331,し,し,False,False
214.331,214.731,な,な,False,False
214.731,215.232,う,う,False,False
215.232,215.632,と,と,False,False
215.632,215.933,し,し,False,False
215.933,216.466,り,り,False,False
216.466,216.6,な,な,False,False
216.6,216.667,が,が,False,False
216.667,217.201,ら,ら,False,False
217.201,217.534,そ,そ,False,False
217.534,217.901,れ,れ,False,False
217.901,218.068,で,で,False,False
218.068,218.435,も,も,False,False
218.435,218.769,ふ,ふ,False,False
218.769,219.303,か,か,False,False
219.303,219.836,く,く,False,False
219.836,220.204,た,た,False,False
220.204,220.737,だ,だ,False,False
220.737,221.238,ふ,ふ,False,False
221.238,221.438,か,か,False,False
221.438,223.907,く,く,False,False
223.907,224.241,も,も,False,False
224.241,224.441,と,と,False,False
224.441,225.142,め,め,False,False
225.142,225.842,て,て,False,False
225.842,226.91,し,し,False,False
226.91,227.077,ず,ず,False,False
227.077,228.645,め,め,False,False
228.645,229.713,<silence>,<silence>,False,False
229.713,230.013,お,お,False,False
230.013,230.581,ち,ち,False,False
230.581,231.114,て,て,False,False
231.114,231.448,お,お,False,False
231.448,232.015,ち,ち,False,False
232.015,232.516,て,て,False,False
232.516,232.683,ゆ,ゆ,False,False
232.683,235.352,け,け,False,False
235.352,235.519,ひ,ひ,False,False
235.519,235.686,と,と,False,False
235.686,236.053,き,き,False,False
236.053,236.42,れ,れ,False,False
236.42,236.753,の,の,False,False
236.753,236.954,ひ,ひ,False,False
236.954,237.287,か,か,False,False
237.287,237.821,り,り,False,False
237.821,238.188,さ,さ,False,False
238.188,238.522,え,え,False,False
238.522,239.056,す,す,False,False
239.056,239.189,て,て,False,False
239.189,239.256,た,た,False,False
239.256,239.756,ら,ら,False,False
239.756,240.123,そ,そ,False,False
240.123,240.49,れ,れ,False,False
240.49,240.624,で,で,False,False
240.624,240.757,い,い,False,False
240.757,240.991,い,い,False,False
240.991,241.358,さ,さ,False,False
241.358,241.858,か,か,False,False
241.858,242.392,さ,さ,False,False
242.392,242.759,ま,ま,False,False
242.759,243.293,わ,わ,False,False
243.293,243.827,る,る,False,False
243.827,243.994,と,と,False,False
243.994,246.463,けい,けい,False,False
246.463,246.797,み,み,False,False
246.797,246.997,ち,ち,False,False
246.997,247.698,び,び,False,False
247.698,248.398,く,く,False,False
248.398,249.466,は,は,False,False
249.466,249.633,て,て,False,False
249.633,251.435,で,で,False,False
251.435,252.836,<silence>,<silence>,False,False
252.836,253.003,で,で,False,False
253.003,253.17,あ,あ,False,False
253.17,253.337,う,う,False,False
253.337,253.537,の,の,False,False
253.537,253.87,は,は,False,False
253.87,254.238,か,か,False,False
254.238,254.404,み,み,False,False
254.404,254.571,か,か,False,False
254.571,254.738,あ,あ,False,False
254.738,254.938,く,く,False,False
254.938,255.305,ま,ま,False,False
255.305,257.507,か,か,False,False
257.507,257.941,<silence>,<silence>,False,False
257.941,258.308,e,,False,True
258.308,258.775,la,,False,True
258.775,259.343,ci,,False,True
259.343,259.71,fu,,False,True
259.71,260.244,ya,,False,True
260.244,260.744,ba,,False,True
260.744,260.944,we,,False,True
260.944,263.614,le,,False,True
263.614,264.014,se,,False,True
264.014,264.514,ya,,False,True
264.514,265.015,ku,,False,True
265.015,265.382,la,,False,True
265.382,265.916,ci,,False,True
265.916,266.35,ta,,False,True
266.35,266.617,wa,,False,True
266.617,269.219,ku,,False,True
269.219,269.586,e,,False,True
269.586,270.087,la,,False,True
270.087,270.654,ci,,False,True
270.654,270.988,fu,,False,True
270.988,271.521,ya,,False,True
271.521,272.022,ba,,False,True
272.022,272.222,we,,False,True
272.222,274.891,le,,False,True
274.891,275.225,se,,False,True
275.225,275.792,ya,,False,True
275.792,276.293,ku,,False,True
276.293,276.66,la,,False,True
276.66,277.194,ci,,False,True
277.194,277.694,ta,,False,True
277.694,277.928,wa,,False,True
277.928,279.496,ku,,False,True
279.496,-1.0,<silence>,<silence>,False,False
