start,end,token,cleaned_token,exclude
43.694,44.028,もっ,もっ,False
44.028,44.261,と,と,False
44.261,44.361,よ,よ,False
44.361,44.495,く,く,False
44.495,44.661,ば,ば,False
44.661,44.795,る,る,False
44.795,44.962,す,す,False
44.962,45.129,た,た,False
45.129,45.329,い,い,False
45.329,45.763,る,る,False
45.763,46.063,hey,,True
46.063,46.397,hey,,True
46.397,46.697,もっ,もっ,False
46.697,46.83,と,と,False
46.83,47.031,じ,じ,False
47.031,47.197,ら,ら,False
47.197,47.331,し,し,False
47.331,47.498,て,て,False
47.498,47.798,よ,よ,False
47.798,47.931,あ,あ,False
47.931,48.132,な,な,False
48.132,48.265,た,た,False
48.265,48.565,の,の,False
48.565,48.766,こ,こ,False
48.766,49.066,こ,こ,False
49.066,49.4,ろ,ろ,False
49.4,49.666,に,に,False
49.666,49.833,は,は,False
49.833,50.0,いっ,いっ,False
50.0,50.167,て,て,False
50.167,50.3,た,た,False
50.3,50.467,い,い,False
50.467,50.801,の,の,False
50.801,51.769,ah,,True
51.769,51.902,み,み,False
51.902,52.036,え,え,False
52.036,52.369,す,す,False
52.369,52.536,い,い,False
52.536,52.836,た,た,False
52.836,53.17,あ,あ,False
53.17,54.004,ま,ま,False
54.004,54.271,い,い,False
54.271,54.538,わ,わ,False
54.538,55.839,な,な,False
55.839,56.74,ah,,True
56.74,56.94,は,は,False
56.94,57.074,ま,ま,False
57.074,57.408,っ,っ,False
57.408,57.741,て,て,False
57.741,58.075,あ,あ,False
58.075,58.308,げ,げ,False
58.308,58.509,よ,よ,False
58.509,58.842,う,う,False
58.842,60.11,か,か,False
60.11,60.911,<silence>,<silence>,False
60.911,61.845,ah,,True
61.845,62.046,じ,じ,False
62.046,62.179,ざ,ざ,False
62.179,62.479,い,い,False
62.479,62.646,に,に,False
62.646,62.813,こ,こ,False
62.813,62.98,ん,ん,False
62.98,63.28,と,と,False
63.28,63.447,ろ,ろ,False
63.447,64.381,ー,ー,False
64.381,64.548,る,る,False
64.548,64.681,し,し,False
64.681,65.649,て,て,False
65.649,65.983,い,い,False
65.983,67.851,た,た,False
67.851,68.185,は,は,False
68.185,68.352,ず,ず,False
68.352,69.453,な,な,False
69.453,69.586,の,の,False
69.586,70.087,に,に,False
70.087,70.888,<silence>,<silence>,False
70.888,71.021,く,く,False
71.021,71.522,ら,ら,False
71.522,71.655,く,く,False
71.655,72.156,ら,ら,False
72.156,72.289,って,って,False
72.289,72.623,よっ,よっ,False
72.623,72.756,ちゃ,ちゃ,False
72.756,72.923,い,い,False
72.923,73.057,そ,そ,False
73.057,73.223,う,う,False
73.223,73.39,な,な,False
73.39,73.557,あ,あ,False
73.557,73.857,ま,ま,False
73.857,74.024,い,い,False
74.024,74.191,に,に,False
74.191,74.358,お,お,False
74.358,74.591,い,い,False
74.591,74.725,さ,さ,False
74.725,75.292,そ,そ,False
75.292,75.459,わ,わ,False
75.459,75.893,れ,れ,False
75.893,76.06,ふ,ふ,False
76.06,76.56,ら,ら,False
76.56,76.693,ふ,ふ,False
76.693,77.161,ら,ら,False
77.161,77.327,って,って,False
77.327,77.628,よっ,よっ,False
77.628,77.928,て,て,False
77.928,78.128,ちゃ,ちゃ,False
78.128,78.262,う,う,False
78.262,78.595,わ,わ,False
78.595,79.53,あぁ,あぁ,False
79.53,79.83,もう,もう,False
79.83,80.164,help,,True
80.164,80.931,me...,,True
80.931,81.098,の,の,False
81.098,81.565,が,が,False
81.565,81.732,れ,れ,False
81.732,81.899,た,た,False
81.899,82.199,い,い,False
82.199,82.366,わ,わ,False
82.366,82.666,け,け,False
82.666,83.0,じゃ,じゃ,False
83.0,83.167,な,な,False
83.167,83.3,く,く,False
83.3,83.567,て,て,False
83.567,83.634,こ,こ,False
83.634,84.134,れ,れ,False
84.134,84.268,く,く,False
84.268,84.435,ら,ら,False
84.435,84.735,い,い,False
84.735,84.902,が,が,False
84.902,85.202,ちょ,ちょ,False
85.202,85.369,う,う,False
85.369,85.569,ど,ど,False
85.569,85.702,い,い,False
85.702,86.003,い,い,False
86.003,86.17,わ,わ,False
86.17,86.637,なん,なん,False
86.637,86.804,て,て,False
86.804,87.271,もう,もう,False
87.271,87.438,き,き,False
87.438,87.738,み,み,False
87.738,88.072,の,の,False
88.072,88.205,ま,ま,False
88.205,88.372,え,え,False
88.372,88.705,じゃ,じゃ,False
88.705,88.872,ぜ,ぜ,False
88.872,89.006,っ,っ,False
89.006,89.44,た,た,False
89.44,89.94,い...,い,False
89.94,90.274,help,,True
90.274,90.741,me,,True
90.741,90.908,し,し,False
90.908,91.208,て,て,False
91.208,101.318,<silence>,<silence>,False
101.318,101.618,may,,True
101.618,101.919,day,,True
101.919,102.119,か,か,False
102.119,102.286,じ,じ,False
102.286,102.453,が,が,False
102.453,102.586,と,と,False
102.586,102.753,れ,れ,False
102.753,102.92,な,な,False
102.92,103.053,い,い,False
103.053,103.387,の,の,False
103.387,103.554,き,き,False
103.554,103.72,も,も,False
103.72,103.854,ち,ち,False
103.854,104.188,が,が,False
104.188,104.354,も,も,False
104.354,104.655,や,や,False
104.655,104.888,っと,っと,False
104.888,105.122,は,は,False
105.122,105.289,れ,れ,False
105.289,105.422,な,な,False
105.422,105.622,い,い,False
105.622,106.39,し,し,False
106.39,106.69,la,,True
106.69,107.024,dy,,True
107.024,107.191,な,な,False
107.191,107.324,ん,ん,False
107.324,107.491,か,か,False
107.491,107.658,じゃ,じゃ,False
107.658,107.825,い,い,False
107.825,107.958,ら,ら,False
107.958,108.092,れ,れ,False
108.092,108.292,な,な,False
108.292,108.425,い,い,False
108.425,108.559,い,い,False
108.559,108.725,ま,ま,False
108.725,108.892,ど,ど,False
108.892,109.193,き,き,False
109.193,109.393,の,の,False
109.393,109.693,girl,,True
109.693,109.96,は,は,False
109.96,110.294,もう,もう,False
110.294,110.494,ﾁｮ,,True
110.494,110.627,ﾒ,,True
110.627,110.761,も,も,False
110.761,110.961,ﾁｮ,,True
110.961,111.061,ﾒ,,True
111.061,111.261,ﾁｮ,,True
111.261,111.428,ﾒ,,True
111.428,111.595,ぜ,ぜ,False
111.595,111.762,っ,っ,False
111.762,111.929,た,た,False
111.929,112.062,い,い,False
112.062,112.229,あ,あ,False
112.229,112.396,る,る,False
112.396,112.529,わ,わ,False
112.529,112.696,け,け,False
112.696,112.863,な,な,False
112.863,112.996,い,い,False
112.996,113.163,じゃ,じゃ,False
113.163,113.33,な,な,False
113.33,114.898,<gap>,<gap>,True
114.898,115.065,だ,だ,False
115.065,115.199,の,の,False
115.199,115.399,か,か,False
115.399,115.532,ん,ん,False
115.532,115.699,ち,ち,False
115.699,117.101,<gap>,<gap>,True
117.101,117.301,て,て,False
117.301,117.434,の,の,False
117.434,117.601,ひ,ひ,False
117.601,117.768,ら,ら,False
117.768,117.935,の,の,False
117.935,118.068,う,う,False
118.068,118.235,え,え,False
118.235,118.535,で,で,False
118.535,118.702,お,お,False
118.702,118.836,ど,ど,False
118.836,119.002,ら,ら,False
119.002,119.47,さ,さ,False
119.47,119.636,れ,れ,False
119.636,120.104,て,て,False
120.104,120.27,い,い,False
120.27,120.571,る,る,False
120.571,120.737,こ,こ,False
120.737,120.904,の,の,False
120.904,121.038,か,か,False
121.038,121.271,ん,ん,False
121.271,121.538,じ,じ,False
121.538,121.872,だ,だ,False
121.872,122.005,っ,っ,False
122.005,122.172,て,て,False
122.172,122.306,も,も,False
122.306,122.639,う,う,False
122.639,122.806,と,と,False
122.806,123.107,け,け,False
123.107,123.273,だ,だ,False
123.273,123.44,す,す,False
123.44,123.574,よ,よ,False
123.574,123.74,う,う,False
123.74,124.074,な,な,False
124.074,124.541,た,た,False
124.541,124.708,い,い,False
124.708,125.008,お,お,False
125.008,125.175,ん,ん,False
125.175,125.342,に,に,False
125.342,125.809,み,み,False
125.809,125.976,ま,ま,False
125.976,126.41,わ,わ,False
126.41,126.577,れ,れ,False
126.577,126.877,な,な,False
126.877,127.044,ん,ん,False
127.044,127.211,か,か,False
127.211,127.344,へ,へ,False
127.344,127.678,ん,ん,False
127.678,127.845,あ,あ,False
127.845,128.011,た,た,False
128.011,128.145,し,し,False
128.145,128.479,じゃ,じゃ,False
128.479,128.679,ない,ない,False
128.679,128.779,み,み,False
128.779,129.113,たい,たい,False
129.113,130.047,あぁ,あぁ,False
130.047,130.38,もう,もう,False
130.38,130.581,res,,True
130.581,130.681,cue,,True
130.681,131.515,me...,,True
131.515,131.648,い,い,False
131.648,132.116,や,や,False
132.116,132.249,い,い,False
132.249,132.749,や,や,False
132.749,132.916,って,って,False
132.916,133.083,も,も,False
133.083,133.217,れ,れ,False
133.217,133.35,ちゃ,ちゃ,False
133.35,133.45,う,う,False
133.45,133.55,く,く,False
133.55,133.684,ら,ら,False
133.684,133.851,い,い,False
133.851,134.017,に,に,False
134.017,134.184,あ,あ,False
134.184,134.618,た,た,False
134.618,134.818,し,し,False
134.818,135.285,を,を,False
135.285,135.452,こ,こ,False
135.452,135.886,ま,ま,False
135.886,136.053,ら,ら,False
136.053,136.52,せ,せ,False
136.52,136.687,て,て,False
136.687,136.954,な,な,False
136.954,137.154,ん,ん,False
137.154,137.321,か,か,False
137.321,137.788,も,も,False
137.788,137.955,あ,あ,False
137.955,138.122,た,た,False
138.122,138.255,し,し,False
138.255,138.555,か,か,False
138.555,138.889,ら,ら,False
138.889,139.189,は,は,False
139.189,139.356,ぜ,ぜ,False
139.356,139.523,っ,っ,False
139.523,139.99,た,た,False
139.99,140.491,い...,い,False
140.491,140.657,res,,True
140.657,140.824,cue,,True
140.824,141.291,me,,True
141.291,141.458,し,し,False
141.458,142.025,て,て,False
142.025,151.835,<silence>,<silence>,False
151.835,152.136,ね,ね,False
152.136,153.103,ぇ,ぇ,False
153.103,153.403,ど,ど,False
153.403,153.904,う,う,False
153.904,154.204,し,し,False
154.204,155.939,て,て,False
155.939,156.34,あ,あ,False
156.34,156.573,い,い,False
156.573,156.74,は,は,False
156.74,156.874,い,い,False
156.874,157.407,た,た,False
157.407,157.541,ず,ず,False
157.541,158.008,ら,ら,False
158.008,158.142,す,す,False
158.142,158.942,る,る,False
158.942,159.109,ん,ん,False
159.109,159.276,だ,だ,False
159.276,159.443,ろ,ろ,False
159.443,159.91,う,う,False
159.91,161.945,<silence>,<silence>,False
161.945,162.112,ね,ね,False
162.112,163.18,ぇ,ぇ,False
163.18,163.981,い,い,False
163.981,164.148,つ,つ,False
164.148,164.314,か,か,False
164.314,166.016,は,は,False
166.016,166.383,こ,こ,False
166.383,166.65,の,の,False
166.65,166.984,い,い,False
166.984,167.918,た,た,False
167.918,168.085,み,み,False
168.085,169.186,も,も,False
169.186,169.52,き,き,False
169.52,170.454,え,え,False
170.454,170.621,る,る,False
170.621,171.155,の,の,False
171.155,182.466,<silence>,<silence>,False
182.466,182.633,ほ,ほ,False
182.633,182.766,ん,ん,False
182.766,182.933,ら,ら,False
182.933,183.066,い,い,False
183.066,183.267,は,は,False
183.267,183.433,あ,あ,False
183.433,183.567,ん,ん,False
183.567,183.734,が,が,False
183.734,183.867,い,い,False
183.867,184.001,か,か,False
184.001,184.201,ん,ん,False
184.201,184.368,た,た,False
184.368,184.535,ん,ん,False
184.535,185.002,に,に,False
185.002,185.169,ひ,ひ,False
185.169,185.335,て,て,False
185.335,185.469,い,い,False
185.469,185.636,し,し,False
185.636,185.802,て,て,False
185.802,185.936,こ,こ,False
185.936,186.27,わ,わ,False
186.27,186.403,れ,れ,False
186.403,186.703,ちゃ,ちゃ,False
186.703,186.904,う,う,False
186.904,187.07,け,け,False
187.07,187.538,ど,ど,False
187.538,187.704,き,き,False
187.704,187.871,ず,ず,False
187.871,188.038,だ,だ,False
188.038,188.172,ら,ら,False
188.172,188.338,け,け,False
188.338,188.639,の,の,False
188.639,188.972,こ,こ,False
188.972,189.306,こ,こ,False
189.306,189.573,ろ,ろ,False
189.573,191.475,は...,は,False
191.475,192.576,<silence>,<silence>,False
192.576,192.743,き,き,False
192.743,192.91,が,が,False
192.91,193.043,つ,つ,False
193.043,193.21,け,け,False
193.21,193.377,ば,ば,False
193.377,193.71,て,て,False
193.71,193.844,を,を,False
193.844,194.011,の,の,False
194.011,194.178,ば,ば,False
194.178,194.311,し,し,False
194.311,194.478,ちゃ,ちゃ,False
194.478,194.645,っ,っ,False
194.645,195.112,て,て,False
195.112,195.279,そ,そ,False
195.279,195.445,の,の,False
195.445,195.579,と,と,False
195.579,195.712,お,お,False
195.712,195.913,さ,さ,False
195.913,196.213,く,く,False
196.213,196.513,る,る,False
196.513,197.014,し,し,False
197.014,197.147,く,く,False
197.147,197.648,て,て,False
197.648,197.781,き,き,False
197.781,197.948,み,み,False
197.948,198.248,も,も,False
198.248,198.448,て,て,False
198.448,198.782,を,を,False
198.782,199.049,の,の,False
199.049,199.283,ば,ば,False
199.283,199.383,し,し,False
199.383,199.55,て,て,False
199.55,199.683,く,く,False
199.683,200.784,れ,れ,False
200.784,200.984,た,た,False
200.984,202.553,ら...,ら,False
202.553,203.32,<silence>,<silence>,False
203.32,203.62,い,い,False
203.62,203.887,た,た,False
203.887,204.588,い,い,False
204.588,204.755,こ,こ,False
204.755,204.922,こ,こ,False
204.922,205.255,に,に,False
205.255,205.556,い,い,False
205.556,205.689,た,た,False
205.689,205.856,い,い,False
205.856,206.123,の,の,False
206.123,206.99,cry,,True
206.99,207.124,お,お,False
207.124,207.291,ち,ち,False
207.291,207.457,つ,つ,False
207.457,207.925,く,く,False
207.925,208.058,ば,ば,False
208.058,208.525,しょ,しょ,False
208.525,208.692,そ,そ,False
208.692,209.626,の,の,False
209.626,209.96,て,て,False
209.96,210.327,で,で,False
210.327,210.594,ふ,ふ,False
210.594,210.894,れ,れ,False
210.894,211.228,て,て,False
211.228,212.162,よ,よ,False
212.162,212.329,ほ,ほ,False
212.329,212.496,ら,ら,False
212.496,212.796,may,,True
212.796,213.564,day,,True
213.564,213.73,く,く,False
213.73,214.231,ら,ら,False
214.231,214.364,く,く,False
214.364,214.831,ら,ら,False
214.831,214.998,って,って,False
214.998,215.299,よっ,よっ,False
215.299,215.499,ちゃ,ちゃ,False
215.499,215.632,い,い,False
215.632,215.799,そ,そ,False
215.799,215.933,う,う,False
215.933,216.099,な,な,False
216.099,216.266,あ,あ,False
216.266,216.567,ま,ま,False
216.567,216.767,い,い,False
216.767,216.9,に,に,False
216.9,217.067,お,お,False
217.067,217.367,い,い,False
217.367,217.534,さ,さ,False
217.534,218.001,そ,そ,False
218.001,218.168,わ,わ,False
218.168,218.669,れ,れ,False
218.669,218.802,ふ,ふ,False
218.802,219.303,ら,ら,False
219.303,219.436,ふ,ふ,False
219.436,219.937,ら,ら,False
219.937,220.07,って,って,False
220.07,220.404,よっ,よっ,False
220.404,220.671,て,て,False
220.671,220.871,ちゃ,ちゃ,False
220.871,221.004,う,う,False
221.004,221.338,わ,わ,False
221.338,222.272,あぁ,あぁ,False
222.272,222.606,もう,もう,False
222.606,222.906,save,,True
222.906,223.84,me...,,True
223.84,224.474,help,,True
224.474,225.142,me,,True
225.142,225.742,(help,,True
225.742,226.376,me),,True
226.376,226.843,res,,True
226.843,227.01,cue,,True
227.01,227.644,me,,True
227.644,228.111,(res,,True
228.111,228.312,cue,,True
228.312,228.912,me),,True
228.912,229.546,save,,True
229.546,230.18,me,,True
230.18,230.814,(save,,True
230.814,231.448,me),,True
231.448,232.082,may,,True
232.082,232.382,day,,True
232.382,232.683,(don\'t,,True
232.683,233.15,res,,True
233.15,233.317,cue,,True
233.317,233.784,me,,True
233.784,233.951,to,,True
233.951,234.418,<gap>,<gap>,True
234.418,234.585,て,て,False
234.585,234.718,も,も,False
234.718,235.052,う,う,False
235.052,235.219,と,と,False
235.219,235.519,け,け,False
235.519,235.686,だ,だ,False
235.686,235.852,す,す,False
235.852,235.986,よ,よ,False
235.986,236.153,う,う,False
236.153,236.486,な,な,False
236.486,236.954,た,た,False
236.954,237.12,い,い,False
237.12,237.421,お,お,False
237.421,237.588,ん,ん,False
237.588,237.754,に,に,False
237.754,238.222,み,み,False
238.222,238.388,ま,ま,False
238.388,238.855,わ,わ,False
238.855,238.989,れ,れ,False
238.989,239.323,き,き,False
239.323,239.456,っ,っ,False
239.456,239.656,と,と,False
239.656,239.756,そ,そ,False
239.756,240.123,う,う,False
240.123,240.257,あ,あ,False
240.257,240.557,ふ,ふ,False
240.557,240.891,れ,れ,False
240.891,241.058,だ,だ,False
241.058,241.225,し,し,False
241.225,241.358,た,た,False
241.358,241.525,ん,ん,False
241.525,242.459,だ,だ,False
242.459,242.626,も,も,False
242.626,242.793,う...,う,False
242.793,242.96,res,,True
242.96,243.093,cue,,True
243.093,244.928,me,,True
244.928,245.162,し,し,False
245.162,245.596,て,て,False
245.596,-1.0,<silence>,<silence>,False
