start,end,token,cleaned_token,overlap,exclude
43.861,44.094,ゆ,ゆ,False,False
44.094,44.428,め,め,False,False
44.428,44.628,み,み,False,False
44.628,44.795,た,た,False,False
44.795,44.995,こ,こ,False,False
44.995,45.362,と,と,False,False
45.362,45.562,も,も,False,False
45.562,45.929,あ,あ,False,False
45.929,46.296,っ,っ,False,False
46.296,46.697,た,た,False,False
46.697,46.864,け,け,False,False
46.864,47.798,ど,ど,False,False
47.798,47.998,さ,さ,False,False
47.998,48.165,び,び,False,False
48.165,48.365,し,し,False,False
48.365,48.565,い,い,False,False
48.565,48.732,と,と,False,False
48.732,48.932,き,き,False,False
48.932,49.099,だ,だ,False,False
49.099,49.299,け,け,False,False
49.299,49.5,で,で,False,False
49.5,49.666,ん,ん,False,False
49.666,49.867,わ,わ,False,False
49.867,50.034,し,し,False,False
50.034,50.434,て,て,False,False
50.434,50.601,も,も,False,False
50.601,50.801,う,う,False,False
50.801,51.001,う,う,False,False
51.001,51.368,ん,ん,False,False
51.368,51.568,ざ,ざ,False,False
51.568,51.935,り,り,False,False
51.935,52.336,だ,だ,False,False
52.336,54.004,わ！,わ,False,False
54.004,54.204,ぜ,ぜ,False,False
54.204,54.371,ん,ん,False,False
54.371,54.571,ぜ,ぜ,False,False
54.571,54.738,ん,ん,False,False
54.738,54.938,あ,あ,False,False
54.938,55.139,た,た,False,False
55.139,55.305,し,し,False,False
55.305,55.506,に,に,False,False
55.506,55.706,きょ,きょ,False,False
55.706,55.873,う,う,False,False
55.873,56.073,み,み,False,False
56.073,56.273,な,な,False,False
56.273,56.44,い,い,False,False
56.44,56.64,じゃ,じゃ,False,False
56.64,56.807,ん,ん,False,False
56.807,56.974,き,き,False,False
56.974,57.174,み,み,False,False
57.174,57.374,が,が,False,False
57.374,57.541,す,す,False,False
57.541,57.741,き,き,False,False
57.741,57.941,な,な,False,False
57.941,58.108,の,の,False,False
58.108,58.308,は,は,False,False
58.308,58.475,じ,じ,False,False
58.475,58.675,ぶ,ぶ,False,False
58.675,58.876,ん,ん,False,False
58.876,59.076,で,で,False,False
59.076,59.443,しょ,しょ,False,False
59.443,59.977,（yeah!),,False,True
59.977,60.21,や,や,False,False
60.21,60.377,っ,っ,False,False
60.377,60.577,ぱ,ぱ,False,False
60.577,60.744,り,り,False,False
60.744,60.944,あ,あ,False,False
60.944,61.145,た,た,False,False
61.145,61.311,し,し,False,False
61.311,61.478,に,に,False,False
61.478,61.678,きょ,きょ,False,False
61.678,61.879,う,う,False,False
61.879,62.079,み,み,False,False
62.079,62.246,な,な,False,False
62.246,62.446,い,い,False,False
62.446,62.613,じゃ,じゃ,False,False
62.613,62.813,ん,ん,False,False
62.813,62.98,そ,そ,False,False
62.98,63.18,の,の,False,False
63.18,63.347,は,は,False,False
63.347,63.547,な,な,False,False
63.547,63.747,し,し,False,False
63.747,63.947,も,も,False,False
63.947,64.114,う,う,False,False
64.114,64.314,き,き,False,False
64.314,64.481,き,き,False,False
64.481,64.681,あ,あ,False,False
64.681,65.049,き,き,False,False
65.049,65.449,た,た,False,False
65.449,65.983,わ,わ,False,False
65.983,66.083,そ,そ,False,False
66.083,66.183,も,も,False,False
66.183,66.25,そ,そ,False,False
66.25,66.35,も,も,False,False
66.35,66.45,だ,だ,False,False
66.45,66.55,い,い,False,False
66.55,66.65,た,た,False,False
66.65,66.75,い,い,False,False
66.75,66.917,あ,あ,False,False
66.917,67.117,た,た,False,False
67.117,67.317,し,し,False,False
67.317,67.484,に,に,False,False
67.484,67.684,きょ,きょ,False,False
67.684,67.851,う,う,False,False
67.851,68.052,み,み,False,False
68.052,68.218,な,な,False,False
68.218,68.419,い,い,False,False
68.419,68.619,じゃ,じゃ,False,False
68.619,68.852,ん,ん,False,False
68.852,69.019,そ,そ,False,False
69.019,69.186,ー,ー,False,False
69.186,69.386,や,や,False,False
69.386,69.586,っ,っ,False,False
69.586,69.753,て,て,False,False
69.753,69.953,ま,ま,False,False
69.953,70.12,た,た,False,False
70.12,70.32,ご,ご,False,False
70.32,70.487,ま,ま,False,False
70.487,70.754,か,か,False,False
70.754,71.088,し,し,False,False
71.088,71.455,て...,て,False,False
71.455,71.622,（も,も,False,False
71.622,71.989,う！）,う,False,False
71.989,72.356,be,,False,True
72.356,72.723,my,,False,True
72.723,73.09,boy,,False,True
73.09,73.29,わ,わ,False,False
73.29,73.49,が,が,False,False
73.49,73.657,ま,ま,False,False
73.657,73.857,ま,ま,False,False
73.857,74.024,す,す,False,False
74.024,74.224,ぎ,ぎ,False,False
74.224,74.425,る,る,False,False
74.425,74.792,ba,,False,True
74.792,76.326,by,,False,True
76.326,76.527,だ,だ,False,False
76.527,76.894,き,き,False,False
76.894,77.094,し,し,False,False
77.094,77.461,め,め,False,False
77.461,77.628,て,て,False,False
77.628,77.828,よ,よ,False,False
77.828,79.663,ね！,ね,False,False
79.663,83.967,<silence>,<silence>,False,False
83.967,84.068,ほ,ほ,False,False
84.068,84.201,ん,ん,False,False
84.201,84.401,と,と,False,False
84.401,84.468,き,き,False,False
84.468,84.535,み,み,False,False
84.535,84.735,は,は,False,False
84.735,84.835,しょ,しょ,False,False
84.835,84.935,ー,ー,False,False
84.935,85.035,も,も,False,False
85.035,85.202,な,な,False,False
85.202,85.335,い,い,False,False
85.335,85.502,な,な,False,False
85.502,85.602,あ,あ,False,False
85.602,85.702,ま,ま,False,False
85.702,85.769,い,い,False,False
85.769,85.869,あ,あ,False,False
85.869,86.003,た,た,False,False
86.003,86.27,し,し,False,False
86.27,86.37,「しょ,しょ,False,False
86.37,86.47,ー,ー,False,False
86.47,86.537,が,が,False,False
86.537,86.703,な,な,False,False
86.703,86.837,い,い,False,False
86.837,87.004,な」,な,False,False
87.004,87.104,な,な,False,False
87.104,87.237,い,い,False,False
87.237,87.404,た,た,False,False
87.404,87.571,って,って,False,False
87.571,87.671,い,い,False,False
87.671,87.771,か,か,False,False
87.771,87.871,な,な,False,False
87.871,87.971,い,い,False,False
87.971,88.138,で,で,False,False
88.138,88.305,って,って,False,False
88.305,88.505,いっ,いっ,False,False
88.505,88.672,た,た,False,False
88.672,88.872,って,って,False,False
88.872,88.972,か,か,False,False
88.972,89.073,わ,わ,False,False
89.073,89.173,りゃ,りゃ,False,False
89.173,89.273,し,し,False,False
89.273,89.373,な,な,False,False
89.373,89.44,い,い,False,False
89.44,90.007,や！,や,False,False
90.007,90.074,も,も,False,False
90.074,90.174,う,う,False,False
90.174,90.24,す,す,False,False
90.24,90.374,こ,こ,False,False
90.374,90.541,し,し,False,False
90.541,90.741,だ,だ,False,False
90.741,90.941,け,け,False,False
90.941,91.041,な,な,False,False
91.041,91.241,ら,ら,False,False
91.241,91.341,ま,ま,False,False
91.341,91.508,ぁ,ぁ,False,False
91.508,91.642,お,お,False,False
91.642,91.775,ど,ど,False,False
91.775,91.909,って,って,False,False
91.909,92.009,も,も,False,False
92.009,92.142,い,い,False,False
92.142,92.242,い,い,False,False
92.242,92.409,か,か,False,False
92.409,92.543,も,も,False,False
92.543,92.81,な,な,False,False
92.81,92.91,と,と,False,False
92.91,93.01,ろ,ろ,False,False
93.01,93.177,け,け,False,False
93.177,93.377,て,て,False,False
93.377,93.477,と,と,False,False
93.477,93.677,け,け,False,False
93.677,93.944,て,て,False,False
93.944,94.011,い,い,False,False
94.011,94.111,き,き,False,False
94.111,94.244,た,た,False,False
94.244,94.378,い,い,False,False
94.378,95.245,の,の,False,False
95.245,95.813,<silence>,<silence>,False,False
95.813,95.979,ど,ど,False,False
95.979,96.18,ん,ん,False,False
96.18,96.38,な,な,False,False
96.38,96.547,あ,あ,False,False
96.547,96.747,ぴ,ぴ,False,False
96.747,96.947,ー,ー,False,False
96.947,97.114,る,る,False,False
97.114,97.281,も,も,False,False
97.281,97.481,い,い,False,False
97.481,97.681,み,み,False,False
97.681,97.848,な,な,False,False
97.848,98.048,い,い,False,False
98.048,98.415,し,し,False,False
98.415,98.615,き,き,False,False
98.615,98.782,づ,づ,False,False
98.782,98.982,い,い,False,False
98.982,99.349,て,て,False,False
99.349,99.55,く,く,False,False
99.55,99.917,れ,れ,False,False
99.917,100.284,な,な,False,False
100.284,100.651,い,い,False,False
100.651,100.851,け,け,False,False
100.851,101.819,ど,ど,False,False
101.819,101.985,あ,あ,False,False
101.985,102.186,た,た,False,False
102.186,102.386,し,し,False,False
102.386,102.553,が,が,False,False
102.553,102.753,さ,さ,False,False
102.753,102.953,び,び,False,False
102.953,103.12,し,し,False,False
103.12,103.32,い,い,False,False
103.32,103.487,と,と,False,False
103.487,103.687,き,き,False,False
103.687,103.854,だ,だ,False,False
103.854,104.054,っ,っ,False,False
104.054,105.522,て,て,False,False
105.522,105.689,あ,あ,False,False
105.689,105.923,い,い,False,False
105.923,106.123,に,に,False,False
106.123,106.29,き,き,False,False
106.29,107.224,て！,て,False,False
107.224,107.991,<silence>,<silence>,False,False
107.991,108.225,ぜ,ぜ,False,False
108.225,108.325,ん,ん,False,False
108.325,108.525,ぜ,ぜ,False,False
108.525,108.725,ん,ん,False,False
108.725,108.926,あ,あ,False,False
108.926,109.126,た,た,False,False
109.126,109.293,し,し,False,False
109.293,109.493,に,に,False,False
109.493,109.66,きょ,きょ,False,False
109.66,109.86,う,う,False,False
109.86,110.027,み,み,False,False
110.027,110.227,な,な,False,False
110.227,110.427,い,い,False,False
110.427,110.627,じゃ,じゃ,False,False
110.627,110.828,ん,ん,False,False
110.828,110.994,ど,ど,False,False
110.994,111.195,こ,こ,False,False
111.195,111.395,が,が,False,False
111.395,111.562,だ,だ,False,False
111.562,111.762,め,め,False,False
111.762,111.962,な,な,False,False
111.962,112.129,の？,の,False,False
112.129,112.329,お,お,False,False
112.329,112.496,し,し,False,False
112.496,112.696,え,え,False,False
112.696,113.063,て,て,False,False
113.063,113.464,よ,よ,False,False
113.464,113.997,（yeah!),,False,True
113.997,114.164,や,や,False,False
114.164,114.364,っ,っ,False,False
114.364,114.565,ぱ,ぱ,False,False
114.565,114.765,り,り,False,False
114.765,114.932,あ,あ,False,False
114.932,115.132,た,た,False,False
115.132,115.299,し,し,False,False
115.299,115.499,に,に,False,False
115.499,115.666,きょ,きょ,False,False
115.666,115.866,う,う,False,False
115.866,116.066,み,み,False,False
116.066,116.233,な,な,False,False
116.233,116.433,い,い,False,False
116.433,116.633,じゃ,じゃ,False,False
116.633,116.8,ん,ん,False,False
116.8,116.967,け,け,False,False
116.967,117.167,い,い,False,False
117.167,117.367,た,た,False,False
117.367,117.534,い,い,False,False
117.534,117.734,ば,ば,False,False
117.734,117.935,か,か,False,False
117.935,118.102,り,り,False,False
118.102,118.302,い,い,False,False
118.302,118.469,じ,じ,False,False
118.469,118.669,っ,っ,False,False
118.669,119.036,て,て,False,False
119.036,120.003,さ,さ,False,False
120.003,120.104,そ,そ,False,False
120.104,120.204,も,も,False,False
120.204,120.27,そ,そ,False,False
120.27,120.37,も,も,False,False
120.37,120.471,だ,だ,False,False
120.471,120.571,い,い,False,False
120.571,120.671,た,た,False,False
120.671,120.771,い,い,False,False
120.771,120.938,あ,あ,False,False
120.938,121.138,た,た,False,False
121.138,121.305,し,し,False,False
121.305,121.505,に,に,False,False
121.505,121.672,きょ,きょ,False,False
121.672,121.872,う,う,False,False
121.872,122.039,み,み,False,False
122.039,122.239,な,な,False,False
122.239,122.439,い,い,False,False
122.439,122.606,じゃ,じゃ,False,False
122.606,122.773,ん,ん,False,False
122.773,122.973,す,す,False,False
122.973,123.173,こ,こ,False,False
123.173,123.34,し,し,False,False
123.34,123.54,く,く,False,False
123.54,123.74,ら,ら,False,False
123.74,123.941,い,い,False,False
123.941,124.108,き,き,False,False
124.108,124.308,た,た,False,False
124.308,124.475,い,い,False,False
124.475,124.708,さ,さ,False,False
124.708,125.075,せ,せ,False,False
125.075,125.409,て,て,False,False
125.409,125.609,（も,も,False,False
125.609,126.009,う...）,う,False,False
126.009,126.376,lone,,False,True
126.376,126.743,ly,,False,True
126.743,127.111,girl,,False,True
127.111,127.311,ひ,ひ,False,False
127.311,127.511,と,と,False,False
127.511,127.711,り,り,False,False
127.711,127.878,じ,じ,False,False
127.878,128.045,め,め,False,False
128.045,128.245,て,て,False,False
128.245,128.445,よ,よ,False,False
128.445,128.812,ba,,False,True
128.812,130.314,by,,False,True
130.314,130.514,ふ,ふ,False,False
130.514,130.714,り,り,False,False
130.714,130.881,ま,ま,False,False
130.881,131.081,わ,わ,False,False
131.081,131.448,さ,さ,False,False
131.448,131.648,な,な,False,False
131.648,131.815,い,い,False,False
131.815,133.517,で！,で,False,False
133.517,143.627,<silence>,<silence>,False,False
143.627,143.994,ねぇ？,ねぇ,False,False
143.994,144.361,may,,False,True
144.361,144.761,be,,False,True
144.761,145.129,mel,,False,True
145.129,145.496,ty?,,False,True
145.496,145.863,わん,わん,False,False
145.863,146.263,つー,つー,False,False
146.263,146.63,shall,,False,True
146.63,146.997,we,,False,True
146.997,147.564,dance?,,False,True
147.564,147.731,お,お,False,False
147.731,147.931,ど,ど,False,False
147.931,148.132,り,り,False,False
148.132,148.332,ま,ま,False,False
148.332,149.433,しょ,しょ,False,False
149.433,149.633,は,は,False,False
149.633,149.8,や,や,False,False
149.8,150.0,く,く,False,False
150.0,150.534,て,て,False,False
150.534,150.767,と,と,False,False
150.767,151.335,て,て,False,False
151.335,151.502,つ,つ,False,False
151.502,152.069,な,な,False,False
152.069,152.269,い,い,False,False
152.269,152.803,で,で,False,False
152.803,153.003,さ,さ,False,False
153.003,153.203,い,い,False,False
153.203,153.37,ご,ご,False,False
153.37,153.57,に,に,False,False
153.57,153.737,ひ,ひ,False,False
153.737,153.937,と,と,False,False
153.937,154.104,つ,つ,False,False
154.104,154.304,だ,だ,False,False
154.304,155.639,け,け,False,False
155.639,156.006,<silence>,<silence>,False,False
156.006,156.206,お,お,False,False
156.206,156.373,ぼ,ぼ,False,False
156.373,156.573,れ,れ,False,False
156.573,156.773,る,る,False,False
156.773,156.94,く,く,False,False
156.94,157.107,ら,ら,False,False
157.107,157.341,い,い,False,False
157.341,157.508,あ,あ,False,False
157.508,157.708,い,い,False,False
157.708,157.908,し,し,False,False
157.908,158.075,て,て,False,False
158.075,158.942,よ,よ,False,False
158.942,159.176,ぜ,ぜ,False,False
159.176,159.376,ん,ん,False,False
159.376,159.543,ぜ,ぜ,False,False
159.543,159.743,ん,ん,False,False
159.743,159.91,あ,あ,False,False
159.91,160.11,た,た,False,False
160.11,160.277,し,し,False,False
160.277,160.477,に,に,False,False
160.477,160.677,きょ,きょ,False,False
160.677,160.878,う,う,False,False
160.878,161.044,み,み,False,False
161.044,161.245,な,な,False,False
161.245,161.445,い,い,False,False
161.445,161.612,じゃ,じゃ,False,False
161.612,161.812,ん,ん,False,False
161.812,161.979,き,き,False,False
161.979,162.179,み,み,False,False
162.179,162.379,が,が,False,False
162.379,162.546,す,す,False,False
162.546,162.746,き,き,False,False
162.746,162.946,な,な,False,False
162.946,163.113,の,の,False,False
163.113,163.313,は,は,False,False
163.313,163.48,じ,じ,False,False
163.48,163.68,ぶ,ぶ,False,False
163.68,163.881,ん,ん,False,False
163.881,164.081,で,で,False,False
164.081,164.448,しょ,しょ,False,False
164.448,164.982,（yeah!),,False,True
164.982,165.215,や,や,False,False
165.215,165.382,っ,っ,False,False
165.382,165.582,ぱ,ぱ,False,False
165.582,165.749,り,り,False,False
165.749,165.949,あ,あ,False,False
165.949,166.15,た,た,False,False
166.15,166.316,し,し,False,False
166.316,166.483,に,に,False,False
166.483,166.683,きょ,きょ,False,False
166.683,166.884,う,う,False,False
166.884,167.05,み,み,False,False
167.05,167.217,な,な,False,False
167.217,167.417,い,い,False,False
167.417,167.618,じゃ,じゃ,False,False
167.618,167.818,ん,ん,False,False
167.818,167.985,そ,そ,False,False
167.985,168.185,の,の,False,False
168.185,168.352,は,は,False,False
168.352,168.552,な,な,False,False
168.552,168.752,し,し,False,False
168.752,168.952,も,も,False,False
168.952,169.119,う,う,False,False
169.119,169.319,き,き,False,False
169.319,169.486,き,き,False,False
169.486,169.686,あ,あ,False,False
169.686,170.053,き,き,False,False
170.053,170.454,た,た,False,False
170.454,171.021,わ,わ,False,False
171.021,171.121,そ,そ,False,False
171.121,171.221,も,も,False,False
171.221,171.288,そ,そ,False,False
171.288,171.388,も,も,False,False
171.388,171.488,だ,だ,False,False
171.488,171.588,い,い,False,False
171.588,171.688,た,た,False,False
171.688,171.788,い,い,False,False
171.788,171.955,あ,あ,False,False
171.955,172.122,た,た,False,False
172.122,172.322,し,し,False,False
172.322,172.489,に,に,False,False
172.489,172.689,きょ,きょ,False,False
172.689,172.89,う,う,False,False
172.89,173.056,み,み,False,False
173.056,173.257,な,な,False,False
173.257,173.423,い,い,False,False
173.423,173.657,じゃ,じゃ,False,False
173.657,173.857,ん,ん,False,False
173.857,174.024,そ,そ,False,False
174.024,174.191,ー,ー,False,False
174.191,174.358,や,や,False,False
174.358,174.591,っ,っ,False,False
174.591,174.758,て,て,False,False
174.758,174.958,ま,ま,False,False
174.958,175.125,た,た,False,False
175.125,175.325,ご,ご,False,False
175.325,175.492,ま,ま,False,False
175.492,175.726,か,か,False,False
175.726,176.093,し,し,False,False
176.093,176.46,て...,て,False,False
176.46,176.66,（も,も,False,False
176.66,176.994,う！）,う,False,False
176.994,177.194,get,,False,True
177.194,177.427,the,,False,True
177.427,177.728,last,,False,True
177.728,178.095,dance,,False,True
178.095,178.328,か,か,False,False
178.328,178.495,く,く,False,False
178.495,178.662,ご,ご,False,False
178.662,178.862,は,は,False,False
178.862,179.062,で,で,False,False
179.062,179.229,き,き,False,False
179.229,179.429,て,て,False,False
179.429,179.796,る,る,False,False
179.796,181.298,の？,の,False,False
181.298,181.498,き,き,False,False
181.498,181.865,ま,ま,False,False
181.865,182.065,ぐ,ぐ,False,False
182.065,182.432,れ,れ,False,False
182.432,182.633,め,め,False,False
182.633,182.833,る,る,False,False
182.833,185.202,しぃ,しぃ,False,False
185.202,187.304,<silence>,<silence>,False,False
187.304,187.504,...お,お,False,False
187.504,187.871,あ,あ,False,False
187.871,188.071,じ,じ,False,False
188.071,188.438,は,は,False,False
188.438,188.639,い,い,False,False
188.639,188.839,か,か,False,False
188.839,190.507,が？,が,False,False
190.507,-1.0,<silence>,<silence>,False,False
