start,end,break,exclude
3040,3060,False,False
3060,3080,False,False
3080,3100,False,False
3100,3120,False,False
3120,3140,False,False
3140,3160,False,False
3160,3180,False,False
3180,3200,False,False
3200,3220,False,False
3220,3240,False,False
3240,3260,False,False
3260,3280,False,False
3280,3300,False,False
3300,3320,False,False
3320,3340,False,False
3340,3360,False,False
3360,3380,False,False
3380,3400,False,False
3400,3420,False,False
3420,3440,False,False
3440,3460,False,False
3460,3480,False,False
3480,3500,False,False
3500,3520,False,False
3520,3540,False,False
3540,3560,False,False
3560,3580,False,False
3580,3600,False,False
3600,3620,False,False
3620,3640,False,False
3640,3660,False,False
3660,3680,False,False
3680,3700,False,False
3700,3720,False,False
3720,3740,False,False
3740,3760,False,False
3760,3780,False,False
3780,3800,False,False
3800,3820,False,False
3820,3840,False,False
3840,3860,False,False
3860,3880,False,False
3880,3900,False,False
3900,3920,False,False
3920,3940,False,False
3940,3960,False,False
3960,3980,False,False
3980,4000,False,False
4000,4020,False,False
4020,4040,False,False
4040,4060,False,False
4060,4080,False,False
4080,4100,False,False
4100,4120,False,False
4120,4140,False,False
4140,4160,False,False
4160,4180,False,False
4180,4200,False,False
4200,4220,False,False
4220,4240,False,False
4240,4260,False,False
4260,4280,False,False
4280,4300,False,False
4300,4320,False,False
4320,4340,False,False
4340,4360,False,False
4360,4380,False,False
4380,4400,False,False
4400,4420,False,False
4420,4440,False,False
4440,4460,False,False
4460,4480,False,False
4480,4500,False,False
4500,4520,False,False
4520,4540,False,False
4540,4560,False,False
4560,4580,False,False
4580,4600,False,False
4600,4620,False,False
4620,4640,False,False
4640,4660,False,False
4660,4680,False,False
4680,4700,False,False
4700,4720,False,False
4720,4740,False,False
4740,4760,False,False
4760,4780,False,False
4780,4800,False,False
4800,4820,False,False
4820,4840,False,False
4840,4860,False,False
4860,4880,False,False
4880,4900,False,False
4900,4920,False,False
4920,4940,False,False
4940,4960,False,False
4960,4980,False,False
4980,5000,False,False
5000,5020,False,False
5020,5040,False,False
5040,5060,False,False
5060,5080,False,False
5080,5100,False,False
5100,5120,False,False
5120,5140,False,False
5140,5160,False,False
5160,5180,False,False
5180,5200,False,False
5200,5220,False,False
5220,5240,False,False
5240,5260,False,False
5260,5280,False,False
5280,5300,False,False
5300,5320,False,False
5320,5340,False,False
5340,5360,False,False
5360,5380,False,False
5380,5400,False,False
5400,5420,False,False
5420,5440,False,False
5440,5460,False,False
5460,5480,False,False
5480,5500,False,False
5500,5520,False,False
5520,5540,False,False
5540,5560,False,False
5560,5580,False,False
5580,5600,False,False
5600,5620,False,False
5620,5640,False,False
5640,5660,False,False
5660,5680,False,False
5680,5700,False,False
5700,5720,False,False
5720,5740,False,False
5740,5760,False,False
5760,5780,False,False
5780,5800,False,False
5800,5820,False,False
5820,5840,False,False
5840,5860,False,False
5860,5880,False,False
5880,5900,False,False
5900,5920,False,False
5920,5940,False,False
5940,5960,False,False
5960,5980,False,False
5980,6000,False,False
6000,6020,False,False
6020,6040,False,False
6040,6060,False,False
6060,6080,False,False
6080,6100,False,False
6100,6120,False,False
6120,6140,False,False
6140,6160,False,False
6160,6180,False,False
6180,6200,False,False
6200,6220,False,False
6220,6240,False,False
6240,6260,False,False
6260,6280,False,False
6280,6300,False,False
6300,6320,False,False
6320,6340,False,False
6340,6360,False,False
6360,6380,False,False
6380,6400,False,False
6400,6420,False,False
6420,6440,False,False
6440,6460,False,False
6460,6480,False,False
6480,6500,False,False
6500,6520,False,False
6520,6540,False,False
6540,6560,False,False
6560,6580,False,False
6580,6600,False,False
6600,6620,False,False
6620,6640,False,False
6640,6660,False,False
6660,6680,False,False
6680,6700,False,False
6700,6720,False,False
6720,6740,False,False
6740,6760,False,False
6760,6780,False,False
6780,6800,False,False
6800,6820,False,False
6820,6840,False,False
6840,6860,False,False
6860,6880,False,False
6880,6900,False,False
6900,6920,False,False
6920,6940,False,False
6940,6960,False,False
6960,6980,False,False
6980,7000,False,False
7000,7020,False,False
7020,7040,False,False
7040,7060,False,False
7060,7080,False,False
7080,7100,False,False
7100,7120,False,False
7120,7140,False,False
7140,7160,False,False
7160,7180,False,False
7180,7200,False,False
7200,7220,False,False
7220,7240,False,False
7240,7260,False,False
7260,7280,False,False
7280,7300,False,False
7300,7320,False,False
7320,7340,False,False
7340,7360,False,False
7360,7380,False,False
7380,7400,False,False
7400,7420,False,False
7420,7440,False,False
7440,7460,False,False
7460,7480,False,False
7480,7500,False,False
7500,7520,False,False
7520,7540,False,False
7540,7560,False,False
7560,7580,False,False
7580,7600,False,False
7600,7620,False,False
7620,7640,False,False
7640,7660,False,False
7660,7680,False,False
7680,7700,False,False
7700,7720,False,False
7720,7740,False,False
7740,7760,False,False
7760,7780,False,False
7780,7800,False,False
7800,7820,False,False
7820,7840,False,False
7840,7860,False,False
7860,7880,False,False
7880,7900,False,False
7900,7920,False,False
7920,7940,False,False
7940,7960,False,False
7960,7980,False,False
7980,8000,False,False
8000,8020,False,False
8020,8040,False,False
8040,8060,False,False
8060,8080,False,False
8080,8100,False,False
8100,8120,False,False
8120,8140,False,False
8140,8160,False,False
8160,8180,False,False
8180,8200,False,False
8200,8220,False,False
8220,8240,False,False
8240,8260,False,False
8260,8280,False,False
8280,8300,False,False
8300,8320,False,False
8320,8340,False,False
8340,8360,False,False
8360,8380,False,False
8380,8400,False,False
8400,8420,False,False
8420,8440,False,False
8440,8460,False,False
8460,8480,False,False
8480,8500,False,False
8500,8520,False,False
8520,8540,False,False
8540,8560,False,False
8560,8580,False,False
8580,8600,False,False
8600,8620,False,False
8620,8640,False,False
8640,8660,False,False
8660,8680,False,False
8680,8700,False,False
8700,8720,False,False
8720,8740,False,False
8740,8760,False,False
8760,8780,False,False
8780,8800,False,False
8800,8820,False,False
8820,8840,False,False
8840,8860,False,False
8860,8880,False,False
8880,8900,False,False
8900,8920,False,False
8920,8940,False,False
8940,8960,False,False
8960,8980,False,False
8980,9000,False,False
9000,9020,False,False
9020,9040,False,False
9040,9060,False,False
9060,9080,False,False
9080,9100,False,False
9100,9120,False,False
9120,9140,False,False
9140,9160,False,False
9160,9180,False,False
9180,9200,False,False
9200,9220,False,False
9220,9240,False,False
9240,9260,False,False
9260,9280,False,False
9280,9300,False,False
9300,9320,False,False
9320,9340,False,False
9340,9360,False,False
9360,9380,False,False
9380,9400,False,False
9400,9420,False,False
9420,9440,False,False
9440,9460,False,False
9460,9480,False,False
9480,9500,False,False
9500,9520,False,False
9520,9540,False,False
9540,9560,False,False
9560,9580,False,False
9580,9600,False,False
9600,9620,False,False
9620,9640,False,False
9640,9660,False,False
9660,9680,False,False
9680,9700,False,False
9700,9720,False,False
9720,9740,False,False
9740,9760,False,False
9760,9780,False,False
9780,9800,False,False
9800,9820,False,False
9820,9840,False,False
9840,9860,False,False
9860,9880,False,False
9880,9900,False,False
9900,9920,False,False
9920,9940,False,False
9940,9960,False,False
9960,9980,False,False
9980,10000,False,False
10000,10020,False,False
10020,10040,False,False
10040,10060,False,False
10060,10080,False,False
10080,10100,False,False
10100,10120,False,False
10120,10140,False,False
10140,10160,False,False
10160,10180,False,False
10180,10200,False,False
10200,10220,False,False
10220,10240,False,False
10240,10260,False,False
10260,10280,False,False
10280,10300,False,False
10300,10320,False,False
10320,10340,False,False
10340,10360,False,False
10360,10380,False,False
10380,10400,False,False
10400,10420,False,False
10420,10440,False,False
10440,10460,False,False
10460,10480,False,False
10480,10500,False,False
10500,10520,False,False
10520,10540,False,False
10540,10560,False,False
10560,10580,False,False
10580,10600,False,False
10600,10620,False,False
10620,10640,False,False
10640,10660,False,False
10660,10680,False,False
10680,10700,False,False
10700,10720,False,False
10720,10740,False,False
10740,10760,False,False
10760,10780,False,False
10780,10800,False,False
10800,10820,False,False
10820,10840,False,False
10840,10860,False,False
10860,10880,False,False
10880,10900,False,False
10900,10920,False,False
10920,10940,False,False
10940,10960,False,False
10960,10980,False,False
10980,11000,False,False
11000,11020,False,False
11020,11040,False,False
11040,11060,False,False
11060,11080,False,False
11080,11100,False,False
11100,11120,False,False
11120,11140,False,False
11140,11160,False,False
11160,11180,False,False
11180,11200,False,False
11200,11220,False,False
11220,11240,False,False
11240,11260,False,False
11260,11280,False,False
11280,11300,False,False
11300,11320,False,False
11320,11340,False,False
11340,11360,False,False
11360,11380,False,False
11380,11400,False,False
11400,11420,False,False
11420,11440,False,False
11440,11460,False,False
11460,11480,False,False
11480,11500,False,False
11500,11520,False,False
11520,11540,False,False
11540,11560,False,False
11560,11580,False,False
11580,11600,False,False
11600,11620,False,False
11620,11640,False,False
11640,11660,False,False
11660,11680,False,False
11680,11700,False,False
11700,11720,False,False
11720,11740,False,False
11740,11760,True,False
11760,11780,False,False
11780,11800,False,False
11800,11820,False,False
11820,11840,False,False
11840,11860,False,False
11860,11880,False,False
11880,11900,False,False
11900,11920,False,False
11920,11940,True,False
11940,11960,False,False
11960,11980,False,False
11980,12000,False,False
12000,12020,False,False
12020,12040,False,False
12040,12060,False,False
12060,12080,False,False
12080,12100,True,False
12100,12120,False,False
12120,12140,False,False
12140,12160,False,False
12160,12180,False,False
12180,12200,False,False
12200,12220,False,False
12220,12240,True,False
12240,12260,True,False
12260,12280,False,False
12280,12300,False,False
12300,12320,False,False
12320,12340,False,False
12340,12360,False,False
12360,12380,True,False
12380,12400,False,False
12400,12420,False,False
12420,12440,False,False
12440,12460,False,False
12460,12480,False,False
12480,12500,False,False
12500,12520,False,False
12520,12540,True,False
12540,12560,False,False
12560,12580,False,False
12580,12600,False,False
12600,12620,False,False
12620,12640,False,False
12640,12660,False,False
12660,12680,False,False
12680,12700,True,False
12700,12720,True,False
12720,12740,False,False
12740,12760,False,False
12760,12780,False,False
12780,12800,False,False
12800,12820,False,False
12820,12840,False,False
12840,12860,False,False
12860,12880,False,False
12880,12900,False,False
12900,12920,False,False
12920,12940,False,False
12940,12960,False,False
12960,12980,False,False
12980,13000,False,False
13000,13020,False,False
13020,13040,True,False
13040,13060,False,False
13060,13080,False,False
13080,13100,False,False
13100,13120,False,False
13120,13140,False,False
13140,13160,False,False
13160,13180,False,False
13180,13200,True,False
13200,13220,False,False
13220,13240,False,False
13240,13260,False,False
13260,13280,False,False
13280,13300,False,False
13300,13320,False,False
13320,13340,True,False
13340,13360,False,False
13360,13380,False,False
13380,13400,False,False
13400,13420,False,False
13420,13440,False,False
13440,13460,False,False
13460,13480,False,False
13480,13500,False,False
13500,13520,False,False
13520,13540,False,False
13540,13560,False,False
13560,13580,False,False
13580,13600,False,False
13600,13620,False,False
13620,13640,False,False
13640,13660,False,False
13660,13680,True,False
13680,13700,False,False
13700,13720,False,False
13720,13740,False,False
13740,13760,False,False
13760,13780,False,False
13780,13800,False,False
13800,13820,False,False
13820,13840,True,False
13840,13860,False,False
13860,13880,False,False
13880,13900,False,False
13900,13920,False,False
13920,13940,False,False
13940,13960,False,False
13960,13980,False,False
13980,14000,False,False
14000,14020,False,False
14020,14040,True,False
14040,14060,False,False
14060,14080,False,False
14080,14100,False,False
14100,14120,False,False
14120,14140,False,False
14140,14160,False,False
14160,14180,False,False
14180,14200,False,False
14200,14220,False,False
14220,14240,False,False
14240,14260,False,False
14260,14280,False,False
14280,14300,False,False
14300,14320,False,False
14320,14340,False,False
14340,14360,False,False
14360,14380,False,False
14380,14400,False,False
14400,14420,False,False
14420,14440,True,False
14440,14460,False,False
14460,14480,False,False
14480,14500,False,False
14500,14520,False,False
14520,14540,False,False
14540,14560,False,False
14560,14580,False,False
14580,14600,False,False
14600,14620,False,False
14620,14640,False,False
14640,14660,False,False
14660,14680,True,False
14680,14700,False,False
14700,14720,False,False
14720,14740,False,False
14740,14760,False,False
14760,14780,False,False
14780,14800,False,False
14800,14820,False,False
14820,14840,False,False
14840,14860,False,False
14860,14880,False,False
14880,14900,False,False
14900,14920,False,False
14920,14940,False,False
14940,14960,False,False
14960,14980,True,False
14980,15000,False,False
15000,15020,False,False
15020,15040,False,False
15040,15060,False,False
15060,15080,False,False
15080,15100,False,False
15100,15120,False,False
15120,15140,True,False
15140,15160,False,False
15160,15180,False,False
15180,15200,False,False
15200,15220,False,False
15220,15240,False,False
15240,15260,False,False
15260,15280,False,False
15280,15300,True,False
15300,15320,False,False
15320,15340,False,False
15340,15360,False,False
15360,15380,False,False
15380,15400,False,False
15400,15420,False,False
15420,15440,False,False
15440,15460,False,False
15460,15480,False,False
15480,15500,False,False
15500,15520,False,False
15520,15540,False,False
15540,15560,False,False
15560,15580,False,False
15580,15600,True,False
15600,15620,False,False
15620,15640,False,False
15640,15660,False,False
15660,15680,False,False
15680,15700,False,False
15700,15720,False,False
15720,15740,False,False
15740,15760,False,False
15760,15780,False,False
15780,15800,False,False
15800,15820,False,False
15820,15840,False,False
15840,15860,False,False
15860,15880,False,False
15880,15900,False,False
15900,15920,False,False
15920,15940,False,False
15940,15960,False,False
15960,15980,False,False
15980,16000,False,False
16000,16020,False,False
16020,16040,False,False
16040,16060,False,False
16060,16080,False,False
16080,16100,False,False
16100,16120,False,False
16120,16140,False,False
16140,16160,False,False
16160,16180,False,False
16180,16200,False,False
16200,16220,False,False
16220,16240,False,False
16240,16260,False,False
16260,16280,False,False
16280,16300,False,False
16300,16320,False,False
16320,16340,False,False
16340,16360,False,False
16360,16380,False,False
16380,16400,False,False
16400,16420,False,False
16420,16440,False,False
16440,16460,False,False
16460,16480,False,False
16480,16500,False,False
16500,16520,False,False
16520,16540,False,False
16540,16560,False,False
16560,16580,False,False
16580,16600,False,False
16600,16620,True,False
16620,16640,False,False
16640,16660,False,False
16660,16680,False,False
16680,16700,False,False
16700,16720,False,False
16720,16740,False,False
16740,16760,False,False
16760,16780,True,False
16780,16800,False,False
16800,16820,True,False
16820,16840,False,False
16840,16860,False,False
16860,16880,False,False
16880,16900,False,False
16900,16920,False,False
16920,16940,False,False
16940,16960,False,False
16960,16980,False,False
16980,17000,False,False
17000,17020,False,False
17020,17040,False,False
17040,17060,False,False
17060,17080,False,False
17080,17100,False,False
17100,17120,False,False
17120,17140,True,False
17140,17160,False,False
17160,17180,False,False
17180,17200,False,False
17200,17220,False,False
17220,17240,False,False
17240,17260,False,False
17260,17280,False,False
17280,17300,False,False
17300,17320,False,False
17320,17340,False,False
17340,17360,True,False
17360,17380,False,False
17380,17400,False,False
17400,17420,False,False
17420,17440,False,False
17440,17460,False,False
17460,17480,False,False
17480,17500,False,False
17500,17520,True,False
17520,17540,False,False
17540,17560,False,False
17560,17580,False,False
17580,17600,False,False
17600,17620,False,False
17620,17640,True,False
17640,17660,False,False
17660,17680,False,False
17680,17700,False,False
17700,17720,False,False
17720,17740,False,False
17740,17760,False,False
17760,17780,False,False
17780,17800,False,False
17800,17820,True,False
17820,17840,False,False
17840,17860,False,False
17860,17880,False,False
17880,17900,False,False
17900,17920,False,False
17920,17940,False,False
17940,17960,False,False
17960,17980,True,False
17980,18000,False,False
18000,18020,False,False
18020,18040,False,False
18040,18060,False,False
18060,18080,False,False
18080,18100,False,False
18100,18120,False,False
18120,18140,False,False
18140,18160,True,False
18160,18180,False,False
18180,18200,False,False
18200,18220,False,False
18220,18240,False,False
18240,18260,False,False
18260,18280,False,False
18280,18300,False,False
18300,18320,False,False
18320,18340,False,False
18340,18360,False,False
18360,18380,False,False
18380,18400,False,False
18400,18420,False,False
18420,18440,False,False
18440,18460,False,False
18460,18480,True,False
18480,18500,False,False
18500,18520,False,False
18520,18540,False,False
18540,18560,False,False
18560,18580,False,False
18580,18600,False,False
18600,18620,False,False
18620,18640,False,False
18640,18660,False,False
18660,18680,False,False
18680,18700,True,False
18700,18720,False,False
18720,18740,False,False
18740,18760,False,False
18760,18780,False,False
18780,18800,False,False
18800,18820,False,False
18820,18840,False,False
18840,18860,False,False
18860,18880,False,False
18880,18900,False,False
18900,18920,False,False
18920,18940,False,False
18940,18960,True,False
18960,18980,False,False
18980,19000,False,False
19000,19020,False,False
19020,19040,False,False
19040,19060,False,False
19060,19080,False,False
19080,19100,True,False
19100,19120,False,False
19120,19140,False,False
19140,19160,False,False
19160,19180,False,False
19180,19200,False,False
19200,19220,False,False
19220,19240,False,False
19240,19260,False,False
19260,19280,False,False
19280,19300,False,False
19300,19320,False,False
19320,19340,True,False
19340,19360,False,False
19360,19380,False,False
19380,19400,False,False
19400,19420,False,False
19420,19440,False,False
19440,19460,False,False
19460,19480,False,False
19480,19500,False,False
19500,19520,False,False
19520,19540,False,False
19540,19560,False,False
19560,19580,True,False
19580,19600,False,False
19600,19620,False,False
19620,19640,False,False
19640,19660,False,False
19660,19680,False,False
19680,19700,True,False
19700,19720,False,False
19720,19740,False,False
19740,19760,False,False
19760,19780,False,False
19780,19800,False,False
19800,19820,False,False
19820,19840,False,False
19840,19860,False,False
19860,19880,False,False
19880,19900,False,False
19900,19920,False,False
19920,19940,False,False
19940,19960,False,False
19960,19980,False,False
19980,20000,False,False
20000,20020,False,False
20020,20040,False,False
20040,20060,False,False
20060,20080,True,False
20080,20100,False,False
20100,20120,False,False
20120,20140,False,False
20140,20160,False,False
20160,20180,True,False
20180,20200,False,False
20200,20220,False,False
20220,20240,False,False
20240,20260,False,False
20260,20280,False,False
20280,20300,False,False
20300,20320,False,False
20320,20340,True,False
20340,20360,True,False
20360,20380,False,False
20380,20400,False,False
20400,20420,False,False
20420,20440,False,False
20440,20460,False,False
20460,20480,False,False
20480,20500,False,False
20500,20520,False,False
20520,20540,False,False
20540,20560,False,False
20560,20580,False,False
20580,20600,False,False
20600,20620,False,False
20620,20640,False,False
20640,20660,False,False
20660,20680,False,False
20680,20700,False,False
20700,20720,False,False
20720,20740,False,False
20740,20760,False,False
20760,20780,False,False
20780,20800,False,False
20800,20820,False,False
20820,20840,False,False
20840,20860,False,False
20860,20880,True,False
20880,20900,False,False
20900,20920,False,False
20920,20940,False,False
20940,20960,False,False
20960,20980,False,False
20980,21000,False,False
21000,21020,False,False
21020,21040,False,False
21040,21060,False,False
21060,21080,False,False
21080,21100,False,False
21100,21120,False,False
21120,21140,False,False
21140,21160,False,False
21160,21180,False,False
21180,21200,False,False
21200,21220,False,False
21220,21240,False,False
21240,21260,False,False
21260,21280,False,False
21280,21300,False,False
21300,21320,False,False
21320,21340,False,False
21340,21360,False,False
21360,21380,False,False
21380,21400,False,False
21400,21420,False,False
21420,21440,False,False
21440,21460,False,False
21460,21480,False,False
21480,21500,False,False
21500,21520,False,False
21520,21540,False,False
21540,21560,False,False
21560,21580,False,False
21580,21600,False,False
21600,21620,False,False
21620,21640,False,False
21640,21660,False,False
21660,21680,False,False
21680,21700,False,False
21700,21720,True,False
21720,21740,False,False
21740,21760,False,False
21760,21780,False,False
21780,21800,False,False
21800,21820,False,False
21820,21840,False,False
21840,21860,True,False
21860,21880,False,False
21880,21900,False,False
21900,21920,False,False
21920,21940,False,False
21940,21960,False,False
21960,21980,False,False
21980,22000,True,False
22000,22020,False,False
22020,22040,False,False
22040,22060,True,False
22060,22080,False,False
22080,22100,False,False
22100,22120,False,False
22120,22140,False,False
22140,22160,False,False
22160,22180,False,False
22180,22200,False,False
22200,22220,False,False
22220,22240,False,False
22240,22260,False,False
22260,22280,False,False
22280,22300,False,False
22300,22320,True,False
22320,22340,False,False
22340,22360,False,False
22360,22380,False,False
22380,22400,False,False
22400,22420,True,False
22420,22440,False,False
22440,22460,False,False
22460,22480,False,False
22480,22500,False,False
22500,22520,False,False
22520,22540,False,False
22540,22560,False,False
22560,22580,False,False
22580,22600,False,False
22600,22620,True,False
22620,22640,True,False
22640,22660,False,False
22660,22680,False,False
22680,22700,False,False
22700,22720,False,False
22720,22740,False,False
22740,22760,False,False
22760,22780,False,False
22780,22800,True,False
22800,22820,False,False
22820,22840,False,False
22840,22860,False,False
22860,22880,False,False
22880,22900,False,False
22900,22920,False,False
22920,22940,False,False
22940,22960,True,False
22960,22980,False,False
22980,23000,False,False
23000,23020,False,False
23020,23040,False,False
23040,23060,False,False
23060,23080,False,False
23080,23100,False,False
23100,23120,False,False
23120,23140,False,False
23140,23160,False,False
23160,23180,True,False
23180,23200,False,False
23200,23220,False,False
23220,23240,False,False
23240,23260,True,False
23260,23280,False,False
23280,23300,False,False
23300,23320,False,False
23320,23340,False,False
23340,23360,False,False
23360,23380,False,False
23380,23400,False,False
23400,23420,False,False
23420,23440,False,False
23440,23460,False,False
23460,23480,False,False
23480,23500,False,False
23500,23520,False,False
23520,23540,False,False
23540,23560,False,False
23560,23580,True,False
23580,23600,False,False
23600,23620,False,False
23620,23640,False,False
23640,23660,False,False
23660,23680,False,False
23680,23700,False,False
23700,23720,False,False
23720,23740,False,False
23740,23760,False,False
23760,23780,False,False
23780,23800,False,False
23800,23820,False,False
23820,23840,False,False
23840,23860,False,False
23860,23880,True,False
23880,23900,False,False
23900,23920,False,False
23920,23940,False,False
23940,23960,False,False
23960,23980,False,False
23980,24000,False,False
24000,24020,False,False
24020,24040,False,False
24040,24060,True,False
24060,24080,False,False
24080,24100,False,False
24100,24120,False,False
24120,24140,False,False
24140,24160,False,False
24160,24180,False,False
24180,24200,False,False
24200,24220,True,False
24220,24240,False,False
24240,24260,False,False
24260,24280,False,False
24280,24300,False,False
24300,24320,False,False
24320,24340,False,False
24340,24360,False,False
24360,24380,False,False
24380,24400,False,False
24400,24420,False,False
24420,24440,False,False
24440,24460,False,False
24460,24480,False,False
24480,24500,False,False
24500,24520,False,False
24520,24540,True,False
24540,24560,False,False
24560,24580,False,False
24580,24600,False,False
24600,24620,False,False
24620,24640,False,False
24640,24660,False,False
24660,24680,False,False
24680,24700,True,False
24700,24720,False,False
24720,24740,False,False
24740,24760,False,False
24760,24780,False,False
24780,24800,False,False
24800,24820,True,False
24820,24840,False,False
24840,24860,False,False
24860,24880,False,False
24880,24900,False,False
24900,24920,False,False
24920,24940,False,False
24940,24960,False,False
24960,24980,False,False
24980,25000,False,False
25000,25020,False,False
25020,25040,False,False
25040,25060,False,False
25060,25080,False,False
25080,25100,False,False
25100,25120,False,False
25120,25140,False,False
25140,25160,False,False
25160,25180,True,False
25180,25200,False,False
25200,25220,False,False
25220,25240,False,False
25240,25260,False,False
25260,25280,False,False
25280,25300,False,False
25300,25320,False,False
25320,25340,False,False
25340,25360,False,False
25360,25380,False,False
25380,25400,False,False
25400,25420,True,False
25420,25440,False,False
25440,25460,False,False
25460,25480,False,False
25480,25500,True,False
25500,25520,False,False
25520,25540,False,False
25540,25560,False,False
25560,25580,False,False
25580,25600,False,False
25600,25620,False,False
25620,25640,False,False
25640,25660,False,False
25660,25680,False,False
25680,25700,False,False
25700,25720,False,False
25720,25740,False,False
25740,25760,False,False
25760,25780,False,False
25780,25800,False,False
25800,25820,False,False
25820,25840,False,False
25840,25860,True,False
25860,25880,False,False
25880,25900,False,False
25900,25920,False,False
25920,25940,False,False
25940,25960,False,False
25960,25980,False,False
25980,26000,False,False
26000,26020,False,False
26020,26040,False,False
26040,26060,False,False
26060,26080,False,False
26080,26100,False,False
26100,26120,False,False
26120,26140,False,False
26140,26160,False,False
26160,26180,False,False
26180,26200,False,False
26200,26220,False,False
26220,26240,False,False
26240,26260,False,False
26260,26280,True,False
26280,26300,False,False
26300,26320,False,False
26320,26340,False,False
26340,26360,False,False
26360,26380,False,False
26380,26400,False,False
26400,26420,False,False
26420,26440,False,False
26440,26460,False,False
26460,26480,False,False
26480,26500,False,False
26500,26520,False,False
26520,26540,False,False
26540,26560,False,False
26560,26580,False,False
26580,26600,True,False
26600,26620,True,False
26620,26640,False,False
26640,26660,False,False
26660,26680,False,False
26680,26700,False,False
26700,26720,False,False
26720,26740,False,False
26740,26760,False,False
26760,26780,False,False
26780,26800,False,False
26800,26820,False,False
26820,26840,False,False
26840,26860,False,False
26860,26880,False,False
26880,26900,False,False
26900,26920,True,False
26920,26940,False,False
26940,26960,False,False
26960,26980,False,False
26980,27000,False,False
27000,27020,False,False
27020,27040,False,False
27040,27060,False,False
27060,27080,False,False
27080,27100,False,False
27100,27120,True,False
27120,27140,False,False
27140,27160,False,False
27160,27180,False,False
27180,27200,False,False
27200,27220,False,False
27220,27240,True,False
27240,27260,False,False
27260,27280,False,False
27280,27300,False,False
27300,27320,False,False
27320,27340,False,False
27340,27360,False,False
27360,27380,False,False
27380,27400,False,False
27400,27420,True,False
27420,27440,False,False
27440,27460,False,False
27460,27480,False,False
27480,27500,False,False
27500,27520,False,False
27520,27540,False,False
27540,27560,False,False
27560,27580,False,False
27580,27600,False,False
27600,27620,True,False
27620,27640,False,False
27640,27660,False,False
27660,27680,True,False
27680,27700,False,False
27700,27720,False,False
27720,27740,False,False
27740,27760,False,False
27760,27780,False,False
27780,27800,False,False
27800,27820,False,False
27820,27840,False,False
27840,27860,False,False
27860,27880,False,False
27880,27900,True,False
27900,27920,False,False
27920,27940,False,False
27940,27960,False,False
27960,27980,False,False
27980,28000,False,False
28000,28020,True,False
28020,28040,False,False
28040,28060,False,False
28060,28080,False,False
28080,28100,False,False
28100,28120,False,False
28120,28140,False,False
