index,file,start,end,token
359,0,115265.0,115466.0,ちゃ
360,0,115466.0,115732.0,う
361,0,115732.0,115833.0,ん
362,0,115833.0,116033.0,だ
363,0,116033.0,116200.0,こ
364,0,116200.0,116400.0,ん
365,0,116400.0,116600.0,な
366,0,116600.0,116800.0,と
367,0,116800.0,117167.0,こ
368,0,117167.0,117534.0,で
369,0,117534.0,117701.0,ま
370,0,117701.0,117968.0,よ
371,0,117968.0,118102.0,っ
372,0,118102.0,118302.0,て
373,0,118302.0,118368.0,る
374,0,118368.0,118602.0,と
375,0,118602.0,118836.0,し
376,0,118836.0,119036.0,ず
377,0,119036.0,119403.0,む
378,0,119403.0,119603.0,よ
379,0,119603.0,119703.0,し
380,0,119703.0,119770.0,ん
381,0,119770.0,119970.0,か
382,0,119970.0,120170.0,い
383,0,120170.0,120737.0,に
384,0,120737.0,124641.0,<silence>
385,0,124641.0,124808.0,し
386,0,124808.0,125008.0,ず
387,0,125008.0,125409.0,む
388,0,125409.0,125542.0,よ
389,0,125542.0,125642.0,し
390,0,125642.0,125776.0,ん
391,0,125776.0,126009.0,か
392,0,126009.0,126143.0,い
393,0,126143.0,126710.0,に
394,0,126710.0,130647.0,<silence>
395,0,130647.0,130848.0,し
396,0,130848.0,131014.0,ず
397,0,131014.0,131415.0,む
398,0,131415.0,131548.0,よ
399,0,131548.0,131648.0,し
400,0,131648.0,131782.0,ん
401,0,131782.0,132015.0,か
402,0,132015.0,132149.0,い
403,0,132149.0,132749.0,に
404,0,132749.0,155939.0,<silence>
405,0,155939.0,156140.0,ぬ
406,0,156140.0,156340.0,れ
407,0,156340.0,156507.0,て
408,0,156507.0,156707.0,き
409,0,156707.0,157808.0,づ
410,0,157808.0,158041.0,い
411,0,158041.0,159510.0,た
412,0,159510.0,159710.0,ふ
413,0,159710.0,160043.0,る
414,0,160043.0,160244.0,え
415,0,160244.0,160644.0,る
416,0,160644.0,160844.0,か
417,0,160844.0,161044.0,ら
418,0,161044.0,161778.0,だ
419,0,161778.0,161979.0,あ
420,0,161979.0,162179.0,ふ
421,0,162179.0,162346.0,れ
422,0,162346.0,162513.0,て
423,0,162513.0,162713.0,き
424,0,162713.0,163881.0,ちゃ
425,0,163881.0,164081.0,っ
426,0,164081.0,165516.0,た
427,0,165516.0,165716.0,ふ
428,0,165716.0,166083.0,な
429,0,166083.0,166283.0,ぞ
430,0,166283.0,166650.0,こ
431,0,166650.0,166850.0,か
432,0,166850.0,167050.0,ら
433,0,167050.0,167784.0,だ
434,0,167784.0,167951.0,あ
435,0,167951.0,168152.0,な
436,0,168152.0,168352.0,が
437,0,168352.0,168519.0,あ
438,0,168519.0,168719.0,い
439,0,168719.0,169286.0,た
440,0,169286.0,169453.0,ん
441,0,169453.0,170020.0,だ
442,0,170020.0,170220.0,ざ
443,0,170220.0,170487.0,しょ
444,0,170487.0,170721.0,う
445,0,170721.0,170954.0,し
446,0,170954.0,171522.0,て
447,0,171522.0,171722.0,ああ
448,0,171722.0,171889.0,ど
449,0,171889.0,172289.0,う
450,0,172289.0,172456.0,し
451,0,172456.0,173023.0,て
452,0,173023.0,173190.0,な
453,0,173190.0,173557.0,お
454,0,173557.0,173957.0,せ
455,0,173957.0,174358.0,る
456,0,174358.0,174725.0,の
457,0,174725.0,175092.0,が
458,0,175092.0,175826.0,き
459,0,175826.0,176193.0,み
460,0,176193.0,176593.0,し
461,0,176593.0,176960.0,か
462,0,176960.0,177327.0,い
463,0,177327.0,177694.0,な
464,0,177694.0,178462.0,い
465,0,178462.0,179229.0,ん
466,0,179229.0,179963.0,だ
467,0,179963.0,180164.0,お
468,0,180164.0,180364.0,ね
469,0,180364.0,180531.0,が
470,0,180531.0,180731.0,い
471,0,180731.0,183333.0,しゅ
472,0,183333.0,183534.0,う
473,0,183534.0,184101.0,り
474,0,184101.0,185969.0,<silence>
475,0,185969.0,186170.0,お
476,0,186170.0,186336.0,ね
477,0,186336.0,186537.0,が
478,0,186537.0,186737.0,い
479,0,186737.0,189339.0,しゅ
480,0,189339.0,189540.0,う
481,0,189540.0,190841.0,り
482,0,190841.0,191041.0,さ
483,0,191041.0,191775.0,あ
484,0,191775.0,191975.0,ほ
485,0,191975.0,192176.0,ら
486,0,192176.0,192342.0,い
487,0,192342.0,192509.0,ま
488,0,192509.0,192743.0,す
489,0,192743.0,195546.0,ぐ
490,0,195546.0,197781.0,に
491,0,197781.0,197981.0,ふ
492,0,197981.0,198148.0,さ
493,0,198148.0,198348.0,い
494,0,198348.0,198515.0,で
495,0,198515.0,198715.0,ねっ
496,0,198715.0,199816.0,ちゅう
497,0,199816.0,200017.0,し
498,0,200017.0,201318.0,て
499,0,201318.0,201685.0,ねっ
500,0,201685.0,202819.0,ちゅう
501,0,202819.0,203020.0,し
502,0,203020.0,203754.0,て
503,0,203754.0,203954.0,き
504,0,203954.0,204154.0,み
505,0,204154.0,204321.0,が
506,0,204321.0,204521.0,きょう
507,0,204521.0,204721.0,ふ
508,0,204721.0,204888.0,さ
509,0,204888.0,205088.0,い
510,0,205088.0,205255.0,で
511,0,205255.0,205322.0,く
512,0,205322.0,205622.0,れ
513,0,205622.0,205722.0,な
514,0,205722.0,205822.0,い
515,0,205822.0,206023.0,と
516,0,206023.0,206290.0,な
517,0,206290.0,206390.0,ん
518,0,206390.0,206590.0,も
519,0,206590.0,206757.0,で
520,0,206757.0,207124.0,き
521,0,207124.0,207324.0,な
522,0,207324.0,207724.0,い
523,0,207724.0,207991.0,か
524,0,207991.0,208091.0,ん
525,0,208091.0,208292.0,じ
526,0,208292.0,208392.0,て
527,0,208392.0,208659.0,る
528,0,208659.0,208859.0,そ
529,0,208859.0,209026.0,ろ
530,0,209026.0,209426.0,そ
531,0,209426.0,209593.0,ろ
532,0,209593.0,209793.0,げん
533,0,209793.0,209960.0,か
534,0,209960.0,210160.0,い
535,0,210160.0,210727.0,ち
536,0,210727.0,210961.0,だ
537,0,210961.0,211094.0,い
538,0,211094.0,211261.0,じ
539,0,211261.0,211361.0,な
540,0,211361.0,211662.0,も
541,0,211662.0,211828.0,の
542,0,211828.0,212029.0,さ
543,0,212029.0,212396.0,が
544,0,212396.0,212596.0,し
545,0,212596.0,212696.0,に
546,0,212696.0,212796.0,い
547,0,212796.0,213163.0,か
548,0,213163.0,213330.0,な
549,0,213330.0,213597.0,い
550,0,213597.0,213697.0,い
551,0,213697.0,213897.0,だ
552,0,213897.0,214097.0,い
553,0,214097.0,214264.0,な
554,0,214264.0,214364.0,ゆ
555,0,214364.0,214665.0,め
556,0,214665.0,214831.0,の
557,0,214831.0,215032.0,た
558,0,215032.0,215365.0,び
559,0,215365.0,215499.0,し
560,0,215499.0,215566.0,ん
561,0,215566.0,215766.0,せ
562,0,215766.0,215966.0,か
563,0,215966.0,216133.0,い
564,0,216133.0,216700.0,に
565,0,216700.0,216967.0,き
566,0,216967.0,217067.0,み
567,0,217067.0,217267.0,が
568,0,217267.0,217367.0,い
569,0,217367.0,217701.0,な
570,0,217701.0,217834.0,い
571,0,217834.0,218001.0,と
572,0,218001.0,218402.0,い
573,0,218402.0,218569.0,み
574,0,218569.0,218669.0,な
575,0,218669.0,218769.0,ん
576,0,218769.0,219136.0,て
577,0,219136.0,219336.0,な
578,0,219336.0,219736.0,い
579,0,219736.0,220003.0,か
580,0,220003.0,220103.0,ん
581,0,220103.0,220304.0,が
582,0,220304.0,220370.0,え
583,0,220370.0,220671.0,て
584,0,220671.0,220837.0,く
585,0,220837.0,221038.0,れ
586,0,221038.0,221305.0,な
587,0,221305.0,221405.0,い
588,0,221405.0,221605.0,と
589,0,221605.0,221705.0,し
590,0,221705.0,221772.0,ん
591,0,221772.0,222072.0,ぱ
592,0,222072.0,222172.0,い
593,0,222172.0,222739.0,に
594,0,222739.0,223006.0,か
595,0,223006.0,223073.0,ん
596,0,223073.0,223273.0,じ
597,0,223273.0,223473.0,ちゃ
598,0,223473.0,223774.0,う
599,0,223774.0,223840.0,ん
600,0,223840.0,224007.0,だ
601,0,224007.0,224208.0,こ
602,0,224208.0,224341.0,ん
603,0,224341.0,224575.0,な
604,0,224575.0,224775.0,と
605,0,224775.0,225142.0,こ
606,0,225142.0,225509.0,で
607,0,225509.0,225676.0,ま
608,0,225676.0,225876.0,よ
609,0,225876.0,226076.0,っ
610,0,226076.0,226243.0,て
611,0,226243.0,226343.0,る
612,0,226343.0,226643.0,と
613,0,226643.0,226810.0,い
614,0,226810.0,227010.0,け
615,0,227010.0,227277.0,な
616,0,227277.0,227377.0,い
617,0,227377.0,227578.0,よ
618,0,227578.0,227678.0,ぜ
619,0,227678.0,227778.0,っ
620,0,227778.0,228045.0,た
621,0,228045.0,228145.0,い
622,0,228145.0,228712.0,に
623,0,228712.0,232649.0,<silence>
624,0,232649.0,232849.0,い
625,0,232849.0,233016.0,け
626,0,233016.0,233217.0,な
627,0,233217.0,233383.0,い
628,0,233383.0,233584.0,よ
629,0,233584.0,233684.0,ぜ
630,0,233684.0,233784.0,っ
631,0,233784.0,233984.0,た
632,0,233984.0,234151.0,い
633,0,234151.0,234718.0,に
634,0,234718.0,inf,<silence>
635,1,0.0,3387.0,<silence>
636,1,3387.0,3487.0,り
637,1,3487.0,3620.0,る
638,1,3620.0,3821.0,び
639,1,3821.0,3921.0,り
640,1,3921.0,4021.0,る
641,1,4021.0,4221.0,び
642,1,4221.0,4355.0,り
643,1,4355.0,4455.0,る
644,1,4455.0,4655.0,び
645,1,4655.0,4755.0,り
646,1,4755.0,4822.0,る
647,1,4822.0,5089.0,び
648,1,5089.0,6790.0,<silence>
649,1,6790.0,6890.0,り
650,1,6890.0,7024.0,る
651,1,7024.0,7224.0,び
652,1,7224.0,7324.0,り
653,1,7324.0,7424.0,る
654,1,7424.0,7624.0,び
655,1,7624.0,7725.0,り
656,1,7725.0,7858.0,る
657,1,7858.0,8058.0,び
658,1,8058.0,8157.999999999999,り
659,1,8157.999999999999,8225.0,る
660,1,8225.0,8492.0,び
661,1,8492.0,9994.0,<silence>
662,1,9994.0,10194.0,ね
663,1,10194.0,10327.0,ど
664,1,10327.0,10427.0,く
665,1,10427.0,10861.0,た
666,1,10861.0,10961.0,へ
667,1,10961.0,11061.0,い
668,1,11061.0,11161.0,ど
669,1,11161.0,11261.0,く
670,1,11261.0,11695.0,た
671,1,11695.0,11795.0,め
672,1,11795.0,11895.0,ん
673,1,11895.0,12029.0,て
674,1,12029.0,12329.0,し
675,1,12329.0,12529.0,て
676,1,12529.0,12763.0,よ
677,1,12763.0,12863.0,ど
678,1,12863.0,12963.0,く
679,1,12963.0,13597.0,た
680,1,13597.0,13931.0,ま
681,1,13931.0,14231.0,た
682,1,14231.0,14465.0,い
683,1,14465.0,14665.0,つ
684,1,14665.0,14865.0,も
685,1,14865.0,15299.0,の
686,1,15299.0,15466.0,れ
687,1,15466.0,15632.0,い
688,1,15632.0,15933.0,の
689,1,15933.0,16166.0,ば
690,1,16166.0,16967.0,ぐ
691,1,16967.0,17234.0,はっ
692,1,17234.0,17668.0,ぴ
693,1,17668.0,17868.0,あん
694,1,17868.0,18068.0,らっ
695,1,18068.0,18502.0,き
696,1,18502.0,18702.0,い
697,1,18702.0,18936.0,き
698,1,18936.0,19136.0,き
699,1,19136.0,19336.0,す
700,1,19336.0,19570.0,る
701,1,19570.0,19903.0,も
702,1,19903.0,20637.0,ど
703,1,20637.0,20738.0,く
704,1,20738.0,20838.0,み
705,1,20838.0,21038.0,た
706,1,21038.0,21271.0,て
707,1,21271.0,21472.0,ぜん
708,1,21472.0,21672.0,まい
709,1,21672.0,21772.0,し
710,1,21772.0,21872.0,き
711,1,21872.0,22106.0,の
712,1,22106.0,22439.0,こ
713,1,22439.0,22773.0,こ
714,1,22773.0,23173.0,ろ
715,1,23173.0,23273.0,ど
716,1,23273.0,23407.0,こ
717,1,23407.0,23807.0,だ
718,1,23807.0,24008.0,z
719,1,24008.0,24241.0,z
720,1,24241.0,24441.0,z
721,1,24441.0,24675.0,z
722,1,24675.0,24875.0,z
723,1,24875.0,25075.0,z
724,1,25075.0,25509.0,z
725,1,25509.0,27211.0,<silence>
726,1,27211.0,27411.0,tick
727,1,27411.0,27644.0,tick
728,1,27644.0,27845.0,tick
729,1,27845.0,28078.0,tick
730,1,28078.0,28278.0,tick
731,1,28278.0,28479.0,tock
732,1,28479.0,28912.0,tock
733,1,28912.0,30614.0,<silence>
734,1,30614.0,30748.0,お
735,1,30748.0,30848.0,っ
736,1,30848.0,30948.0,か
737,1,30948.0,31048.0,し
738,1,31048.0,31281.0,い
739,1,31281.0,31482.0,ね
740,1,31482.0,31582.0,お
741,1,31582.0,31682.0,っ
742,1,31682.0,31782.0,か
743,1,31782.0,31882.0,し
744,1,31882.0,32116.0,い
745,1,32116.0,32316.000000000004,ね
746,1,32316.000000000004,32449.0,く
747,1,32449.0,32549.0,っ
748,1,32549.0,32649.0,だ
749,1,32649.0,32750.0,ら
750,1,32750.0,32850.0,な
751,1,32850.0,32983.0,い
752,1,32983.0,33117.0,ね
753,1,33117.0,33550.0,ya
754,1,33550.0,34018.0,ya
755,1,34018.0,34184.0,わ
756,1,34184.0,34351.0,け
757,1,34351.0,34485.0,な
758,1,34485.0,34685.0,い
759,1,34685.0,34885.0,ね
760,1,34885.0,35085.0,わ
761,1,35085.0,35185.0,け
762,1,35185.0,35352.0,な
763,1,35352.0,35519.0,い
764,1,35519.0,35719.0,ね
765,1,35719.0,35819.0,は
766,1,35819.0,35953.0,い
767,1,35953.0,36053.0,す
768,1,36053.0,36153.0,ぺ
769,1,36153.0,36253.0,っ
770,1,36253.0,36353.0,く
771,1,36353.0,36453.0,な
772,1,36453.0,36553.0,ん
773,1,36553.0,37221.0,で
774,1,37221.0,37421.0,さい
775,1,37421.0,37755.0,せん
776,1,37755.0,38088.0,たん
777,1,38088.0,38288.0,の
778,1,38288.0,38889.0,pon
779,1,38889.0,39123.0,や
780,1,39123.0,39456.0,ら
781,1,39456.0,39757.0,な
782,1,39757.0,39990.0,きゃ
783,1,39990.0,40624.0,そん
784,1,40624.0,40824.0,ど
785,1,40824.0,41025.0,き
786,1,41025.0,41258.0,ど
787,1,41258.0,41458.0,き
788,1,41458.0,41658.0,が
789,1,41658.0,41892.0,と
790,1,41892.0,42092.0,ま
791,1,42092.0,42326.0,り
792,1,42326.0,42526.0,そ
793,1,42526.0,42760.0,ね
794,1,42760.0,43027.0,じ
795,1,43027.0,43293.0,ま
796,1,43293.0,43727.0,い
797,1,43727.0,44328.0,て
798,1,44328.0,44428.0,り
799,1,44428.0,44528.0,る
800,1,44528.0,44728.0,び
801,1,44728.0,44928.0,なん
802,1,44928.0,45162.0,て
803,1,45162.0,45362.0,ゆ
804,1,45362.0,45596.0,か
805,1,45596.0,45796.0,え
806,1,45796.0,45996.0,ぶ
807,1,45996.0,46230.0,り
808,1,46230.0,46430.0,でい
809,1,46430.0,46530.0,ね
810,1,46530.0,46630.0,じ
811,1,46630.0,46764.0,ま
812,1,46764.0,46864.0,い
813,1,46864.0,47064.0,て
814,1,47064.0,47164.0,ね
815,1,47164.0,47264.0,じ
816,1,47264.0,47398.0,ま
817,1,47398.0,47498.0,い
818,1,47498.0,47698.0,て
819,1,47698.0,48132.0,よ
820,1,48132.0,48365.0,ちょっ
821,1,48365.0,48565.0,と
822,1,48565.0,48799.0,だ
823,1,48799.0,48999.0,け
824,1,48999.0,49199.0,ね
825,1,49199.0,49400.0,ちょ
826,1,49400.0,49633.0,ちょ
827,1,49633.0,49833.0,ちょ
828,1,49833.0,50067.0,っ
829,1,50067.0,50267.0,と
830,1,50267.0,50467.0,だ
831,1,50467.0,50701.0,け
832,1,50701.0,51535.0,ね
833,1,51535.0,51735.0,ぴ
834,1,51735.0,51969.0,ぽ
835,1,51969.0,52169.0,ぱ
836,1,52169.0,52403.0,ぽ
837,1,52403.0,52603.0,な
838,1,52603.0,52803.0,ら
839,1,52803.0,53037.0,し
840,1,53037.0,53237.0,て
