index,file,start,end,token,pred
96,0,35486,35953,<silence>,た
97,0,35953,36353,そ,そ
98,0,36353,36520,れ,れ
99,0,36520,36720,が,た
100,0,36720,36920,だ,た
101,0,36920,37087,ん,ん
102,0,37087,37254,け,て
103,0,37254,37354,つ,し
104,0,37354,37454,で,て
105,0,37454,37654,き,き
106,0,37654,37755,な,な
107,0,37755,37855,い,い
108,0,37855,37955,よ,よ
109,0,37955,38022,う,う
110,0,38022,38122,い,ん
111,0,38122,38222,ん,く
112,0,38222,38322,か,た
113,0,38322,38422,あ,う
114,0,38422,38589,ん,ん
115,0,38589,38689,た,た
116,0,38689,38789,ふ,く
117,0,38789,38856,く,く
118,0,38856,38989,め,め
119,0,38989,39100,せ,せ
120,0,39100,39156,ん,い
121,0,39156,39200,い,い
122,0,39200,39256,ん,の
123,0,39256,39356,は,ま
124,0,39356,39523,ご,ご
125,0,39723,40090,だ,か
126,0,40090,40190,こ,こ
127,0,40190,40290,う,く
128,0,40290,40357,ほ,こ
129,0,40357,40457,わ,わ
130,0,40457,40657,こ,こ
131,0,40657,40758,れ,れ
132,0,40758,40858,で,る
133,0,41225,41592,か,た
134,0,41959,42159,ふ,く
135,0,42359,42526,で,だ
136,0,42726,43093,か,か
137,0,43093,43193,ぶ,ふ
138,0,43193,43260,き,き
139,0,43260,43360,を,わ
140,0,43360,43460,し,し
141,0,43460,43660,ま,ま
142,0,43660,43861,え,い
143,0,44228,44595,だ,だ
144,0,44595,44661,う,く
145,0,44661,44762,ば,わ
146,0,44762,44862,い,い
147,0,44862,44962,あ,や
148,0,44962,45162,い,い
149,0,45162,45229,な,な
150,0,45229,45329,ん,ん
151,0,45329,45429,か,た
152,0,45429,45529,い,い
153,0,45729,46096,だ,だ
154,0,46096,46230,た,た
155,0,46230,46363,す,す
156,0,46363,46463,け,て
157,0,46463,46663,つ,つ
158,0,46663,46764,が,だ
159,0,46764,46864,り,ひ
160,0,46864,46964,そ,そ
161,0,46964,47031,う,う
162,0,47031,47197,さ,さ
163,0,47197,47297,み,み
164,0,47297,47398,ん,い
165,0,47398,47498,な,ん
166,0,47498,47564,じ,じ
167,0,47564,47698,ぶ,で
168,0,47698,47765,ん,ん
169,0,47765,47865,に,に
170,0,47865,47965,い,い
171,0,47965,48032,れ,い
172,0,48032,48132,る,る
173,0,48132,48232,か,ん
174,0,48232,48332,そ,す
175,0,48332,48465,う,う
176,0,48465,48966,か,た
177,0,48966,49099,と,と
178,0,49099,49266,い,ゆ
179,0,49266,49433,う,う
180,0,49433,49700,わ,だ
181,0,49700,49833,け,て
182,0,49833,50100,で,て
183,0,50100,50300,さ,さ
184,0,50300,50467,い,ん
185,0,50467,50667,れ,が
186,0,50667,50734,ん,ん
187,0,50734,50868,す,す
188,0,50868,50968,き,き
189,0,50968,51135,み,み
190,0,51135,51335,し,し
191,0,51335,51502,だ,た
192,0,51502,51702,い,い
193,0,51702,52069,だ,と
194,0,52069,52336,れ,だ
195,0,52336,52403,に,に
196,0,52403,52469,し,し
197,0,52469,52836,た,た
198,0,52836,53137,て,て
199,0,53137,53203,き,き
200,0,53203,53370,に,に
201,0,53370,53570,し,し
202,0,53570,53771,な,ま
203,0,53771,53971,い,い
204,0,53971,54138,さ,か
205,0,54138,54338,い,い
206,0,54338,54538,ご,こ
207,0,54538,54738,の,の
208,0,54738,54905,こ,こ
209,0,54905,55072,う,う
210,0,55072,55272,か,と
211,0,55272,55472,い,い
212,0,55472,55839,だ,た
213,0,55839,56006,か,た
214,0,56006,56140,ら,あ
215,0,56140,56206,い,い
216,0,56206,56473,き,い
217,0,56473,56573,さ,く
218,0,56573,56807,き,き
219,0,56807,56907,わ,だ
220,0,56907,56974,え,い
221,0,56974,57207,ら,ら
222,0,57207,57341,び,き
223,0,57341,57508,ほ,ほ
224,0,57508,57708,う,う
225,0,57708,57908,だ,た
226,0,57908,58075,い,い
227,0,58075,58242,さ,さ
228,0,58242,58442,あ,い
229,0,58442,58675,か,か
230,0,58675,58842,じ,き
231,0,58842,59009,を,お
232,0,59009,59209,か,か
233,0,59209,59576,せ,せ
234,0,59576,59743,こ,そ
235,0,59743,59943,う,う
236,0,59943,60144,た,か
237,0,60144,60310,い,い
238,0,60310,61145,だ,さ
239,0,71955,72056,ぷ,る
240,0,72056,72256,り,ん
241,0,72256,72356,ず,じ
242,0,72523,72723,た,か
243,0,72723,73257,さ,か
244,0,73257,73457,い,い
245,0,73457,73724,れ,れ
246,0,73724,73824,ん,ん
247,0,73824,74024,す,す
248,0,74024,74224,あ,た
249,0,74224,74391,ど,と
250,0,74391,74792,う,う
251,0,74792,74992,し,し
252,0,74992,75526,て,て
253,0,75526,75726,あ,は
254,0,75726,75926,ど,ど
255,0,75926,76260,う,う
256,0,76260,76460,し,す
257,0,76460,77027,て,せ
258,0,77027,77227,え,い
259,0,77227,77594,ら,ね
260,0,77594,77961,べ,ね
261,0,77961,78328,る,る
262,0,78328,78729,の,る
263,0,78729,79096,が,ね
264,0,79096,79863,き,ひ
265,0,79863,80230,み,い
266,0,80230,80597,し,に
267,0,80597,80964,か,さ
268,0,80964,81331,い,い
269,0,81331,81732,な,や
270,0,81732,82466,い,に
271,0,82466,83233,ん,ん
272,0,83233,83967,だ,ぼ
273,0,83967,84168,お,お
274,0,84168,84334,ね,よ
275,0,84334,84535,が,た
276,0,84535,84735,い,う
277,0,88105,89973,<silence>,<silence>
278,0,89973,90140,お,お
279,0,90140,90340,ね,が
280,0,90340,90541,が,だ
281,0,90541,90707,い,い
282,0,94845,95012,ほ,は
283,0,95012,95779,ら,れ
284,0,95779,95979,は,は
285,0,95979,96180,や,や
286,0,96180,96346,く,く
287,0,96346,96513,きょ,きょ
288,0,96513,96713,う,う
289,0,96713,99349,じゅ,しゅ
290,0,99349,99550,う,う
291,0,99550,101952,に,<silence>
292,0,101952,102152,お,お
293,0,102152,102352,ね,ね
294,0,102352,102519,が,か
295,0,102519,102719,い,い
296,0,107758,107958,き,き
297,0,107958,108158,み,み
298,0,108158,108325,が,が
299,0,108325,108425,きょ,と
300,0,108425,108525,う,う
301,0,108525,108725,え,え
302,0,108725,108992,ら,よ
303,0,108992,109093,ん,ん
304,0,109093,109259,で,で
305,0,109259,109359,く,く
306,0,109359,109660,れ,め
307,0,109660,109726,な,な
308,0,109726,109827,い,い
309,0,109827,110027,と,と
310,0,110027,110294,な,な
311,0,110294,110394,ん,ん
312,0,110394,110594,も,も
313,0,110594,110761,で,で
314,0,110761,111128,き,き
315,0,111128,111328,な,な
316,0,111328,111695,い,い
317,0,111695,111962,か,た
318,0,111962,112096,ん,ん
319,0,112096,112262,が,が
320,0,112262,112362,え,え
321,0,112362,112629,て,て
322,0,112629,112830,く,く
323,0,112830,112996,れ,れ
324,0,112996,113297,な,だ
325,0,113297,113397,い,い
326,0,113397,113564,と,く
327,0,113564,113697,し,し
328,0,113697,113764,ん,ん
329,0,113764,114031,ぱ,ぱ
330,0,114031,114131,い,い
331,0,114131,114698,に,に
332,0,114698,114965,か,か
333,0,114965,115065,ん,ん
334,0,115065,115265,じ,じ
335,0,115265,115466,ちゃ,ちゃ
336,0,115466,115732,う,う
337,0,115732,115833,ん,ん
338,0,115833,116033,だ,だ
339,0,116033,116200,こ,こ
340,0,116200,116400,ん,う
341,0,116400,116600,な,な
342,0,116600,116800,と,と
343,0,116800,117167,こ,こ
344,0,117167,117534,で,で
345,0,117534,117701,ま,ば
346,0,117701,117968,よ,よ
347,0,117968,118302,て,て
348,0,118302,118368,る,か
349,0,118368,118602,と,と
350,0,118602,118836,し,し
351,0,118836,119036,ず,す
352,0,119036,119403,む,む
353,0,119403,119603,よ,よ
354,0,119603,119703,し,し
355,0,119703,119770,ん,ん
356,0,119770,119970,か,か
357,0,119970,120170,い,い
358,0,120170,120737,に,に
359,0,120737,124641,<silence>,<silence>
360,0,124641,124808,し,し
361,0,124808,125008,ず,つ
362,0,125008,125409,む,む
363,0,125409,125542,よ,る
364,0,125542,125642,し,し
365,0,125642,125776,ん,ん
366,0,125776,126009,か,か
367,0,126009,126143,い,ん
368,0,126143,126710,に,ん
369,0,126710,130647,<silence>,<silence>
370,0,130647,130848,し,し
371,0,130848,131014,ず,つ
372,0,131014,131415,む,む
373,0,131415,131548,よ,ん
374,0,131548,131648,し,し
375,0,131648,131782,ん,ん
376,0,131782,132015,か,た
377,0,132015,132149,い,が
378,0,132149,132749,に,ら
379,0,132749,155939,<silence>,<silence>
380,0,155939,156140,ぬ,む
381,0,156140,156340,れ,れ
382,0,156340,156507,て,て
383,0,156507,156707,き,き
384,0,156707,157808,づ,く
385,0,157808,158041,い,い
386,0,158041,159510,た,た
387,0,159510,159710,ふ,ふ
388,0,159710,160043,る,ん
389,0,160043,160244,え,む
390,0,160244,160644,る,る
391,0,160644,160844,か,か
392,0,160844,161044,ら,ら
393,0,161044,161778,だ,だ
394,0,161778,161979,あ,た
395,0,161979,162179,ふ,ふ
396,0,162179,162346,れ,る
397,0,162346,162513,て,て
398,0,162513,162713,き,き
399,0,162713,163881,ちゃ,じゃ
400,0,164081,165516,た,た
401,0,165516,165716,ふ,ふ
402,0,165716,166083,な,ま
403,0,166083,166283,ぞ,と
404,0,166283,166650,こ,こ
405,0,166650,166850,か,た
406,0,166850,167050,ら,え
407,0,167050,167784,だ,だ
408,0,167784,167951,あ,も
409,0,167951,168152,な,ま
410,0,168152,168352,が,だ
411,0,168352,168519,あ,あ
412,0,168519,168719,い,い
413,0,168719,169286,た,た
414,0,169286,169453,ん,ん
415,0,169453,170020,だ,だ
416,0,170020,170220,ざ,た
417,0,170220,170487,しょ,そ
418,0,170487,170721,う,う
419,0,170721,170954,し,し
420,0,170954,171522,て,て
421,0,171522,171722,あ,た
422,0,171722,171889,ど,ど
423,0,171889,172289,う,う
424,0,172289,172456,し,し
425,0,172456,173023,て,て
426,0,173023,173190,な,な
427,0,173190,173557,お,う
428,0,173557,173957,せ,す
429,0,173957,174358,る,ん
430,0,174358,174725,の,の
431,0,174725,175092,が,だ
432,0,175092,175826,き,き
433,0,175826,176193,み,み
434,0,176193,176593,し,し
435,0,176593,176960,か,け
436,0,176960,177327,い,い
437,0,177327,177694,な,な
438,0,177694,178462,い,い
439,0,178462,179229,ん,ん
440,0,179229,179963,だ,だ
441,0,179963,180164,お,お
442,0,180164,180364,ね,で
443,0,180364,180531,が,か
444,0,180531,180731,い,い
445,0,180731,183333,しゅ,ゆ
446,0,183333,183534,う,う
447,0,183534,184101,り,い
448,0,184101,185969,<silence>,<silence>
449,0,185969,186170,お,お
450,0,186170,186336,ね,め
451,0,186336,186537,が,が
452,0,186537,186737,い,い
453,0,186737,189339,しゅ,しゅ
454,0,189339,189540,う,い
455,0,189540,190841,り,い
456,0,190841,191041,さ,か
457,0,191041,191775,あ,い
458,0,191775,191975,ほ,こ
459,0,191975,192176,ら,や
460,0,192176,192342,い,い
461,0,192342,192509,ま,も
462,0,192509,192743,す,ゆ
463,0,192743,195546,ぐ,う
464,0,195546,197781,に,い
465,0,197781,197981,ふ,す
466,0,197981,198148,さ,さ
467,0,198148,198348,い,い
468,0,198348,198515,で,て
469,0,198515,198715,ね,め
470,0,198715,199816,ちゅ,しゅ
471,0,199816,200017,し,し
472,0,200017,201318,て,て
473,0,201318,201685,ね,ね
474,0,201685,202819,ちゅ,しゅ
475,0,202819,203020,し,し
476,0,203020,203754,て,て
477,0,203754,203954,き,い
478,0,203954,204154,み,み
479,0,204154,204321,が,が
480,0,204321,204521,きょ,と
481,0,204521,204721,ふ,ふ
482,0,204721,204888,さ,た
483,0,204888,205088,い,い
484,0,205088,205255,で,て
485,0,205255,205322,く,く
486,0,205322,205622,れ,め
487,0,205622,205722,な,な
488,0,205722,205822,い,い
489,0,205822,206023,と,と
490,0,206023,206290,な,な
491,0,206290,206390,ん,ん
492,0,206390,206590,も,う
493,0,206590,206757,で,ふ
494,0,206757,207124,き,き
495,0,207124,207324,な,な
496,0,207324,207724,い,い
497,0,207724,207991,か,は
498,0,207991,208091,ん,ん
499,0,208091,208292,じ,し
500,0,208292,208392,て,せ
501,0,208392,208659,る,る
502,0,208659,208859,そ,そ
503,0,208859,209026,ろ,ろ
504,0,209026,209426,そ,そ
505,0,209426,209593,ろ,ろ
506,0,209793,209960,か,か
507,0,209960,210160,い,い
508,0,210160,210727,ち,し
509,0,210727,210961,だ,か
510,0,210961,211094,い,い
511,0,211094,211261,じ,し
512,0,211261,211361,な,な
513,0,211361,211662,も,ま
514,0,211662,211828,の,の
515,0,211828,212029,さ,さ
516,0,212029,212396,が,た
517,0,212396,212596,し,し
518,0,212596,212696,に,ん
519,0,212696,212796,い,い
520,0,212796,213163,か,か
521,0,213163,213330,な,な
522,0,213330,213597,い,い
523,0,213597,213697,い,ん
524,0,213697,213897,だ,た
525,0,213897,214097,い,い
526,0,214097,214264,な,な
527,0,214264,214364,ゆ,み
528,0,214364,214665,め,め
529,0,214665,214831,の,の
530,0,214831,215032,た,か
531,0,215032,215365,び,び
532,0,215365,215499,し,し
533,0,215499,215566,ん,い
534,0,215566,215766,せ,せ
535,0,215766,215966,か,か
536,0,215966,216133,い,い
537,0,216133,216700,に,み
538,0,216700,216967,き,き
539,0,216967,217067,み,に
540,0,217067,217267,が,が
541,0,217267,217367,い,い
542,0,217367,217701,な,な
543,0,217701,217834,い,い
544,0,217834,218001,と,と
545,0,218001,218402,い,み
546,0,218402,218569,み,い
547,0,218569,218669,な,な
548,0,218669,218769,ん,ん
549,0,218769,219136,て,て
550,0,219136,219336,な,な
551,0,219336,219736,い,え
552,0,219736,220003,か,た
553,0,220003,220103,ん,ん
554,0,220103,220304,が,な
555,0,220304,220370,え,い
556,0,220370,220671,て,て
557,0,220671,220837,く,く
558,0,220837,221038,れ,れ
559,0,221038,221305,な,な
560,0,221305,221405,い,い
561,0,221405,221605,と,つ
562,0,221605,221705,し,し
563,0,221705,221772,ん,く
564,0,221772,222072,ぱ,ぱ
565,0,222072,222172,い,い
566,0,222172,222739,に,に
567,0,222739,223006,か,ま
568,0,223006,223073,ん,ん
569,0,223073,223273,じ,じ
570,0,223273,223473,ちゃ,ちゃ
571,0,223473,223774,う,う
572,0,223774,223840,ん,ん
573,0,223840,224007,だ,だ
574,0,224007,224208,こ,こ
575,0,224208,224341,ん,う
576,0,224341,224575,な,ら
577,0,224575,224775,と,そ
578,0,224775,225142,こ,と
579,0,225142,225509,で,で
580,0,225509,225676,ま,ま
581,0,225676,226076,よ,よ
582,0,226076,226243,て,け
583,0,226243,226343,る,ん
584,0,226343,226643,と,と
585,0,226643,226810,い,い
586,0,226810,227010,け,け
587,0,227010,227277,な,な
588,0,227277,227377,い,い
589,0,227377,227578,よ,よ
590,0,227578,227678,ぜ,て
591,0,227778,228045,た,た
592,0,228045,228145,い,い
593,0,228145,228712,に,に
594,0,228712,232649,<silence>,<silence>
595,0,232649,232849,い,い
596,0,232849,233016,け,け
597,0,233016,233217,な,な
598,0,233217,233383,い,い
599,0,233383,233584,よ,よ
600,0,233584,233684,ぜ,て
601,0,233784,233984,た,た
602,0,233984,234151,い,い
603,0,234151,234718,に,に
604,0,234718,246288,<silence>,<silence>
605,1,0,3387,<silence>,<silence>
606,1,8492,9994,<silence>,<silence>
607,1,9994,10194,ね,め
608,1,10194,10327,ど,ど
609,1,10327,10427,く,く
610,1,10427,10861,た,た
611,1,10861,10961,へ,へ
612,1,10961,11061,い,い
613,1,11061,11161,ど,ど
614,1,11161,11261,く,く
615,1,11261,11695,た,た
616,1,11695,11795,め,ま
617,1,11795,11895,ん,ん
618,1,11895,12029,て,て
619,1,12029,12329,し,す
620,1,12329,12529,て,て
621,1,12529,12763,よ,お
622,1,12763,12863,ど,と
623,1,12863,12963,く,く
624,1,12963,13597,た,た
625,1,13597,13931,ま,ま
626,1,13931,14231,た,た
627,1,14231,14465,い,い
628,1,14465,14665,つ,つ
629,1,14665,14865,も,も
630,1,14865,15299,の,も
631,1,15299,15466,れ,だ
632,1,15466,15632,い,い
633,1,15632,15933,の,の
634,1,15933,16166,ば,ぼ
635,1,16166,16967,ぐ,で
636,1,16967,17234,は,か
637,1,17234,17668,ぴ,び
638,1,17868,18068,ら,な
639,1,18068,18502,き,き
640,1,18502,18702,い,い
641,1,18702,18936,き,け
642,1,18936,19136,き,け
643,1,19136,19336,す,す
644,1,19336,19570,る,る
645,1,19570,19903,も,の
646,1,19903,20637,ど,ど
647,1,20637,20738,く,か
648,1,20738,20838,み,め
649,1,20838,21038,た,だ
650,1,21038,21271,て,て
651,1,21672,21772,し,し
652,1,21772,21872,き,て
653,1,21872,22106,の,の
654,1,22106,22439,こ,こ
655,1,22439,22773,こ,こ
656,1,22773,23173,ろ,ら
657,1,23173,23273,ど,ど
658,1,23273,23407,こ,く
659,1,28912,30614,<silence>,<silence>
660,1,30614,30848,お,お
661,1,30848,30948,か,く
662,1,30948,31048,し,そ
663,1,31048,31281,い,い
664,1,31281,31482,ね,な
665,1,31482,31682,お,お
666,1,31682,31782,か,か
667,1,31782,31882,し,し
668,1,31882,32116,い,え
669,1,32116,32316,ね,ね
670,1,32316,32449,く,く
671,1,32549,32649,だ,と
672,1,32649,32750,ら,ど
673,1,32750,32850,な,な
674,1,32850,32983,い,い
675,1,32983,33117,ね,ね
676,1,34018,34184,わ,わ
677,1,34184,34351,け,け
678,1,34351,34485,な,ま
679,1,34485,34685,い,い
680,1,34685,34885,ね,ね
681,1,34885,35085,わ,は
682,1,35085,35185,け,け
683,1,35185,35352,な,な
684,1,35352,35519,い,い
685,1,35519,35719,ね,ね
686,1,35719,35819,は,は
687,1,35819,35953,い,い
688,1,35953,36053,す,し
689,1,36053,36253,ぺ,て
690,1,36253,36353,く,か
691,1,36353,36453,な,ら
692,1,36453,36553,ん,ん
693,1,36553,37221,で,で
694,1,38088,38288,の,も
695,1,38889,39123,や,よ
696,1,39123,39456,ら,ら
697,1,39456,39757,な,な
698,1,39757,39990,きゃ,か
699,1,40624,40824,ど,ど
700,1,40824,41025,き,き
701,1,41025,41258,ど,ど
702,1,41258,41458,き,き
703,1,41458,41658,が,が
704,1,41658,41892,と,く
705,1,41892,42092,ま,ま
706,1,42092,42326,り,り
707,1,42326,42526,そ,そ
708,1,42526,42760,ね,め
709,1,42760,43027,じ,し
710,1,43027,43293,ま,ま
711,1,43293,43727,い,い
712,1,43727,44328,て,て
713,1,44328,44428,り,て
714,1,44428,44528,る,り
715,1,44528,44728,び,び
716,1,44928,45162,て,て
717,1,45162,45362,ゆ,ゆ
718,1,45362,45596,か,た
719,1,45596,45796,え,げ
720,1,45796,45996,ぶ,ぶ
721,1,45996,46230,り,り
722,1,46430,46530,ね,ん
723,1,46530,46630,じ,に
724,1,46630,46764,ま,ま
725,1,46764,46864,い,い
726,1,46864,47064,て,て
727,1,47064,47164,ね,ん
728,1,47164,47264,じ,じ
729,1,47264,47398,ま,ま
730,1,47398,47498,い,い
731,1,47498,47698,て,て
732,1,47698,48132,よ,よ
733,1,48132,48365,ちょ,ちょ
734,1,48365,48565,と,と
735,1,48565,48799,だ,だ
736,1,48799,48999,け,け
737,1,48999,49199,ね,ね
738,1,49199,49400,ちょ,と
739,1,49400,49633,ちょ,と
740,1,49633,49833,ちょ,ちょ
741,1,50067,50267,と,と
742,1,50267,50467,だ,だ
743,1,50467,50701,け,け
744,1,50701,51535,ね,ね
745,1,51535,51735,ぴ,み
746,1,51735,51969,ぽ,と
747,1,51969,52169,ぱ,ぽ
748,1,52169,52403,ぽ,ぽ
749,1,52403,52603,な,な
750,1,52603,52803,ら,ら
751,1,52803,53037,し,し
752,1,53037,53237,て,て
753,1,53237,53570,ゆ,ゆ
754,1,53570,53871,め,め
755,1,53871,54071,を,お
756,1,54071,54438,つ,つ
757,1,54438,54738,く,く
758,1,54738,54938,る,る
759,1,54938,55172,ちょ,ちょ
760,1,55172,55372,と,こ
761,1,55372,55572,だ,だ
762,1,55572,55806,け,け
763,1,55806,56440,ね,ね
764,1,56440,56840,ちょ,ちょ
765,1,56840,57074,と,と
766,1,57074,57274,だ,だ
767,1,57274,57508,け,け
768,1,57508,57941,ね,ね
769,1,57941,58142,で,ね
770,1,58142,58375,も,も
771,1,58375,59009,ちょ,ちょ
772,1,59009,59209,と,と
773,1,59209,59543,だ,だ
774,1,59543,59843,け,け
775,1,59843,60277,じゃ,じゃ
776,1,60277,60477,そ,そ
777,1,60477,60711,の,も
778,1,60711,60911,う,う
779,1,60911,61779,ち,ち
780,1,61779,61912,た,た
781,1,61912,62079,ん,ん
782,1,62079,62413,な,な
783,1,62413,62613,く,く
784,1,62613,62846,な,ま
785,1,62846,63047,る,ら
786,1,63047,63247,か,か
787,1,63247,63480,も,も
788,1,63480,63580,り,り
789,1,63580,63714,る,ん
790,1,63714,63914,び,び
791,1,63914,64013,り,り
792,1,64013,64114,る,り
793,1,64114,64313,び,び
794,1,64313,64447,り,り
795,1,64447,64548,る,る
796,1,64548,64748,び,び
797,1,64748,65182,も,も
798,1,66884,68585,<silence>,<silence>
799,1,70287,71555,<silence>,<silence>
800,1,71555,71989,ね,め
801,1,71989,72122,ど,と
802,1,72122,72289,く,く
803,1,72289,73457,た,た
804,1,73457,73590,め,れ
805,1,73590,73690,ん,は
806,1,73690,73891,て,て
807,1,73891,74124,し,し
808,1,74124,74324,た,た
809,1,74324,74525,の,ま
810,1,74525,74758,ど,ど
811,1,74758,74858,く,た
812,1,74858,76894,た,た
813,1,79430,79530,て,く
814,1,79530,79630,か,か
815,1,79630,79763,わ,わ
816,1,79763,79863,か,か
817,1,79863,79963,ら,ら
818,1,79963,80064,ん,ん
819,1,80064,80197,わ,ぼ
820,1,80197,80297,け,こ
821,1,80297,80397,わ,う
822,1,80397,80497,か,か
823,1,80497,80597,ら,ら
824,1,80597,80697,ん,ん
825,1,80697,82399,<silence>,な
826,1,82399,82533,じ,じ
827,1,82533,82633,げ,き
828,1,82633,82833,ん,い
829,1,82833,83067,の,の
830,1,83067,83167,の,の
831,1,83167,83267,ろ,も
832,1,83267,83467,い,い
833,1,83467,83600,な,な
834,1,83600,83700,ん,ん
835,1,83700,83901,て,で
836,1,83901,84234,は,あ
837,1,84234,84535,ら,な
838,1,84535,84668,お,お
839,1,84668,85169,う,い
840,1,85169,85269,な,な
841,1,85269,85369,ん,ん
842,1,85369,85469,だ,な
843,1,85469,85602,か,か
844,1,85602,85803,お,う
845,1,85803,85903,か,か
846,1,85903,86136,な,ま
847,1,86136,86236,い,い
848,1,86236,86437,ね,な
849,1,86437,86670,お,お
850,1,86670,86770,か,か
851,1,86770,86970,な,な
852,1,86970,87071,い,い
853,1,87071,87304,ね,ね
854,1,87304,87404,と,と
855,1,87404,87504,ん,ん
856,1,87504,87638,で,な
857,1,87638,87704,も,も
858,1,87704,87871,な,ま
859,1,87871,87938,い,い
860,1,87938,88138,ね,れ
861,1,89006,89206,こ,こ
862,1,89206,89440,れ,ろ
863,1,89440,89640,わ,ん
864,1,89640,89740,も,も
865,1,89740,89873,う,く
866,1,89873,90074,て,て
867,1,90074,90174,く,か
868,1,90174,90507,の,も
869,1,90507,90707,だ,だ
870,1,90707,90908,て,て
871,1,90908,91041,く,か
872,1,91041,91241,の,の
873,1,91241,91341,ろ,ろ
874,1,91341,91575,じ,じ
875,1,91575,92176,だ,だ
876,1,92176,92309,さ,さ
877,1,92309,92409,ん,い
878,1,92409,92643,げ,げ
879,1,92643,92776,ん,し
880,1,92776,93043,そ,す
881,1,93043,93277,く,く
882,1,93277,93710,だ,だ
883,1,93710,93911,て,め
884,1,93911,94111,め,め
885,1,94111,94445,も,も
886,1,94445,94778,て,て
887,1,94778,94978,る,る
888,1,94978,95145,も,も
889,1,95145,95612,ん,い
890,1,95612,95813,わ,わ
891,1,95813,96013,か,か
892,1,96013,96246,あ,あ
893,1,96246,96447,た,た
894,1,96447,96680,ら,の
895,1,96680,96880,そ,そ
896,1,96880,97114,の,の
897,1,97114,97347,て,て
898,1,97347,97514,で,れ
899,1,97514,97781,す,す
900,1,97781,98015,ぐ,る
901,1,98015,98348,ま,ま
902,1,98348,98715,い,い
903,1,98715,99316,て,て
904,1,99316,99450,り,い
905,1,99450,99550,る,る
906,1,99550,99716,び,び
907,1,99716,99817,や,い
908,1,99817,99950,ん,ん
909,1,99950,100150,じゃ,つ
910,1,100150,100350,て,て
911,1,100350,100551,も,も
912,1,100551,100784,わ,わ
913,1,100784,100984,ら,ら
914,1,101218,101418,て,て
915,1,101418,101518,ね,ん
916,1,101518,101618,じ,に
917,1,101618,101752,ま,ま
918,1,101752,101852,い,い
919,1,101852,102052,て,て
920,1,102052,102152,ね,に
921,1,102152,102252,じ,に
922,1,102252,102386,ま,ま
923,1,102386,102486,い,い
924,1,102486,102686,て,て
925,1,102686,103120,よ,よ
926,1,103120,103353,ちょ,ちょ
927,1,103353,103554,と,と
928,1,103554,103787,だ,だ
