start,end,token
108.558,108.759,で
108.759,109.325,す
109.325,109.56,さん (x)
109.56,109.659,じ
109.659,109.76,げん (x)
109.76,109.893,かっ (x)
109.893,110.004,こ
110.027,110.159,りっ (x)
110.159,110.248,たい (x)
110.293,110.394,に
110.394,110.46,お
110.46,110.527,け
110.527,110.593,る
110.593,110.825,に
110.828,111.004,て
111.028,111.194,ん
111.194,111.295,a (x)
111.295,111.462,b (x)
111.462,111.561,かん (x)
111.561,111.628,の
111.628,111.762,きょ
111.762,111.861,り
111.861,111.962,を
111.962,112.061,も
112.061,112.162,と
112.162,112.262,め
112.262,112.493,よ
112.495,112.596,て
112.596,112.706,き
112.728,112.862,な
112.862,112.939,か
112.962,113.063,ん
113.063,113.129,じ
113.129,113.263,だ
113.263,113.329,と
113.329,113.53,お
113.53,113.596,も
113.596,113.664,っ (x)
113.664,113.74,て
113.763,113.864,た
113.864,113.996,の
113.996,114.197,に
114.197,114.397,ざ
114.397,114.531,ひょう (x)
114.531,114.631,も
114.631,114.73,こう (x)
114.73,114.864,し
114.864,114.965,き
114.965,115.064,も
115.064,115.132,み
115.132,115.265,あ
115.265,115.341,た
115.364,115.465,ら
115.465,115.566,な
115.566,115.665,い
115.665,115.865,し
115.865,116.066,さん (x)
116.066,116.266,こう (x)
116.266,116.365,し
116.365,116.533,りょう (x)
116.533,116.632,に
116.632,116.733,も
116.733,116.933,のっ (x)
116.933,117.034,て
117.034,117.134,い
117.134,117.2,な
117.2,117.334,い
117.334,117.433,か
117.433,117.567,ら
117.567,117.668,き
117.668,117.768,み
117.768,117.867,と
117.867,117.968,う
117.968,118.067,み
118.067,118.168,だ
118.168,118.302,し
118.302,118.402,て
118.402,118.501,み
118.501,118.635,せ
118.635,118.712,た
118.734,118.835,い
118.835,118.936,じゃ
118.936,119.236,ん
119.236,119.469,さん (x)
119.469,119.569,じ
119.569,119.67,げん (x)
119.67,119.837,か
119.837,120.003,こ
120.003,120.103,せ
120.103,120.304,かい (x)
120.304,120.37,に
120.37,120.471,お
120.471,120.57,け
120.57,120.703,る
120.703,120.804,こ
120.804,120.938,の
120.938,121.037,き
121.037,121.138,も
121.138,121.237,ち
121.237,121.37,の
121.37,121.471,も
121.471,121.572,と
121.572,121.671,め
121.671,121.772,か
121.772,122.004,た
122.004,122.638,<s></s>
122.638,122.816,ま
122.84,122.972,る
122.972,123.251,だっ (x)
123.272,123.427,て
123.474,123.606,ば
123.606,123.774,つ
123.774,124.099,だっ (x)
124.108,124.295,て
124.34,124.408,ふ
124.408,124.507,あん (x)
124.507,124.641,に
124.641,124.941,とっ (x)
124.941,125.028,て
125.075,125.174,い
125.174,125.53,こ
125.575,125.808,る
125.808,125.909,で
125.909,126.009,ち
126.009,126.209,か
126.209,126.31,く
126.31,126.643,なっ (x)
126.643,126.763,て
126.81,126.944,と
126.944,127.043,お
127.043,127.144,く
127.144,127.477,なっ (x)
127.477,127.632,て
127.677,127.878,ゆ
127.878,127.977,れ
127.977,128.344,る
128.344,128.421,こ
128.444,128.544,の
128.544,128.745,き
128.745,128.945,も
128.945,129.133,ち
129.179,129.378,の
129.378,130.013,は
130.013,130.213,り
130.213,130.646,も
130.646,131.048,じょう (x)
131.048,131.481,けん (x)
131.481,131.877,is (x)
131.914,132.325,めい (x)
132.348,132.883,りょう (x)
132.883,133.17,step (x)
133.217,133.493,pin (x)
133.516,133.584,え
133.584,133.95,も
133.95,134.251,しょん (x)
134.251,134.45,は
134.45,134.585,そ
134.585,134.685,う
134.685,134.762,あ
134.784,134.884,い
134.884,134.985,せ
134.985,135.085,い
135.085,135.284,みす (x)
135.284,135.68,ていく (x)
135.68,136.086,<s></s>
136.086,136.54,ちゅ
136.586,136.986,りんぐ (x)
136.986,137.42,らぶ (x)
137.42,137.52,さ
137.52,137.621,わ
137.621,137.82,ぎ
137.82,137.955,だ
137.955,138.055,し
138.055,138.155,た
138.155,138.254,む
138.254,138.455,ね
138.455,138.521,の
138.521,138.588,い
138.588,138.855,た
138.855,138.921,く
138.921,139.056,な
139.056,139.156,る
139.156,139.256,ほ
139.256,139.556,ど
139.556,139.956,しょう (x)
139.956,140.424,めい (x)
140.424,140.824,は
140.824,140.924,い
140.924,141.024,ま
141.024,141.224,も
141.224,141.367,か
141.39,141.457,く
141.457,141.634,ど
141.657,141.891,を
141.891,141.991,ま
141.991,142.092,し
142.092,142.192,て
142.192,142.292,い
142.292,142.425,る
142.425,142.592,よ
142.592,142.793,う
142.793,142.925,だ
142.925,143.159,あ
143.159,143.36,い
143.36,143.593,ま
143.593,143.759,い
143.759,143.961,も
143.961,144.093,じょ
144.093,144.193,が
144.193,144.328,い
144.328,144.427,し
144.427,144.572,て
144.594,144.895,さ
144.895,145.062,い
145.062,145.329,だ
145.329,145.461,い
145.461,145.662,の
145.662,145.795,か
145.795,145.996,せ
145.996,146.096,つ
146.096,146.497,を
146.497,146.783,い
146.83,147.03,ま
147.03,147.131,ふ
147.131,147.318,た
147.364,147.463,り
147.463,147.764,な
147.764,147.997,ら
147.997,148.198,じっ (x)
148.198,148.397,しょう (x)
148.397,148.598,で
148.598,148.786,き
148.831,149.032,そ
149.032,149.265,う
149.265,149.665,<s></s>
149.665,150.099,ちゅ
150.099,150.533,りんぐ (x)
150.533,150.967,らぶ (x)
150.967,151.068,み
151.068,151.168,つ
151.168,151.4,め
151.401,151.586,あっ (x)
151.602,151.764,たっ (x)
151.801,152.012,た
152.034,152.135,って (x)
152.135,152.336,と
152.336,152.436,け
152.436,152.536,な
152.536,152.669,い
152.669,152.769,め
152.769,152.902,ろ
152.902,153.036,う
153.036,153.454,わっと (x)
153.469,153.858,いず (x)
153.903,154.337,らぶ (x)
154.337,154.592,い
154.638,154.737,ま
154.737,154.937,わん (x)
154.937,155.092,つ
155.139,155.372,すり (x)
155.372,155.572,で
155.572,155.705,あ
155.705,155.849,か
155.872,156.038,そ
156.038,156.205,う
156.205,156.439,か
156.439,156.539,こ
156.539,156.639,と
156.639,156.74,ば
156.74,156.84,で
156.84,156.973,う
156.973,157.106,み
157.106,157.174,だ
157.174,157.274,す
157.274,157.461,くえす (x)
157.508,157.707,ちょん (x)
157.707,157.941,くえす (x)
157.941,158.141,ちょん (x)
158.141,158.375,は
158.375,158.519,と
158.542,158.675,で
158.675,158.709,た
158.709,158.775,か
158.775,158.876,な
158.876,158.975,る
158.975,159.175,あん (x)
159.175,159.376,さ
159.376,159.575,あん (x)
159.575,159.81,さ
159.81,159.909,は
159.909,160.141,かっ (x)
160.144,160.42,た
160.443,160.598,って (x)
160.644,160.711,ふ
160.711,160.877,か
160.877,160.978,く
160.978,161.277,てい (x)
161.277,161.512,せい (x)
161.512,161.731,ぼ
161.777,161.912,く
161.912,162.145,ら
162.145,162.346,の
162.346,162.545,b (x)
162.545,162.733,p (x)
162.778,163.212,m (x)
163.212,163.614,ちゅう (x)
163.614,164.046,りんぐ (x)
164.046,164.448,らぶ (x)
164.448,164.548,ちゅ
164.548,164.681,う
164.681,164.882,に
164.882,165.081,まっ (x)
165.081,165.235,たっ (x)
165.282,165.412,た
165.481,165.616,って (x)
165.616,165.816,そ
165.816,165.949,の
165.949,166.082,い
166.082,166.15,ん
166.15,166.25,が
166.25,166.582,も
166.582,166.961,ふぉ
166.984,167.417,りん (x)
167.417,167.85,らぶ (x)
167.85,167.95,い
167.95,168.05,ま
168.05,168.252,は
168.252,168.485,x (x)
168.485,168.718,y (x)
168.718,168.885,z (x)
168.885,168.985,ま
168.985,169.118,で
169.118,169.218,わ
169.218,169.353,か
169.353,169.453,り
169.453,169.552,そ
169.552,169.752,う
169.752,169.986,だ
169.986,170.086,た
170.086,170.187,し
170.187,170.287,か
170.287,170.387,め
170.387,170.486,さ
170.486,170.621,せ
170.621,170.687,て
170.687,170.787,ぴ
170.787,170.92,た
170.92,171.054,ご
171.054,171.121,らす (x)
171.121,171.221,ぴ
171.221,171.32,た
171.32,171.388,ご
171.388,171.655,らす (x)
171.655,171.754,た
171.754,171.854,し
171.854,172.032,か
172.055,172.156,に
172.156,172.256,さ
172.256,172.389,せ
172.389,172.489,て
172.489,172.688,り
172.688,172.889,まん (x)
172.889,173.122,り
173.122,173.323,まん (x)
173.323,173.556,よ
173.556,173.788,そ
173.789,173.991,く
173.991,174.091,ず
174.091,174.191,み
174.191,174.358,か
174.358,174.424,へ
174.424,174.525,ん
174.525,174.657,せ
174.657,174.925,い
174.925,175.057,ま
175.057,175.192,ふ
175.192,175.359,れ
175.359,175.635,て
175.658,175.893,み
175.893,176.293,る
176.293,176.727,さあ (x)
176.727,177.06,しょう (x)
177.06,177.294,めい (x)
177.294,177.36,し
177.36,177.593,よう (x)
177.593,177.895,しょう (x)
177.895,178.127,めい (x)
178.127,178.228,し
178.228,178.628,よう (x)
178.628,178.729,ま
178.729,178.829,ち
178.829,178.961,が
178.961,179.028,い
179.028,179.263,の
179.263,179.462,な
179.462,179.639,い
179.663,179.795,よ
179.795,179.862,う
179.862,180.097,に
180.097,180.43,しょう (x)
180.43,180.631,めい (x)
180.631,180.73,し
180.73,180.931,よう (x)
180.931,181.198,しょう (x)
181.198,181.465,めい (x)
181.465,181.564,し
181.564,181.965,よう (x)
181.965,182.064,こ
182.064,182.165,の
182.165,182.366,かん (x)
182.366,182.598,じょう (x)
182.598,182.866,ぜん (x)
182.866,183.032,ぶ
183.032,183.266,ぜん (x)
183.266,183.467,ぶ
183.467,183.8,しょう (x)
183.8,184.001,めい (x)
184.001,184.1,し
184.1,184.3,よう (x)
184.3,184.634,しょう (x)
184.634,184.835,めい (x)
184.835,184.935,し
184.935,185.368,よう (x)
185.368,185.568,せい (x)
185.568,185.701,か
185.701,185.801,い
185.801,186.002,が
186.002,186.235,あ
186.235,186.436,る
186.436,186.637,な
186.637,186.87,ら
186.87,187.204,しょう (x)
187.204,187.403,めい (x)
187.403,187.503,し
187.503,187.704,よう (x)
187.704,187.971,しょう (x)
187.971,188.237,めい (x)
188.237,188.337,し
188.337,188.739,よう (x)
188.739,188.872,す
188.872,188.972,い
188.972,189.105,そ
189.105,189.205,く
189.205,189.372,を
189.372,189.605,こ
189.605,189.806,え
189.806,190.193,て
190.24,190.574,しょう (x)
190.574,190.774,めい (x)
190.774,190.873,し
190.873,191.074,よう (x)
191.074,191.407,しょう (x)
191.407,191.608,めい (x)
191.608,191.741,し
191.741,192.109,よう (x)
192.109,192.209,ま
192.209,192.308,ち
192.308,192.408,が
192.408,192.543,い
192.543,192.742,の
192.742,192.975,な
192.975,193.176,い
193.176,193.276,よ
193.276,193.409,う
193.409,193.61,に
193.61,193.943,しょう (x)
193.943,194.144,めい (x)
194.144,194.243,し
194.243,194.443,よう (x)
194.443,194.777,しょう (x)
194.777,194.978,めい (x)
194.978,195.078,し
195.078,195.512,よう (x)
195.512,195.611,こ
195.611,195.746,の
195.746,195.945,かん (x)
195.945,196.18,じょう (x)
196.18,196.379,ぜん (x)
196.379,196.58,ぶ
196.58,196.812,ぜん (x)
196.812,197.014,ぶ
197.014,197.347,しょう (x)
197.347,197.548,めい (x)
197.548,197.647,し
197.647,197.848,よう (x)
197.848,198.181,しょう (x)
198.181,198.382,めい (x)
198.382,198.481,し
198.481,198.848,よう (x)
198.848,199.116,せい (x)
199.116,199.216,か
199.216,199.316,い
199.316,199.515,が
199.515,199.75,あ
199.75,199.949,る
199.949,200.183,な
200.183,200.383,ら
200.383,200.717,しょう (x)
200.717,200.918,めい (x)
200.918,201.018,し
201.018,201.217,よう (x)
201.217,201.485,しょう (x)
201.485,201.752,めい (x)
201.752,201.852,し
201.852,202.286,よう (x)
202.286,202.519,しん (x)
202.519,202.586,ぷ
202.586,202.718,る
202.718,202.919,な
202.919,203.337,q (x)
203.353,203.73,e (x)
203.753,204.187,d (x)
204.187,220.824,<s></s>
