start,end,token
57.87,58.01,い
58.01,58.44,さ
58.442,58.674,か
58.674,58.841,じ
58.84,59.065,を
59.07,59.17,か
59.17,59.549,せ
59.55,59.94,こ
59.94,60.202,た
60.2,60.37,い
60.37,60.78,だ
60.78,71.93,<s> (x)</s>
71.93,72.102,ぷ
72.1,72.26,り
72.256,72.355,ず
72.36,72.429,み
72.43,72.52,す
72.52,72.654,た
72.65,73.124,さ
73.12,73.26,ん
73.26,73.48,い
73.48,73.86,れん
73.86,74.04,す
74.04,74.224,あ
74.224,74.64,ど
74.64,74.992,し
74.992,75.525,て
75.53,75.742,あ
75.74,76.2,ど
76.2,76.41,し
76.41,77.23,て
77.23,77.551,ら
77.55,78.002,べ
78.0,78.33,る
78.33,78.73,の
78.728,79.09,が
79.09,79.517,き
79.52,79.82,<bre>
79.82,80.11,み
80.11,80.596,し
80.596,80.963,か
80.963,81.331,い
81.331,81.731,な
81.731,82.219,い
82.465,83.233,ん
83.233,83.95,だ
83.95,84.15,お
84.15,84.334,ね
84.33,84.528,が
84.53,84.66,い
84.66,87.471,ちゅ (x)
87.47,87.6,す
87.6,88.262,み
88.26,89.56,<s></s>
89.56,89.95,<bre>
89.95,90.16,お
90.16,90.34,ね
90.34,90.508,が
90.51,90.68,い
90.68,93.477,ちゅ (x)
93.477,93.609,se (x)
93.609,94.44,み
94.44,94.8,<bre>
94.798,95.01,ほ
95.012,95.54,ら
95.54,95.73,<bre>
95.73,95.95,は
95.95,96.14,や
96.14,96.32,く
96.32,96.68,きょ
96.68,99.55,じゅ
99.549,100.31,に
101.536,101.95,<bre>
101.951,102.152,お
102.152,102.33,ね
102.33,102.506,が
102.51,102.68,い
102.68,103.853,choo (x)
103.853,104.021,se (x)
104.021,105.22,me (x)
105.22,105.66,<bre>
105.66,106.823,choo (x)
106.823,107.057,se (x)
107.057,107.76,me (x)
107.757,107.98,き
107.98,108.158,み
108.158,108.325,が
108.325,108.53,きょ
108.525,108.724,え
108.72,108.946,ら
108.95,109.09,ん
109.093,109.27,で
109.27,109.35,く
109.35,109.68,れ
109.68,109.857,な
109.86,110.05,と
110.05,110.39,な
110.394,110.593,も
110.593,110.76,で
110.76,111.15,き
111.15,111.398,な
111.4,111.54,い
111.54,111.71,<bre>
111.71,111.931,か
111.93,112.1,ん
112.1,112.24,が
112.24,112.39,え
112.39,112.69,て
112.69,112.88,く
112.88,113.06,れ
113.06,113.256,な
113.26,113.42,い
113.42,113.55,と
113.55,113.671,し
113.67,113.79,ん
113.79,114.016,ぱ
114.02,114.16,い
114.16,114.67,に
114.67,114.97,か
114.967,115.06,ん
115.064,115.28,じ
115.28,115.442,ちゃ
115.44,115.709,う
115.71,115.82,ん
115.82,116.06,だ
116.06,116.4,こ
116.4,116.585,な
116.59,116.75,と
116.75,117.167,こ
117.167,117.53,で
117.534,117.7,ま
117.7,117.968,よ
117.968,118.08,っ (x)
118.08,118.37,て
118.367,118.602,と
118.602,118.835,し
118.835,119.036,ず
119.036,119.403,む
119.403,119.52,よ
119.52,119.65,し
119.654,119.77,ん
119.77,120.008,か
120.01,120.17,い
120.17,120.949,に
120.95,124.322,<s></s>
124.322,124.58,<bre>
124.58,124.76,し
124.76,124.96,ず
124.96,125.376,む
125.38,125.51,よ
125.51,125.654,し
125.65,125.78,ん
125.78,126.011,か
126.01,126.16,い
126.16,126.754,に
126.75,130.36,<sil>
130.36,130.608,<bre>
130.61,130.84,し
130.84,131.014,ず
131.01,131.445,む
131.45,131.546,よ
131.55,131.64,し
131.642,131.77,ん
131.77,131.992,か
131.99,132.177,い
132.18,132.75,に
132.75,136.029,<echo>
136.03,138.272,<sil>
138.27,139.201,<bre>
139.2,142.235,<sil>
142.24,143.448,<bre>
143.45,155.63,<sil>
155.631,155.917,<bre>
155.92,156.14,ぬ
156.139,156.34,れ
156.34,156.51,て
156.507,156.72,き
156.72,157.784,づ
157.78,158.08,い
158.08,159.0,た
159.186,159.385,<bre>
159.482,159.739,ふ
159.74,160.08,る
160.08,160.328,え
160.33,160.668,る
160.67,160.86,か
160.862,161.074,ら
161.07,161.448,だ
161.448,161.777,<bre>
161.777,161.979,あ
161.979,162.179,ふ
162.179,162.346,れ
162.346,162.513,て
162.513,162.699,き
162.7,163.881,ちゃ
163.881,164.08,っ (x)
164.08,164.998,た
165.1,165.493,<bre>
165.49,165.74,ふ
165.74,166.108,な
166.11,166.334,ぞ
166.33,166.69,こ
166.69,166.85,か
166.85,167.07,ら
167.065,167.48,だ
167.48,167.783,<bre>
167.783,167.95,あ
167.95,168.151,な
168.151,168.352,が
168.352,168.519,あ
168.519,168.718,い
168.72,169.317,た
169.32,169.496,ん
169.5,170.02,だ
170.02,170.17,ざ
170.17,170.65,しょ
170.65,170.954,し
170.954,171.51,て
171.51,171.72,あ
171.722,172.22,ど
172.22,172.455,し
172.455,173.022,て
173.022,173.189,な
173.189,173.48,お
173.48,173.956,せ
173.956,174.358,る
174.358,174.724,の
174.72,175.1,が
175.102,175.83,き
175.83,176.1,み
176.1,176.592,し
176.592,176.96,か
176.96,177.326,い
177.326,177.693,な
177.693,178.46,い
178.461,179.229,ん
179.229,179.962,だ
179.962,180.163,お
180.163,180.364,ね
180.364,180.531,が
180.531,180.6,い
180.6,183.53,しゅ
183.53,184.496,り
184.5,185.555,<sil>
185.56,185.817,<bre>
185.948,186.15,お
186.15,186.336,ね
186.336,186.49,が
186.49,186.61,い
186.61,189.54,しゅ
189.539,190.32,り
190.32,190.708,<bre>
190.71,191.54,さ
191.54,191.76,<bre>
191.76,191.925,ほ
191.93,192.16,ら
192.162,192.34,い
192.342,192.47,ま
192.47,192.703,す
192.7,195.55,ぐ
195.55,197.078,に
197.371,197.688,<bre>
197.752,197.88,ふ
197.88,198.147,さ
198.15,198.334,い
198.33,198.53,で
198.53,198.69,ね
198.69,199.816,ちゅ
199.816,200.05,し
200.05,200.85,て
200.85,201.318,<bre>
201.32,201.66,ね
201.659,202.82,ちゅ
202.818,203.05,し
203.05,203.753,て
203.753,203.954,き
203.954,204.153,み
204.153,204.32,が
204.32,204.52,きょ
204.52,204.62,ふ
204.62,204.86,さ
204.863,205.09,い
205.09,205.262,で
205.26,205.35,く
205.35,205.66,れ
205.66,205.762,な
205.76,205.832,い
205.83,206.02,と
206.022,206.39,な
206.389,206.59,も
206.59,206.757,で
206.757,207.123,き
207.12,207.376,な
207.38,207.72,い
207.72,207.954,か
207.95,208.07,ん
208.07,208.25,じ
208.25,208.404,て
208.4,208.583,る
208.58,208.86,そ
208.86,208.95,ろ
208.95,209.425,そ
209.425,209.592,ろ
209.59,209.709,げ
209.71,209.79,ん
209.79,210.0,か
210.0,210.13,い
210.13,210.72,ち
210.72,210.946,だ
210.95,211.08,い
211.08,211.26,じ
211.26,211.36,な
211.36,211.662,も
211.662,211.78,の
211.78,212.028,さ
212.028,212.34,が
212.34,212.596,し
212.596,212.8,に
212.795,213.163,か
213.16,213.382,な
213.38,213.72,い
213.72,213.94,だ
213.94,214.1,い
214.097,214.264,な
214.264,214.364,ゆ
214.364,214.664,め
214.66,214.83,の
214.83,215.06,た
215.06,215.337,び
215.34,215.472,し
215.47,215.54,ん
215.54,215.77,せ
215.77,216.002,か
216.0,216.13,い
216.13,216.7,に
216.699,216.967,き
216.967,217.11,み
217.11,217.287,が
217.29,217.37,い
217.37,217.605,な
217.61,217.83,い
217.834,218.001,と
218.001,218.401,い
218.401,218.568,み
218.57,218.68,な
218.68,218.77,ん
218.769,219.135,て
219.14,219.407,な
219.41,219.73,い
219.73,219.998,か
220.0,220.117,ん
220.12,220.265,が
220.27,220.407,え
220.41,220.68,て
220.68,220.836,く
220.836,221.038,れ
221.04,221.237,な
221.24,221.41,い
221.405,221.52,と
221.52,221.645,し
221.65,221.77,ん
221.77,221.997,ぱ
222.0,222.17,い
222.17,222.474,に
222.474,222.73,<bre>
222.73,222.952,か
222.95,223.07,ん
223.073,223.272,じ
223.27,223.435,ちゃ
223.44,223.84,う
223.84,224.007,だ
224.01,224.278,こ
224.28,224.358,ん
224.36,224.57,な
224.574,224.775,と
224.78,225.197,こ
225.2,225.51,で
225.508,225.71,ま
225.71,226.024,よ
226.024,226.075,っ (x)
226.075,226.242,て
226.24,226.383,る
226.38,226.64,と
226.64,226.81,い
226.81,227.03,け
227.03,227.238,な
227.24,227.38,い
227.377,227.578,よ
227.58,227.68,ぜ
227.677,227.777,っ (x)
227.78,228.005,た
228.01,228.18,い
228.18,229.115,に
229.12,232.34,<sil>
232.342,232.608,<bre>
232.649,232.83,い
232.83,233.015,け
233.02,233.216,な
233.22,233.38,い
233.38,233.557,よ
233.56,233.68,ぜ
233.683,233.783,っ (x)
233.78,234.164,たい
234.16,234.717,に
234.717,234.942,<s></s>
234.942,246.288,<s></s>
